X,Y,sch_name,lea_name,year,address,contact,phone,accredit,sch_core_u,lea_core_u,st_core_uq,lea_prov_t,lea_prov_s,st_prov_tc,st_prov_sp,sch_bach,sch_mast,sch_phd,lea_bach,lea_mast,lea_phd,st_bach,st_mast,st_phd,sch_prov_t,sch_prov_s,eid,street,city,state,country,title1_p,title1_f,combokey,nces_schoo,leaid,schid,sch_addres,sch_city,sch_zip,jj,prek,k,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,ug,sp_ed,mg_sch,charter_sc,alt_sch,ab_group,mg_sch2,alt_acd_di,alt_disc_p,alt_other,gte_progra,provide_ap,num_ap_cou,student_ap,m_ame_7_en,m_asi_7_en,m_his_7_en,m_bla_7_en,m_whi_7_en,m_hi_pac_7,m_2_or_mor,m_tot_7_en,m_dis_idea,m_dis_504_,m_lep_7_en,f_ame_7_en,f_asi_7_en,f_his_7_en,f_bla_7_en,f_whi_7_en,f_hi_pac_7,f_2_or_mor,f_tot_7_en,f_dis_idea,f_dis_504_,f_lep_7_en,tot_fte,fte_cert,teach_1st_,teach_2nd_,counsel,tot_enroll,m_perc,f_perc,ame_tot,asi_tot,his_tot,bla_tot,whi_tot,hi_pac_tot,more_tot,dis_504_to,lep_tot,ame_perc,asi_perc,his_perc,bla_perc,whi_perc,hi_pac_per,more_perc,dis_504_pe,lep_perc,title_1,fte_absent,fte_teache,teach_amou,avg_teach_,tot_salari,inst_salar,expend,read_3_sco,read_4_sco,read_5_sco,read_6_sco,read_7_sco,read_8_sco,read_11_sc,write_5_sc,write_8_sc,write_11_s,math_3_sco,math_4_sco,math_5_sco,math_6_sco,math_7_sco,math_8_sco,alg_1_scor,alg_2_scor,geo_score,avg_eng_sc,avg_math_s,poor_perc,blk_perc,azn_perc,wht_perc,male_perc,fem_perc,sev_dis_pe,pop5to17,pop5to17la,pov5to17,pov5to17la,pov_5to17_,teach_3rd_,mastbachra,perc_cert,logenroll,logfte,ratio,meanpov,cenpov,meanexp,cenexp,meaneduc,ceneduc,meancert,cencert,p25pov,p75pov,p25exp,p75exp,p25educ,p75educ,p25cert,p75cert,expint,educint,certint,yearid,v188,addrtype,addrlocat
-77.1036029,38.837738,TC WILLIAMS HIGH,ALEXANDRIA CITY PBLC SCHS,_12,"3330 King St, Alexandria, VA 22302",Principal: Suzanne Maxey,(703) 824-6800,Fully Accredited,4,2,1,12,1,5,1,21,75,2,26,72,1,41,56,1,7,1,498,3330 King St,ALEXANDRIA,VA,USA,0,0,5.100e+11,5.100e+11,5100120,54,3330 KING ST,ALEXANDRIA,22302,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,,,,,1,1,26,1,5,89,440,575,335,2,0,1446,205,8,293,11,116,419,1673,341,2,0,2562,118,2,245,288.3,254.8,36,99,313,4008,36.08,63.92,16,205,859,2248,676,4,0,10,538,.4,5.11,21.43,56.09,16.87,.1,0,.25,13.42,12.49,34.34,0,0,253,21737638,85920,26941479,21737638,460818,0,,,,,,,475,,,471,,,,,,,394,399,411,473.0067,402.5538,58.2,38.93,6.08,22.27,50.05,49.95,11.09,14964,14607,2386,2411,15.94493,.1650579,53.17,3.571429,88.38016,8.296047,5.664001,13.90219,15.90492,.0400152,90.38022,-37.21022,1.486381,2.085047,97.32459,-8.944435,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,-1.488975,.0834336,-.3579136
-77.0876109,38.800442,CAMERON ELEM,FAIRFAX CO PBLC SCHS,_12,"3434 Campbell Dr, Alexandria, VA 22303",Principal: Jeannie McCurry,(703) 329-2100,Fully Accredited,0,2,1,6,2,5,1,20,80,0,26,72,2,41,56,1,,,1428,3434 Campbell Dr,ALEXANDRIA,VA,USA,0,0,5.101e+11,5.101e+11,5101260,440,3434 CAMPBELL DR,ALEXANDRIA,22303,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,0,20,128,56,38,2,14,258,34,2,104,2,32,146,56,50,2,5,293,25,0,101,65.6,64.6,4,2,,551,46.82,53.18,2,52,274,112,88,4,19,2,205,.36,9.44,49.73,20.33,15.97,.73,3.45,.36,37.21,6.1,3.05,1,21,40,2477131,61928,3324556,2720221,76178,32.01,473,500,476,507,,,,451,,,417,431,405,456,479,,,,,475.5855,418.3087,53.28,20.99,9.31,14.96,47.63,52.37,6.2,192302,191047,14596,15042,7.590145,.0787346,90.85,4,98.47561,6.311735,4.183576,8.39939,15.90492,-8.314774,90.38022,.46978,1.486381,2.513619,97.32459,1.151016,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,-3.906114,-20.90017,-9.570439
-77.0625429,38.816594,CORA KELLY MAGNET ELEM,ALEXANDRIA CITY PBLC SCHS,_12,"3600 Commonwealth Ave, Alexandria, VA 22305",Principal: Brandon Davis,(703) 706-4420,Fully Accredited,0,2,1,12,1,5,1,28,72,0,26,72,1,41,56,1,22,2,494,3600 Commonwealth Ave,ALEXANDRIA,VA,USA,0,0,5.100e+11,5.100e+11,5100120,1826,3600 COMMONWEALTH AVE,ALEXANDRIA,22305,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,1,,,,0,2,89,80,26,0,0,197,196,2,71,0,5,104,59,8,0,0,176,172,0,77,45.3,40.6,15,6,,373,52.82,47.18,0,7,193,139,34,0,0,2,148,0,1.88,51.74,37.27,9.12,0,0,.54,39.68,33.11,13.25,1,0,43,2958497,68802,3994209,2958497,65937,0,447,472,471,,,,,461,,,419,408,437,,,,,,,462.0341,419.575,80.79,36.72,0,9.04,51.98,48.02,4.8,14964,14607,2386,2411,15.94493,.1650579,53.64,2.571429,89.62473,5.921578,3.813307,8.233995,15.90492,.0400152,90.38022,-36.74022,1.486381,1.085047,97.32459,-7.699867,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,-1.470168,.0434184,-.3081119
-77.1114067,38.8392519,PARKLAWN ELEM,FAIRFAX CO PBLC SCHS,_12,"4116 Braddock Rd, Alexandria, VA 22312",Principal: Larry E. Aiello,(703) 914-6900,Fully Accredited,0,2,1,6,2,5,1,37,61,0,26,72,2,41,56,1,9,1,1393,4116 Braddock Rd,ALEXANDRIA,VA,USA,0,0,5.101e+11,5.101e+11,5101260,553,4116 BRADDOCK RD,ALEXANDRIA,22312,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,0,50,152,110,53,0,5,370,40,5,224,2,50,164,101,56,0,8,381,31,2,209,82,81,4,8,,751,49.27,50.73,2,100,316,211,109,0,13,7,433,.27,13.32,42.08,28.1,14.51,0,1.73,.93,57.66,4.88,9.76,1,24,51,3227075,63276,4286187,3581883,86976,29.27,450,472,465,,,,,448,,,418,431,429,,,,,,,458.9311,425.5123,57.96,28.07,13.97,14.1,49.09,50.91,4.96,192302,191047,14596,15042,7.590145,.0787346,85.36,1.648649,98.78049,6.621406,4.406719,9.158537,15.90492,-8.314774,90.38022,-5.020218,1.486381,.1622674,97.32459,1.455894,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,41.74197,-1.349217,-12.10543
-77.1254319,38.80528,SAMUEL W TUCKER ELEM,ALEXANDRIA CITY PBLC SCHS,_12,"435 Ferdinand Day Dr, Alexandria, VA 22304",Principal: C. Rene Paschal,(703) 933-6300,Fully Accredited,2,2,1,12,1,5,1,15,85,0,26,72,1,41,56,1,9,0,2221,435 Ferdinand Day Dr,ALEXANDRIA,VA,USA,0,0,5.100e+11,5.100e+11,5100120,2549,435 FERDINAND DAY DR,ALEXANDRIA,22304,,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,2,20,101,143,71,0,0,337,58,0,95,2,26,92,140,74,0,0,334,13,0,101,56.4,50.4,10,4,,671,50.22,49.78,4,46,193,283,145,0,0,0,196,.6,6.86,28.76,42.18,21.61,0,0,0,29.21,17.73,7.09,1,0,55,4213163,76603,5534981,4213163,124360,0,458,439,464,,,,,450,,,397,391,389,,,,,,,452.5747,392.5789,52.75,39.16,5.35,24.57,48.84,51.16,1.73,14964,14607,2386,2411,15.94493,.1650579,75.18,5.666667,89.3617,6.508769,4.032469,11.89716,15.90492,.0400152,90.38022,-15.20022,1.486381,4.180285,97.32459,-7.962891,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,-.6082401,.167275,-.3186368
-77.1005569,38.813907,PATRICK HENRY ELEM,ALEXANDRIA CITY PBLC SCHS,_12,"4643 Taney Ave, Alexandria, VA 22304",Principal: Ingrid Bynum,(703) 461-4170,Accredited with Warning,0,2,1,12,1,5,1,25,72,0,26,72,1,41,56,1,20,0,534,4643 Taney Ave,ALEXANDRIA,VA,USA,0,1,5.100e+11,5.100e+11,5100120,52,4643 TANEY AVE,ALEXANDRIA,22304,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,1,,,,2,23,83,131,32,2,0,273,46,2,110,8,26,77,134,26,2,0,273,25,0,98,45.45,40.85,5,3,,546,50,50,10,49,160,265,58,4,0,2,208,1.83,8.97,29.3,48.53,10.62,.73,0,.37,38.1,11,6.6,1,0,44,3481670,79129,42313803,348167,79507,0,425,401,434,,,,,436,,,367,346,374,,,,,,,424.2639,362.2741,71.24,46.99,6.77,10.34,48.87,51.13,3.01,14964,14607,2386,2411,15.94493,.1650579,82.4,2.88,89.87899,6.302619,3.816613,12.0132,15.90492,.0400152,90.38022,-7.980217,1.486381,1.393619,97.32459,-7.445602,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,-.3193302,.055766,-.2979374
-77.1131709,38.829759,FRANCIS C HAMMOND 1 MIDDLE,ALEXANDRIA CITY PBLC SCHS,_12,"4646 Seminary Rd, Alexandria, VA 22304",Principal: DeBerry Goodwin,(703) 461-4100,Accredited with Warning,2,2,1,12,1,5,1,27,69,4,26,72,1,41,56,1,6,0,495,4646 Seminary Rd,ALEXANDRIA,VA,USA,0,0,5.100e+11,5.100e+11,5100120,40,4646 SEMINARY RD,ALEXANDRIA,22304,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,0,32,65,77,32,0,2,208,40,0,68,0,41,83,95,20,0,2,241,16,2,89,45.27,40.93,11,2,,449,46.33,53.67,0,73,148,172,52,0,4,2,157,0,16.26,32.96,38.31,11.58,0,.89,.45,34.97,24.3,4.42,0,0,45,3323081,73846,3965002,3323081,62647,0,,,,450,451,463,,,420,,,,,399,382,377,426,,474,444.4974,380.5185,64.99,42.45,10.79,12.47,47.24,52.76,8.64,14964,14607,2386,2411,15.94493,.1650579,71.28,2.555556,90.41308,6.107023,3.812644,9.918268,15.90492,.0400152,90.38022,-19.10022,1.486381,1.069174,97.32459,-6.911514,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,-.7642995,.0427832,-.2765658
-77.1131709,38.829759,FRANCIS HAMMOND 2 MIDDLE,ALEXANDRIA CITY PBLC SCHS,_12,"4646 Seminary Road, Alexandria, VA 22304",Principal: Jason Sutton,(703) 461-4100,Accredited with Warning,0,2,1,12,1,5,1,29,71,0,26,72,1,41,56,1,11,0,7083,4646 Seminary Road,ALEXANDRIA,VA,USA,0,0,5.100e+11,5.100e+11,5100120,2810,4646 SEMINARY ROAD,ALEXANDRIA,22304,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,5,17,62,101,26,0,0,211,28,0,65,2,17,65,110,23,0,0,217,13,0,50,45.42,41.11,15,3,,428,49.3,50.7,7,34,127,211,49,0,0,0,115,1.64,7.94,29.67,49.3,11.45,0,0,0,26.87,33.03,6.61,0,0,36,3188759,88577,3754230,3188759,665778,0,,,,466,457,462,,,414,,,,,403,386,375,423,,,443.9778,382.6114,72.49,50.35,8.39,9.56,49.88,50.12,8.62,14964,14607,2386,2411,15.94493,.1650579,60.36,2.448276,90.51079,6.059123,3.815953,9.423162,15.90492,.0400152,90.38022,-30.02022,1.486381,.9618946,97.32459,-6.813805,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,-1.201266,.0384904,-.2726559
-77.1131709,38.829759,FRANCIS HAMMOND 3 MIDDLE,ALEXANDRIA CITY PBLC SCHS,_12,"4646 Seminary Road, Alexandria, VA 22304",Principal: Vacant,(703) 461-4100,Accredited with Warning,0,2,1,12,1,5,1,42,56,2,26,72,1,41,56,1,9,0,7084,4646 Seminary Road,ALEXANDRIA,VA,USA,0,0,5.100e+11,5.100e+11,5100120,2814,4646 SEMINARY ROAD,ALEXANDRIA,22304,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,2,20,77,98,26,0,0,223,31,0,77,2,23,68,86,23,0,2,204,19,2,53,46.11,41.76,10,1,,427,52.22,47.78,4,43,145,184,49,0,2,2,130,.94,10.07,33.96,43.09,11.48,0,.47,.47,30.44,21.69,2.17,0,0,46,3222702,70059,3850946,3222702,65319,0,,,,451,444,451,,,416,,,,,395,363,362,408,,,436.6438,362.6615,69.16,41.59,9.35,12.85,52.1,47.9,7.94,14964,14607,2386,2411,15.94493,.1650579,76.14,1.333333,90.56604,6.056784,3.83103,9.260464,15.90492,.0400152,90.38022,-14.24022,1.486381,-.1530478,97.32459,-6.758553,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,-.5698255,-.0061242,-.270445
-77.1129666,38.7912176,TWAIN MIDDLE,FAIRFAX CO PBLC SCHS,_12,"4700 Franconia Rd, Alexandria, VA 22310",Principal: Baek Chong,(703) 313-3700,Fully Accredited,3,2,1,6,2,5,1,22,77,0,26,72,2,41,56,1,4,6,1379,4700 Franconia Rd,ALEXANDRIA,VA,USA,0,0,5.101e+11,5.101e+11,5101260,576,4700 FRANCONIA RD,ALEXANDRIA,22310,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,2,71,122,92,149,0,20,456,94,14,95,2,59,110,86,146,2,14,419,31,5,56,68.5,67.5,5,3,,875,52.11,47.89,4,130,232,178,295,2,34,19,151,.46,14.86,26.51,20.34,33.71,.23,3.89,2.17,17.26,7.3,4.38,0,12,48.5,3018857,62244,4200760,3115491,229706,17.52,,,,,484,499,,,442,,,,,,384,429,451,,537,476.0572,413.4622,29.26,20.05,15.21,33.29,52.88,47.12,9.33,192302,191047,14596,15042,7.590145,.0787346,88.32,3.5,98.54015,6.774224,4.226834,12.77372,15.90492,-8.314774,90.38022,-2.060219,1.486381,2.013619,97.32459,1.215553,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,17.13025,-16.74279,-10.10705
-77.1152652,38.82206,JAMES K POLK ELEM,ALEXANDRIA CITY PBLC SCHS,_12,"5000 Polk Ave, Alexandria, VA 22304",Principal: Mrs. PreeAnn Johnson,(703) 461-4180,Fully Accredited,0,2,1,12,1,5,1,32,68,0,26,72,1,41,56,1,5,2,499,5000 Polk Ave,ALEXANDRIA,VA,USA,0,0,5.100e+11,5.100e+11,5100120,43,5000 POLK AVE,ALEXANDRIA,22304,,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,1,,,,11,20,92,155,62,2,0,342,49,0,125,5,14,56,137,59,2,0,273,16,0,92,52.1,47,7,4,,615,55.61,44.39,16,34,148,292,121,4,0,0,217,2.6,5.53,24.07,47.48,19.67,.65,0,0,35.28,13.44,7.68,1,0,51,3719114,72924,4770475,3719114,93235,0,448,468,465,,,,,446,,,390,403,393,,,,,,,456.1519,395.1884,66.13,44.89,5.91,20.61,55.91,44.09,2.24,14964,14607,2386,2411,15.94493,.1650579,78.88,2.125,90.21114,6.421622,3.953165,11.80422,15.90492,.0400152,90.38022,-11.50022,1.486381,.6386188,97.32459,-7.113457,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,-.4601839,.0255545,-.2846465
-77.0469036,38.7998802,LYLES-CROUCH ELEM,ALEXANDRIA CITY PBLC SCHS,_12,"530 S St Asaph St, Alexandria, VA 22314",Principal: Dr. Patricia Zissios,(703) 706-4430,Fully Accredited,0,2,1,12,1,5,1,21,76,2,26,72,1,41,56,1,,,536,530 S St Asaph St,ALEXANDRIA,VA,USA,0,0,5.100e+11,5.100e+11,5100120,47,530 S ST ASAPH ST,ALEXANDRIA,22314,,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,1,,,,0,8,11,62,110,0,0,191,28,2,23,2,11,8,71,119,0,0,211,10,0,23,35,30.6,5,3,,402,47.51,52.49,2,19,19,133,229,0,0,2,46,.5,4.73,4.73,33.08,56.97,0,0,.5,11.44,14.29,8.57,0,0,33,2587369,78405,3242190,2587369,57240,0,488,485,473,,,,,464,,,447,425,385,,,,,,,479.6164,427.0952,26.75,32.05,3.37,53.49,49.16,50.84,2.65,14964,14607,2386,2411,15.94493,.1650579,77.14,3.619048,87.42857,5.996452,3.555348,11.48571,15.90492,.0400152,90.38022,-13.24022,1.486381,2.132667,97.32459,-9.896019,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,-.5298103,.0853391,-.3959914
-77.1255049,38.832281,JOHN ADAMS ELEM,ALEXANDRIA CITY PBLC SCHS,_12,"5651 Rayburn Ave, Alexandria, VA 22311",Principal: Lakisha Covert,(703) 824-6970,Fully Accredited,0,2,1,12,1,5,1,24,73,2,26,72,1,41,56,1,11,1,500,5651 Rayburn Ave,ALEXANDRIA,VA,USA,0,1,5.100e+11,5.100e+11,5100120,45,5651 RAYBURN AVE,ALEXANDRIA,22311,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,1,,,,2,44,158,161,80,0,0,445,118,0,215,2,41,104,149,74,0,0,370,43,0,149,85.4,79.5,16,6,,815,54.6,45.4,4,85,262,310,154,0,0,0,364,.49,10.43,32.15,38.04,18.9,0,0,0,44.66,18.74,7.03,1,0,85,5961715,70138,7671112,5961715,98854,0,430,442,448,,,,,436,,,386,417,380,,,,,,,438.4949,392.9066,65.4,37.3,8.47,20.25,56.44,43.56,13.01,14964,14607,2386,2411,15.94493,.1650579,74.23,3.041667,93.09133,6.703188,4.447346,9.543325,15.90492,.0400152,90.38022,-16.15022,1.486381,1.555286,97.32459,-4.233261,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,-.6462544,.0622351,-.1693949
-77.1280499,38.825331,WILLIAM RAMSAY ELEM,ALEXANDRIA CITY PBLC SCHS,_12,"5700 Sanger Ave, Alexandria, VA 22311",Principal: Rosario Casiano,(703) 824-6950,Fully Accredited,0,2,1,12,1,5,1,36,61,1,26,72,1,41,56,1,27,0,496,5700 Sanger Ave,ALEXANDRIA,VA,USA,0,0,5.100e+11,5.100e+11,5100120,55,5700 SANGER AVE,ALEXANDRIA,22311,,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,5,26,209,113,35,0,0,388,34,5,236,8,29,185,116,26,2,0,366,16,2,206,66.1,60,14,7,,754,51.46,48.54,13,55,394,229,61,2,0,7,442,1.72,7.29,52.25,30.37,8.09,.27,0,.93,58.62,21.18,10.59,1,0,65,4618741,71058,5697441,4618741,123563,0,439,458,464,,,,,427,,,389,378,398,,,,,,,446.7041,388.0305,83.85,27.32,7.94,9.83,52.36,47.64,0,14964,14607,2386,2411,15.94493,.1650579,68.23,1.694444,90.77156,6.625392,4.191169,11.40696,15.90492,.0400152,90.38022,-22.15022,1.486381,.2080632,97.32459,-6.553032,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,-.886346,.0083257,-.262221
-77.1102139,38.795392,CLERMONT ELEM,FAIRFAX CO PBLC SCHS,_12,"5720 Clermont Dr, Alexandria, VA 22310",Principal: Ms. Anne Stokowski,(703) 921-2400,Fully Accredited,0,2,1,6,2,5,1,23,77,0,26,72,2,41,56,1,8,0,1298,5720 Clermont Dr,ALEXANDRIA,VA,USA,0,0,5.101e+11,5.101e+11,5101260,450,5720 CLERMONT DR,ALEXANDRIA,22310,,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,2,29,59,11,152,2,11,266,28,5,53,0,20,41,11,119,2,14,207,4,2,38,32.5,32.5,1,1,,473,56.24,43.76,2,49,100,22,271,4,25,7,91,.42,10.36,21.14,4.65,57.29,.85,5.29,1.48,19.24,3.08,3.08,0,11,24.5,1633821,66687,2351083,1816506,62343,33.85,485,507,504,523,,,,468,,,432,447,427,441,495,,,,,491.2809,436.5536,14.68,4.68,10.21,57.02,56.17,43.83,0,192302,191047,14596,15042,7.590145,.0787346,93.84,3.347826,100,6.159095,3.48124,14.55385,15.90492,-8.314774,90.38022,3.459778,1.486381,1.861445,97.32459,2.675407,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,-28.76727,-15.47749,-22.24541
-77.1003469,38.791614,EDISON HIGH,FAIRFAX CO PBLC SCHS,_12,"5801 Franconia Rd, Alexandria, VA 22310",Principal: Ms. Pamela E. Brumfield,(703) 924-8000,Fully Accredited,4,2,1,6,2,5,1,29,69,1,26,72,2,41,56,1,4,1,1390,5801 Franconia Rd,ALEXANDRIA,VA,USA,0,0,5.101e+11,5.101e+11,5101260,461,5801 FRANCONIA RD,ALEXANDRIA,22310,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,,,,,0,0,,,2,119,242,161,308,0,23,855,133,23,158,2,107,236,158,251,0,38,792,70,8,110,131.7,131.7,2,5,6,1647,51.91,48.09,4,226,478,319,559,0,61,31,268,.24,13.72,29.02,19.37,33.94,0,3.7,1.88,16.27,1.52,3.8,0,36,96.67,6818871,70538,9785109,7038710,412703,27.33,,,,,,,492,,,483,,,,,,,400,411,425,487.4562,414.4985,30.75,19.37,13.65,33.37,52.98,47.02,11.62,192302,191047,14596,15042,7.590145,.0787346,94.68,2.37931,100,7.406711,4.880527,12.50569,15.90492,-8.314774,90.38022,4.299782,1.486381,.8929292,97.32459,2.675407,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,-35.75171,-7.424504,-22.24541
-77.0651999,38.824468,MAURY ELEM,ALEXANDRIA CITY PBLC SCHS,_12,"600 Russell Rd, Alexandria, VA 22301",Principal: Ms. Lucretia Jackson,(703) 706-4440,Fully Accredited,0,2,1,12,1,5,1,14,83,0,26,72,1,41,56,1,18,0,535,600 Russell Rd,ALEXANDRIA,VA,USA,0,0,5.100e+11,5.100e+11,5100120,48,600 RUSSELL RD,ALEXANDRIA,22301,,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,1,,,,2,5,14,53,116,0,0,190,37,0,8,2,8,20,62,113,0,0,205,28,0,2,35.8,31.3,9,1,,395,48.1,51.9,4,13,34,115,229,0,0,0,10,1.01,3.29,8.61,29.11,57.97,0,0,0,2.53,25.14,2.79,0,0,34,2469163,72622,3181447,2469163,71092,0,464,506,498,,,,,475,,,426,440,438,499,,,,,,485.9646,434.4625,33.08,28.79,0,57.32,49.24,50.76,5.81,14964,14607,2386,2411,15.94493,.1650579,72.07,5.928571,87.43017,5.978886,3.577948,11.03352,15.90492,.0400152,90.38022,-18.31022,1.486381,4.44219,97.32459,-9.894424,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,-.7326875,.1777552,-.3959276
-77.0775863,38.783039,MOUNT EAGLE ELEM,FAIRFAX CO PBLC SCHS,_12,"6116 N Kings Hwy, Alexandria, VA 22303",Principal: Ms. Jean T Consolla,(703) 721-2100,Fully Accredited,0,2,1,6,2,5,1,33,67,0,26,72,2,41,56,1,15,3,1420,6116 N Kings Hwy,ALEXANDRIA,VA,USA,0,0,5.101e+11,5.101e+11,5101260,540,6116 N KINGS HWY,ALEXANDRIA,22303,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,0,17,113,35,5,2,8,180,37,0,104,0,14,98,29,14,0,5,160,10,0,86,36.4,35.4,2,6.5,,340,52.94,47.06,0,31,211,64,19,2,13,0,190,0,9.12,62.06,18.82,5.59,.59,3.82,0,55.88,5.49,17.86,1,2,25.9,1391560,53728,2017834,1552378,52974,5.49,432,480,483,466,,,,449,,,413,445,443,435,450,,,,,461.7266,431.9552,68.45,19.05,8.63,5.95,52.98,47.02,4.76,192302,191047,14596,15042,7.590145,.0787346,76.65,2.030303,97.25275,5.828946,3.594569,9.340659,15.90492,-8.314774,90.38022,-13.73022,1.486381,.5439218,97.32459,-.071846,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,114.1636,-4.522587,.5973833
-77.0692979,38.773241,WEST POTOMAC HIGH,FAIRFAX CO PBLC SCHS,_12,"6500 Quander Rd, Alexandria, VA 22307",Principal: Mr. Bruce Butler,(703) 718-2500,Fully Accredited,4,2,1,6,2,5,1,26,69,4,26,72,2,41,56,1,6,3,1405,6500 Quander Rd,ALEXANDRIA,VA,USA,0,0,5.101e+11,5.101e+11,5101260,489,6500 QUANDER RD,ALEXANDRIA,22307,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,,,,,0,1,26,1,2,89,296,224,470,2,32,1115,202,23,179,5,83,299,260,461,2,47,1157,106,23,152,156,154,10.5,14.5,9,2272,49.08,50.92,7,172,595,484,931,4,79,46,331,.31,7.57,26.19,21.3,40.98,.18,3.48,2.02,14.57,6.73,9.29,0,50,120.83,8257945,68343,11700227,8626188,452752,32.05,,,,,,,491,,,481,,,,,,,397,397,426,486.0968,410.02,32.57,21.62,7.33,40.12,49.85,50.15,12.68,192302,191047,14596,15042,7.590145,.0787346,83.98,2.653846,98.71795,7.728416,5.049856,14.5641,15.90492,-8.314774,90.38022,-6.400215,1.486381,1.167465,97.32459,1.393356,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,53.21634,-9.707208,-11.58544
-77.1114067,38.8392519,WEYANOKE ELEM,FAIRFAX CO PBLC SCHS,_12,"6520 Braddock Rd, Alexandria, VA 22312",Principal: Ms. Annette Almedina-Cabrera,(703) 813-5400,Fully Accredited,0,2,1,6,2,5,1,20,80,0,26,72,2,41,56,1,7,0,1421,6520 Braddock Rd,ALEXANDRIA,VA,USA,0,0,5.101e+11,5.101e+11,5101260,590,6520 BRADDOCK RD,ALEXANDRIA,22312,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,2,74,119,95,23,0,5,318,58,2,212,2,41,122,71,23,0,2,261,19,0,167,73.6,71.6,2,3.8,,579,54.92,45.08,4,115,241,166,46,0,7,2,379,.69,19.86,41.62,28.67,7.94,0,1.21,.35,65.46,2.72,5.16,1,21,43.1,2430540,56393,3266829,2670805,48997,28.53,439,466,454,,,,,439,,,381,409,385,,,,,,,450.6599,392.2151,65.28,30.03,19.62,7.99,55.38,44.62,7.98,192302,191047,14596,15042,7.590145,.0787346,92.12,4,97.28261,6.361302,4.298645,7.866848,15.90492,-8.314774,90.38022,1.739784,1.486381,2.513619,97.32459,-.0419846,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,-14.46591,-20.90017,.3490921
