Region,District,Sector/MDA/MMDA,Central GOG and CF: Comp of Emp,Central GOG and CF: Goods/Service,Central GOG and CF: Assets (Capital),Central GOG and CF: Total,IGF: Comp of Emp,IGF: Goods/Service,IGF: Assets (Capital),IGF: Total,Funds/Others: Comp of Emp,Funds/Others: Goods/Service,Funds/Others: Assets (Capital),Funds/Others: Total,Donor: Comp of Emp,Donor: Goods/Service,Donor: Assets (Capital),Donor: Total,Grand Total Less NREG / Statutory
Ashanti Region,Atwima_Kwanwoma,Works,"116,067",0,"340,692","456,759",0,0,"2,500","2,500",0,0,0,0,0,0,0,0,"459,259"
Ashanti Region,Atwima_Kwanwoma,Office of Departmental Head,"116,067",0,"113,000","229,067",0,0,"2,500","2,500",0,0,0,0,0,0,0,0,"231,567"
Ashanti Region,Atwima_Kwanwoma,Public Works,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Kwanwoma,Water,0,0,"40,000","40,000",0,0,0,0,0,0,0,0,0,0,0,0,"40,000"
Ashanti Region,Atwima_Kwanwoma,Feeder Roads,0,0,"187,692","187,692",0,0,0,0,0,0,0,0,0,0,0,0,"187,692"
Ashanti Region,Atwima_Kwanwoma,Rural Housing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Kwanwoma,"Trade, Industry and Tourism","15,340",0,0,"15,340",0,0,0,0,0,0,0,0,0,0,0,0,"15,340"
Ashanti Region,Atwima_Kwanwoma,Office of Departmental Head,"15,340",0,0,"15,340",0,0,0,0,0,0,0,0,0,0,0,0,"15,340"
Ashanti Region,Atwima_Kwanwoma,Trade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Kwanwoma,Cottage Industry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Kwanwoma,Tourism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Kwanwoma,Budget and Rating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Kwanwoma,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Kwanwoma,Legal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Kwanwoma,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Kwanwoma,Transport,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Kwanwoma,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Kwanwoma,Disaster Prevention,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Kwanwoma,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Kwanwoma,Urban Roads,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Kwanwoma,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Kwanwoma,Birth and Death,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Kwanwoma,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Mponua,Multi Sectoral,"866,645","1,393,376","1,302,180","3,562,202","159,345","138,484","8,177","306,006",0,0,0,0,0,"1,614,217","599,321","2,213,538","6,102,017"
Ashanti Region,Atwima_Mponua,Atwima Mponua District - Nyinahin,"866,645","1,393,376","1,302,180","3,562,202","159,345","138,484","8,177","306,006",0,0,0,0,0,"1,614,217","599,321","2,213,538","6,102,017"
Ashanti Region,Atwima_Mponua,Central Administration,"245,372","1,013,989","529,000","1,788,361","159,345","134,084",0,"293,429",0,0,0,0,0,"39,467","25,000","64,467","2,146,256"
Ashanti Region,Atwima_Mponua,Administration (Assembly Office),"245,372","1,013,989","529,000","1,788,361","159,345","134,084",0,"293,429",0,0,0,0,0,"39,467","25,000","64,467","2,146,256"
Ashanti Region,Atwima_Mponua,Sub-Metros Administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Mponua,Finance,0,0,0,0,0,"4,400",0,"4,400",0,0,0,0,0,0,0,0,"4,400"
Ashanti Region,Atwima_Mponua,,0,0,0,0,0,"4,400",0,"4,400",0,0,0,0,0,0,0,0,"4,400"
Ashanti Region,Atwima_Mponua,"Education, Youth and Sports","248,263","88,000","459,361","795,624",0,0,0,0,0,0,0,0,0,"1,574,750","548,321","2,123,071","2,938,967"
Ashanti Region,Atwima_Mponua,Office of Departmental Head,"248,263",0,0,"248,263",0,0,0,0,0,0,0,0,0,0,0,0,"268,535"
Ashanti Region,Atwima_Mponua,Education,0,"88,000","459,361","547,361",0,0,0,0,0,0,0,0,0,"1,574,750","548,321","2,123,071","2,670,432"
Ashanti Region,Atwima_Mponua,Sports,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Mponua,Youth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Mponua,Health,"62,830","163,000","25,000","250,830",0,0,0,0,0,0,0,0,0,0,0,0,"250,830"
Ashanti Region,Atwima_Mponua,Office of District Medical Officer of Health,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Mponua,Environmental Health Unit,"62,830","158,000",0,"220,830",0,0,0,0,0,0,0,0,0,0,0,0,"220,830"
Ashanti Region,Atwima_Mponua,Hospital services,0,"5,000","25,000","30,000",0,0,0,0,0,0,0,0,0,0,0,0,"30,000"
Ashanti Region,Atwima_Mponua,Waste Management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Mponua,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Mponua,Agriculture,"271,713","35,447",0,"307,161",0,0,0,0,0,0,0,0,0,0,0,0,"307,161"
Ashanti Region,Atwima_Mponua,,"271,713","35,447",0,"307,161",0,0,0,0,0,0,0,0,0,0,0,0,"307,161"
Ashanti Region,Atwima_Mponua,Physical Planning,0,"2,904","200,000","202,904",0,0,0,0,0,0,0,0,0,0,0,0,"202,904"
Ashanti Region,Atwima_Mponua,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Mponua,Town and Country Planning,0,"2,904","200,000","202,904",0,0,0,0,0,0,0,0,0,0,0,0,"202,904"
Ashanti Region,Atwima_Mponua,Parks and Gardens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Mponua,Social Welfare & Community Development,"16,340","20,036","1,000","37,376",0,0,"8,177","8,177",0,0,0,0,0,0,0,0,"45,554"
Ashanti Region,Atwima_Mponua,Office of Departmental Head,"16,340",0,0,"16,340",0,0,0,0,0,0,0,0,0,0,0,0,"16,340"
Ashanti Region,Atwima_Mponua,Social Welfare,0,"10,177","1,000","11,177",0,0,"8,177","8,177",0,0,0,0,0,0,0,0,"19,354"
Ashanti Region,Atwima_Mponua,Community Development,0,"9,859",0,"9,859",0,0,0,0,0,0,0,0,0,0,0,0,"9,859"
Ashanti Region,Atwima_Mponua,Natural Resource Conservation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Mponua,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Mponua,Works,"22,127","20,000","87,819","129,946",0,0,0,0,0,0,0,0,0,0,"26,000","26,000","155,946"
Ashanti Region,Atwima_Mponua,Office of Departmental Head,"8,784",0,0,"8,784",0,0,0,0,0,0,0,0,0,0,0,0,"8,784"
Ashanti Region,Atwima_Mponua,Public Works,"13,343",0,0,"13,343",0,0,0,0,0,0,0,0,0,0,0,0,"13,343"
Ashanti Region,Atwima_Mponua,Water,0,"20,000","10,000","30,000",0,0,0,0,0,0,0,0,0,0,"26,000","26,000","56,000"
Ashanti Region,Atwima_Mponua,Feeder Roads,0,0,"77,819","77,819",0,0,0,0,0,0,0,0,0,0,0,0,"77,819"
Ashanti Region,Atwima_Mponua,Rural Housing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Mponua,"Trade, Industry and Tourism",0,"22,000",0,"22,000",0,0,0,0,0,0,0,0,0,0,0,0,"22,000"
Ashanti Region,Atwima_Mponua,Office of Departmental Head,0,"22,000",0,"22,000",0,0,0,0,0,0,0,0,0,0,0,0,"22,000"
Ashanti Region,Atwima_Mponua,Trade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Mponua,Cottage Industry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Mponua,Tourism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Mponua,Budget and Rating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Mponua,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Mponua,Legal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Mponua,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Mponua,Transport,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Mponua,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Mponua,Disaster Prevention,0,"23,000",0,"23,000",0,0,0,0,0,0,0,0,0,0,0,0,"23,000"
Ashanti Region,Atwima_Mponua,,0,"23,000",0,"23,000",0,0,0,0,0,0,0,0,0,0,0,0,"23,000"
Ashanti Region,Atwima_Mponua,Urban Roads,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Mponua,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Mponua,Birth and Death,0,"5,000",0,"5,000",0,0,0,0,0,0,0,0,0,0,0,0,"5,000"
Ashanti Region,Atwima_Mponua,,0,"5,000",0,"5,000",0,0,0,0,0,0,0,0,0,0,0,0,"5,000"
Ashanti Region,Atwima_Nwabiagya,Multi Sectoral,"2,059,696","3,030,275","2,142,162","7,232,134","195,806","465,480","93,100","754,386",0,0,0,0,0,"78,220","571,244","649,464","8,635,984"
Ashanti Region,Atwima_Nwabiagya,Atwima Nwabiagya District - Nkawie,"2,059,696","3,030,275","2,142,162","7,232,134","195,806","465,480","93,100","754,386",0,0,0,0,0,"78,220","571,244","649,464","8,635,984"
Ashanti Region,Atwima_Nwabiagya,Central Administration,"867,560","152,880","480,000","1,500,440","195,806","400,540","68,000","664,346",0,0,0,0,0,"42,720",0,"42,720","2,207,507"
Ashanti Region,Atwima_Nwabiagya,Administration (Assembly Office),"867,560","152,880","480,000","1,500,440","195,806","400,540","68,000","664,346",0,0,0,0,0,"42,720",0,"42,720","2,207,507"
Ashanti Region,Atwima_Nwabiagya,Sub-Metros Administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Nwabiagya,Finance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Nwabiagya,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Nwabiagya,"Education, Youth and Sports","69,012","2,153,005","1,030,000","3,252,017",0,"22,470",0,"22,470",0,0,0,0,0,0,"480,000","480,000","3,754,487"
Ashanti Region,Atwima_Nwabiagya,Office of Departmental Head,0,"2,103,005","70,000","2,173,005",0,"15,700",0,"15,700",0,0,0,0,0,0,0,0,"2,188,705"
Ashanti Region,Atwima_Nwabiagya,Education,0,"40,000","960,000","1,000,000",0,0,0,0,0,0,0,0,0,0,"480,000","480,000","1,480,000"
Ashanti Region,Atwima_Nwabiagya,Sports,"20,989","10,000",0,"30,989",0,"6,770",0,"6,770",0,0,0,0,0,0,0,0,"37,759"
Ashanti Region,Atwima_Nwabiagya,Youth,"48,023",0,0,"48,023",0,0,0,0,0,0,0,0,0,0,0,0,"48,023"
Ashanti Region,Atwima_Nwabiagya,Health,"200,215","287,167","262,000","749,382",0,"22,510",0,"22,510",0,0,0,0,0,0,"30,000","30,000","801,892"
Ashanti Region,Atwima_Nwabiagya,Office of District Medical Officer of Health,0,"1,520",0,"1,520",0,"3,850",0,"3,850",0,0,0,0,0,0,0,0,"5,370"
Ashanti Region,Atwima_Nwabiagya,Environmental Health Unit,"200,215","277,600","68,000","545,815",0,"18,660",0,"18,660",0,0,0,0,0,0,"30,000","30,000","594,475"
Ashanti Region,Atwima_Nwabiagya,Hospital services,0,"8,047","194,000","202,047",0,0,0,0,0,0,0,0,0,0,0,0,"202,047"
Ashanti Region,Atwima_Nwabiagya,Waste Management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Nwabiagya,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Nwabiagya,Agriculture,"399,436","38,697",0,"438,133",0,0,0,0,0,0,0,0,0,"35,500","61,244","96,744","534,877"
Ashanti Region,Atwima_Nwabiagya,,"399,436","38,697",0,"438,133",0,0,0,0,0,0,0,0,0,"35,500","61,244","96,744","534,877"
Ashanti Region,Atwima_Nwabiagya,Physical Planning,"69,705","2,904",162,"72,771",0,"1,160","5,100","6,260",0,0,0,0,0,0,0,0,"79,031"
Ashanti Region,Atwima_Nwabiagya,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Nwabiagya,Town and Country Planning,"69,705","2,904",162,"72,771",0,"1,160","5,100","6,260",0,0,0,0,0,0,0,0,"79,031"
Ashanti Region,Atwima_Nwabiagya,Parks and Gardens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Nwabiagya,Social Welfare & Community Development,"216,580","335,822",0,"552,402",0,"4,960",0,"4,960",0,0,0,0,0,0,0,0,"557,362"
Ashanti Region,Atwima_Nwabiagya,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Nwabiagya,Social Welfare,"39,977","326,963",0,"366,941",0,"2,160",0,"2,160",0,0,0,0,0,0,0,0,"369,101"
Ashanti Region,Atwima_Nwabiagya,Community Development,"176,602","8,859",0,"185,462",0,"2,800",0,"2,800",0,0,0,0,0,0,0,0,"188,262"
Ashanti Region,Atwima_Nwabiagya,Natural Resource Conservation,0,0,0,0,0,"1,900",0,"1,900",0,0,0,0,0,0,0,0,"1,900"
Ashanti Region,Atwima_Nwabiagya,,0,0,0,0,0,"1,900",0,"1,900",0,0,0,0,0,0,0,0,"1,900"
Ashanti Region,Atwima_Nwabiagya,Works,"37,384",0,"120,000","157,384",0,"1,200","20,000","21,200",0,0,0,0,0,0,0,0,"178,584"
Ashanti Region,Atwima_Nwabiagya,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Nwabiagya,Public Works,"21,784",0,0,"21,784",0,0,0,0,0,0,0,0,0,0,0,0,"21,784"
Ashanti Region,Atwima_Nwabiagya,Water,0,0,"50,000","50,000",0,"1,200",0,"1,200",0,0,0,0,0,0,0,0,"51,200"
Ashanti Region,Atwima_Nwabiagya,Feeder Roads,"15,600",0,"70,000","85,600",0,0,"20,000","20,000",0,0,0,0,0,0,0,0,"105,600"
Ashanti Region,Atwima_Nwabiagya,Rural Housing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Nwabiagya,"Trade, Industry and Tourism","20,476","9,200","210,000","239,676",0,"7,740",0,"7,740",0,0,0,0,0,0,0,0,"247,416"
Ashanti Region,Atwima_Nwabiagya,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Nwabiagya,Trade,"20,476",0,"170,000","190,476",0,"2,400",0,"2,400",0,0,0,0,0,0,0,0,"192,876"
Ashanti Region,Atwima_Nwabiagya,Cottage Industry,0,"2,700","30,000","32,700",0,"3,240",0,"3,240",0,0,0,0,0,0,0,0,"35,940"
Ashanti Region,Atwima_Nwabiagya,Tourism,0,"6,500","10,000","16,500",0,"2,100",0,"2,100",0,0,0,0,0,0,0,0,"18,600"
Ashanti Region,Atwima_Nwabiagya,Budget and Rating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Nwabiagya,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Nwabiagya,Legal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Nwabiagya,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Nwabiagya,Transport,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Nwabiagya,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Nwabiagya,Disaster Prevention,"179,330","50,600","40,000","269,930",0,"3,000",0,"3,000",0,0,0,0,0,0,0,0,"272,930"
Ashanti Region,Atwima_Nwabiagya,,"179,330","50,600","40,000","269,930",0,"3,000",0,"3,000",0,0,0,0,0,0,0,0,"272,930"
Ashanti Region,Atwima_Nwabiagya,Urban Roads,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Nwabiagya,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Nwabiagya,Birth and Death,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Atwima_Nwabiagya,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bekwai,Multi Sectoral,"1,878,352","2,056,182","1,202,715","5,137,249","54,880","349,760","100,667","505,307",0,0,0,0,0,"138,076","1,169,940","1,308,016","6,950,572"
Ashanti Region,Bekwai,Bekwai Municipal - Bekwai,"1,878,352","2,056,182","1,202,715","5,137,249","54,880","349,760","100,667","505,307",0,0,0,0,0,"138,076","1,169,940","1,308,016","6,950,572"
Ashanti Region,Bekwai,Central Administration,"672,270","580,931","717,643","1,970,843","54,880","349,760",0,"404,640",0,0,0,0,0,"22,720","20,000","42,720","2,418,203"
Ashanti Region,Bekwai,Administration (Assembly Office),"672,270","580,931","717,643","1,970,843","54,880","349,760",0,"404,640",0,0,0,0,0,"22,720","20,000","42,720","2,418,203"
Ashanti Region,Bekwai,Sub-Metros Administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bekwai,Finance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bekwai,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bekwai,"Education, Youth and Sports",0,"680,394","217,133","897,527",0,0,"50,333","50,333",0,0,0,0,0,0,"202,591","202,591","1,150,452"
Ashanti Region,Bekwai,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bekwai,Education,0,"670,394","217,133","887,527",0,0,"50,333","50,333",0,0,0,0,0,0,"202,591","202,591","1,140,452"
Ashanti Region,Bekwai,Sports,0,"10,000",0,"10,000",0,0,0,0,0,0,0,0,0,0,0,0,"10,000"
Ashanti Region,Bekwai,Youth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bekwai,Health,"176,398","434,635","92,367","703,401",0,0,0,0,0,0,0,0,0,"3,484","249,000","252,484","955,885"
Ashanti Region,Bekwai,Office of District Medical Officer of Health,0,"21,635",0,"21,635",0,0,0,0,0,0,0,0,0,0,0,0,"21,635"
Ashanti Region,Bekwai,Environmental Health Unit,"176,398","413,000","92,367","681,765",0,0,0,0,0,0,0,0,0,"3,484","249,000","252,484","934,249"
Ashanti Region,Bekwai,Hospital services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bekwai,Waste Management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bekwai,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bekwai,Agriculture,"314,516","132,126",0,"446,642",0,0,0,0,0,0,0,0,0,"29,472",0,"29,472","476,114"
Ashanti Region,Bekwai,,"314,516","132,126",0,"446,642",0,0,0,0,0,0,0,0,0,"29,472",0,"29,472","476,114"
Ashanti Region,Bekwai,Physical Planning,"125,528","111,344",702,"237,574",0,0,0,0,0,0,0,0,0,"82,400",0,"82,400","319,974"
Ashanti Region,Bekwai,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bekwai,Town and Country Planning,"125,528","111,344",702,"237,574",0,0,0,0,0,0,0,0,0,"82,400",0,"82,400","319,974"
Ashanti Region,Bekwai,Parks and Gardens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bekwai,Social Welfare & Community Development,"426,912","80,062",0,"506,975",0,0,0,0,0,0,0,0,0,0,0,0,"506,975"
Ashanti Region,Bekwai,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bekwai,Social Welfare,"260,215","69,960",0,"330,175",0,0,0,0,0,0,0,0,0,0,0,0,"330,175"
Ashanti Region,Bekwai,Community Development,"166,697","10,102",0,"176,799",0,0,0,0,0,0,0,0,0,0,0,0,"176,799"
Ashanti Region,Bekwai,Natural Resource Conservation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bekwai,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bekwai,Works,"162,727","6,691","174,870","344,288",0,0,"50,333","50,333",0,0,0,0,0,0,"698,349","698,349","1,092,970"
Ashanti Region,Bekwai,Office of Departmental Head,"90,675",0,0,"90,675",0,0,0,0,0,0,0,0,0,0,0,0,"90,675"
Ashanti Region,Bekwai,Public Works,"21,854",0,0,"21,854",0,0,0,0,0,0,0,0,0,0,0,0,"21,854"
Ashanti Region,Bekwai,Water,0,"5,000",0,"5,000",0,0,0,0,0,0,0,0,0,0,"116,000","116,000","121,000"
Ashanti Region,Bekwai,Feeder Roads,"50,198","1,691","174,870","226,758",0,0,"50,333","50,333",0,0,0,0,0,0,"582,349","582,349","859,440"
Ashanti Region,Bekwai,Rural Housing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bekwai,"Trade, Industry and Tourism",0,"20,000",0,"20,000",0,0,0,0,0,0,0,0,0,0,0,0,"20,000"
Ashanti Region,Bekwai,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bekwai,Trade,0,"20,000",0,"20,000",0,0,0,0,0,0,0,0,0,0,0,0,"20,000"
Ashanti Region,Bekwai,Cottage Industry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bekwai,Tourism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bekwai,Budget and Rating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bekwai,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bekwai,Legal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bekwai,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bekwai,Transport,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bekwai,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bekwai,Disaster Prevention,0,"10,000",0,"10,000",0,0,0,0,0,0,0,0,0,0,0,0,"10,000"
Ashanti Region,Bekwai,,0,"10,000",0,"10,000",0,0,0,0,0,0,0,0,0,0,0,0,"10,000"
Ashanti Region,Bekwai,Urban Roads,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bekwai,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bekwai,Birth and Death,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bekwai,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bosome_Freho,Multi Sectoral,"893,292","1,095,850","1,890,444","3,879,587","6,102","199,663","28,725","234,490",0,0,0,"50,000",0,"622,878","426,437","1,049,315","5,213,391"
Ashanti Region,Bosome_Freho,Bosome Freho District - Asiwa,"893,292","1,095,850","1,890,444","3,879,587","6,102","199,663","28,725","234,490",0,0,0,"50,000",0,"622,878","426,437","1,049,315","5,213,391"
Ashanti Region,Bosome_Freho,Central Administration,"360,867","547,191","1,311,855","2,219,913","6,102","199,663",0,"205,765",0,0,0,"50,000",0,"161,594",0,"161,594","2,637,272"
Ashanti Region,Bosome_Freho,Administration (Assembly Office),"360,867","547,191","1,311,855","2,219,913","6,102","199,663",0,"205,765",0,0,0,"50,000",0,"161,594",0,"161,594","2,637,272"
Ashanti Region,Bosome_Freho,Sub-Metros Administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bosome_Freho,Finance,"47,330",0,0,"47,330",0,0,0,0,0,0,0,0,0,0,0,0,"47,330"
Ashanti Region,Bosome_Freho,,"47,330",0,0,"47,330",0,0,0,0,0,0,0,0,0,0,0,0,"47,330"
Ashanti Region,Bosome_Freho,"Education, Youth and Sports",0,"59,176","400,000","459,176",0,0,"28,725","28,725",0,0,0,0,0,"441,285","104,767","546,052","1,033,953"
Ashanti Region,Bosome_Freho,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bosome_Freho,Education,0,"52,176","400,000","452,176",0,0,"28,725","28,725",0,0,0,0,0,"441,285","104,767","546,052","1,026,953"
Ashanti Region,Bosome_Freho,Sports,0,"7,000",0,"7,000",0,0,0,0,0,0,0,0,0,0,0,0,"7,000"
Ashanti Region,Bosome_Freho,Youth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bosome_Freho,Health,"37,825","248,088","20,000","305,913",0,0,0,0,0,0,0,0,0,0,"129,600","129,600","435,513"
Ashanti Region,Bosome_Freho,Office of District Medical Officer of Health,0,"26,088",0,"26,088",0,0,0,0,0,0,0,0,0,0,0,0,"26,088"
Ashanti Region,Bosome_Freho,Environmental Health Unit,"37,825","222,000","20,000","279,825",0,0,0,0,0,0,0,0,0,0,"129,600","129,600","409,425"
Ashanti Region,Bosome_Freho,Hospital services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bosome_Freho,Waste Management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bosome_Freho,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bosome_Freho,Agriculture,"207,780","141,800",0,"349,580",0,0,0,0,0,0,0,0,0,"19,999","141,070","161,069","510,648"
Ashanti Region,Bosome_Freho,,"207,780","141,800",0,"349,580",0,0,0,0,0,0,0,0,0,"19,999","141,070","161,069","510,648"
