sch_name,lea_name,year,address,geocodingURL,contact,phone,accredit,sch_core_uq,lea_core_uq,st_core_uq,lea_prov_tch,lea_prov_sped_tch,st_prov_tch,st_prov_sped_tch,sch_bach,sch_mast,sch_phd,lea_bach,lea_mast,lea_phd,st_bach,st_mast,st_phd,sch_prov_tch,sch_prov_sped_tch,eid,street,city,state,country,title1_p,title1_f,combokey,nces_school_id,leaid,schid,sch_address,sch_city,sch_zip,jj,prek,k,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,ug,sp_ed,mg_sch,charter_sch,alt_sch,ab_group,mg_sch2,alt_acd_dif,alt_disc_prob,alt_other,gte_program,provide_ap,num_ap_courses,student_ap_choice,m_ame_7_enrol,m_asi_7_enrol,m_his_7_enrol,m_bla_7_enrol,m_whi_7_enrol,m_hi_pac_7_enrol,m_2_or_more_7_enrol,m_tot_7_enrol,m_dis_idea_7_enrol,m_dis_504_7_enrol,m_lep_7_enrol,f_ame_7_enrol,f_asi_7_enrol,f_his_7_enrol,f_bla_7_enrol,f_whi_7_enrol,f_hi_pac_7_enrol,f_2_or_more_7_enrol,f_tot_7_enrol,f_dis_idea_7_enrol,f_dis_504_7_enrol,f_lep_7_enrol,tot_fte,fte_cert,teach_1st_yr,teach_2nd_yr,counsel,tot_enroll,m_perc,f_perc,ame_tot,asi_tot,his_tot,bla_tot,whi_tot,hi_pac_tot,more_tot,dis_504_tot,lep_tot,ame_perc,asi_perc,his_perc,bla_perc,whi_perc,hi_pac_perc,more_perc,dis_504_perc,lep_perc,teach_1st_perc,teach_2nd_perc,title_1,fte_absent,fte_teachers_fin,teach_amount,avg_teach_salary,tot_salaries,inst_salaries,expend,fte_absent_perc,read_3_score,read_4_score,read_5_score,read_6_score,read_7_score,read_8_score,read_11_score,write_5_score,write_8_score,write_11_score,math_3_score,math_4_score,math_5_score,math_6_score,math_7_score,math_8_score,alg_1_score,alg_2_score,geo_score,avg_eng_score,avg_math_score,poor_perc,blk_perc,azn_perc,wht_perc,male_perc,fem_perc,sev_dis_perc,pop5to17,pop5to17lag,pov5to17,pov5to17lag,pov_5to17_perc,pov_5to17_lag_perc,teach_3rd_higher,mastbachratio,perc_cert,logenroll,logfte,ratio,meanpov,cenpov,meanexp,cenexp,meaneduc,ceneduc,meancert,cencert,p25pov,p75pov,p25exp,p75exp,p25educ,p75educ,p25cert,p75cert,expint,educint,certint,yearid,v188
JOHN CHAMPE HIGH SCHOOL,LOUDOUN CO PBLC SCHS,_12,"41535 Sacred Mountain Street, Aldie, VA 20105",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=41535+Sacred+Mountain+Street%2C+Aldie%2C+VA+20105,Principal: John Gabriel,(703) 722-2680,Fully Accredited,2,1,1,5,2,5,1,30,69,0,33,66,1,41,56,1,12,5,7219,41535 Sacred Mountain Street,ALDIE,VA,USA,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,,,,,15.90492,,90.38022,,1.486381,0.8136188,97.32459,,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,,,,_12,13
ARCOLA ELEM,LOUDOUN CO PBLC SCHS,_12,"41740 Tall Cedars Parkway, Aldie, VA 20105",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=41740+Tall+Cedars+Parkway%2C+Aldie%2C+VA+20105,Principal: Dr. Clark Bowers,(703) 957-4390,Fully Accredited,0,1,1,5,2,5,1,28,70,2,33,66,1,41,56,1,9,0,6206,41740 Tall Cedars Parkway,ALDIE,VA,USA,0,0,5.102E11,5.102E11,5102250,2762,41740 TALL CEDARS PARKWAY,ALDIE,20105,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,2,104,29,26,149,0,23,333,46,0,41,0,104,35,20,149,0,17,325,19,0,32,48.1,43.1,4,1,,658,50.61,49.39,2,208,64,46,298,0,40,0,73,0.3,31.61,9.73,6.99,45.29,0,6.08,0,11.09,8.32,2.08,0,12,28.5,1557281,54641,2089206,1605067,51904,24.95,474,491,472,,,,,479,,,431,428,460,,,,,,,479.5302,437.5034,6.44,6.9,31.75,45.55,50.77,49.23,1.53,72923,70829,2729,2855,3.742304,0.0403083,89.6,2.5,89.60499,6.489205,3.873282,13.67983,15.90492,-12.16261,90.38022,-0.78022,1.486381,1.013619,97.32459,-7.719604,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,9.489515,-12.32826,93.89058,_12,1116
MERCER MIDDLE,LOUDOUN CO PBLC SCHS,_12,"42149 Greenstone Dr., Aldie, VA 20105",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=42149+Greenstone+Dr.%2C+Aldie%2C+VA+20105,Principal: Robert Phillips,(703) 957-4340,Fully Accredited,0,1,1,5,2,5,1,34,66,0,33,66,1,41,56,1,6,4,3992,42149 Greenstone Dr.,ALDIE,VA,USA,0,0,5.102E11,5.102E11,5102250,2450,42149 GREENSTONE DR.,ALDIE,20105,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,,,,,1,,,,2,131,35,38,194,2,17,419,46,2,23,2,95,26,41,161,0,8,333,22,2,11,53.6,46.1,4,4,,752,55.72,44.28,4,226,61,79,355,2,25,4,34,0.53,30.05,8.11,10.51,47.21,0.27,3.32,0.53,4.52,7.46,7.46,0,5,41.4,2498763,60357,3619817,2590021,62587,9.33,,,,505,504,508,,,455,,,,,407,414,378,438,,463,489.8727,412.2191,9.16,10.24,29.78,47.84,55.66,44.34,6.6,72923,70829,2729,2855,3.742304,0.0403083,85.08,1.941176,86.00746,6.622736,3.981549,14.02985,15.90492,-12.16261,90.38022,-5.300217,1.486381,0.4547952,97.32459,-11.31713,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,64.46449,-5.531499,137.6459,_12,1107
BUFFALO TRAIL ELEM,LOUDOUN CO PBLC SCHS,_12,"42190 Seven Hills Drive, Aldie, VA 20105",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=42190+Seven+Hills+Drive%2C+Aldie%2C+VA+20105,Principal: Alisa Rogaliner,(703) 722-2780,Fully Accredited,0,1,1,5,2,5,1,39,61,0,33,66,1,41,56,1,7,4,7138,42190 Seven Hills Drive,ALDIE,VA,USA,0,0,5.102E11,5.102E11,5102250,2832,42190 SEVEN HILLS DRIVE,ALDIE,20105,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,2,110,17,8,149,0,11,297,46,5,26,2,83,8,14,137,0,17,261,13,0,29,38.6,33.6,2,3,,558,53.23,46.77,4,193,25,22,286,0,28,5,55,0.72,34.59,4.48,3.94,51.25,0,5.02,0.9,9.86,5.18,7.77,0,4,26,1486998,57192,2033810,1525656,40444,10.36,483,490,480,,,,,484,,,432,455,433,,,,,,,484.4402,440.2552,4.5,3.6,34.41,51.17,53.15,46.85,3.78,72923,70829,2729,2855,3.742304,0.0403083,87.05,1.564103,87.04663,6.324359,3.653252,14.45596,15.90492,-12.16261,90.38022,-3.330215,1.486381,0.0777214,97.32459,-10.27796,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,40.50413,-0.9452949,125.0069,_12,1125
GEORGE WASHINGTON 1 MIDDLE,ALEXANDRIA CITY PBLC SCHS,_12,"1005 Mt Vernon Ave, Alexandria, VA 22301",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=1005+Mt+Vernon+Ave%2C+Alexandria%2C+VA+22301,Principal: Gregory Tardieu,(703) 706-4500,Fully Accredited,1,2,1,12,1,5,1,28,70,1,26,72,1,41,56,1,15,0,532,1005 Mt Vernon Ave,ALEXANDRIA,VA,USA,0,0,5.1E11,5.1E11,5100120,42,1005 MT VERNON AVE,ALEXANDRIA,22301,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,2,5,71,68,95,0,0,241,58,5,50,0,11,68,65,92,0,2,238,22,2,26,56.8,50.7,15,1,,479,50.31,49.69,2,16,139,133,187,0,2,7,76,0.42,3.34,29.02,27.77,39.04,0,0.42,1.46,15.87,26.41,1.76,0,0,56,4113984,73464,4992215,4113984,74569,0,,,,481,469,476,,,436,,,,,426,411,362,423,,488,460.1482,398.9811,47.1,27.59,0,38.59,51.66,48.34,10.99,14964,14607,2386,2411,15.94493,0.1650579,71.83,2.5,89.26057,6.1717,4.039536,8.433099,15.90492,0.0400152,90.38022,-18.55022,1.486381,1.013619,97.32459,-8.064026,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,-0.742291,0.0405602,-0.3226838,_12,126
GEORGE WASHINGTON 2 MIDDLE,ALEXANDRIA CITY PBLC SCHS,_12,"1005 Mt. Vernon Avenue, Alexandria, VA 22301",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=1005+Mt.+Vernon+Avenue%2C+Alexandria%2C+VA+22301,Principal: Pierrette Hall,(703) 706-4500,Accredited with Warning,0,2,1,12,1,5,1,36,62,0,26,72,1,41,56,1,11,2,7082,1005 Mt. Vernon Avenue,ALEXANDRIA,VA,USA,0,0,5.1E11,5.1E11,5100120,2813,1005 MT. VERNON AVENUE,ALEXANDRIA,22301,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,2,11,62,71,86,0,2,234,46,2,47,0,14,62,71,95,0,0,242,22,0,32,56.6,50.5,17,1,,476,49.16,50.84,2,25,124,142,181,0,2,2,79,0.42,5.25,26.05,29.83,38.03,0,0.42,0.42,16.6,30.04,1.77,0,0,56,3991879,71284,4892019,3991879,78911,0,,,,473,457,469,,,432,,,,,393,404,361,416,,500,452.6865,390.7535,50.62,29.42,4.12,36.83,50,50,10.29,14964,14607,2386,2411,15.94493,0.1650579,68.19,1.722222,89.22262,6.165418,4.036009,8.409894,15.90492,0.0400152,90.38022,-22.19022,1.486381,0.235841,97.32459,-8.101974,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,-0.8879464,0.0094372,-0.3242023,_12,139
DOUGLAS MACARTHUR ELEM,ALEXANDRIA CITY PBLC SCHS,_12,"1101 Janneys Ln, Alexandria, VA 22302",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=1101+Janneys+Ln%2C+Alexandria%2C+VA+22302,Principal: Rae Covey,(703) 461-4190,Fully Accredited,2,2,1,12,1,5,1,39,56,2,26,72,1,41,56,1,6,0,491,1101 Janneys Ln,ALEXANDRIA,VA,USA,0,0,5.1E11,5.1E11,5100120,39,1101 JANNEYS LN,ALEXANDRIA,22302,,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,1,,,,0,20,50,74,182,0,0,326,73,5,50,2,20,50,59,191,2,0,324,34,2,32,52.2,47,4,2,,650,50.15,49.85,2,40,100,133,373,2,0,7,82,0.31,6.15,15.38,20.46,57.38,0.31,0,1.08,12.62,7.66,3.83,0,0,51,3870345,75889,4892698,3870345,96651,0,486,512,502,,,,,491,,,426,421,411,459,,,,,,497.705,420.7038,25.19,17.88,5.75,57.08,50.23,49.77,5.29,14964,14607,2386,2411,15.94493,0.1650579,88.51,1.435897,90.03831,6.476973,3.955082,12.45211,15.90492,0.0400152,90.38022,-1.870216,1.486381,-0.0504837,97.32459,-7.286278,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,-0.0748371,-0.0020201,-0.291562,_12,123
CHARLES BARRETT ELEM,ALEXANDRIA CITY PBLC SCHS,_12,"1115 Martha Custis Dr, Alexandria, VA 22302",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=1115+Martha+Custis+Dr%2C+Alexandria%2C+VA+22302,Principal: Mr. Seth Kennard,(703) 824-6960,Fully Accredited,3,2,1,12,1,5,1,19,81,0,26,72,1,41,56,1,17,0,492,1115 Martha Custis Dr,ALEXANDRIA,VA,USA,0,0,5.1E11,5.1E11,5100120,38,1115 MARTHA CUSTIS DR,ALEXANDRIA,22302,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,1,,,,2,8,53,38,107,0,0,208,52,2,53,2,5,41,35,101,0,0,184,28,2,41,32,25,10,3,,392,53.06,46.94,4,13,94,73,208,0,0,4,94,1.02,3.32,23.98,18.62,53.06,0,0,1.02,23.98,31.25,9.38,0,0,32,2402067,75065,3158897,2402067,63482,0,451,486,507,,,,,475,,,403,418,450,,,,,,,479.2234,420.9595,30.61,16.33,0,53.06,51.53,48.47,8.93,14964,14607,2386,2411,15.94493,0.1650579,59.37,4.263158,78.125,5.971262,3.465736,12.25,15.90492,0.0400152,90.38022,-31.01022,1.486381,2.776777,97.32459,-19.19959,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,-1.240881,0.1111133,-0.7682759,_12,122
WAYNEWOOD ELEM,FAIRFAX CO PBLC SCHS,_12,"1205 Waynewood Blvd, Alexandria, VA 22308",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=1205+Waynewood+Blvd%2C+Alexandria%2C+VA+22308,Principal: Mr. James Meier,(703) 704-7100,Fully Accredited,0,2,1,6,2,5,1,16,84,0,26,72,2,41,56,1,2,2,1370,1205 Waynewood Blvd,ALEXANDRIA,VA,USA,0,0,5.101E11,5.101E11,5101260,583,1205 WAYNEWOOD BLVD,ALEXANDRIA,22308,,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,2,5,20,5,314,0,20,366,55,11,11,2,8,8,11,293,0,20,342,22,2,11,47.5,47.5,4,2,,708,51.69,48.31,4,13,28,16,607,0,40,13,22,0.56,1.84,3.95,2.26,85.73,0,5.65,1.84,3.11,8.42,4.21,0,7,37.5,2374551,63321,3190687,2670376,71332,14.74,483,527,513,523,,,,483,,,437,450,413,436,471,,,,,502.8,437.5381,2.29,2.43,1.43,86,51.71,48.29,2.29,192302,191047,14596,15042,7.590145,0.0787346,87.37,5.25,100,6.562444,3.86073,14.90526,15.90492,-8.314774,90.38022,-3.010216,1.486381,3.763619,97.32459,2.675407,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,25.02926,-31.29364,-22.24541,_12,648
JEFFERSON-HOUSTON ELEM,ALEXANDRIA CITY PBLC SCHS,_12,"1501 Cameron St, Alexandria, VA 22314",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=1501+Cameron+St%2C+Alexandria%2C+VA+22314,Principal: Rosalyn Rice-Harris,(703) 706-4400,Accreditation Denied,1,2,1,12,1,5,1,21,68,5,26,72,1,41,56,1,9,0,537,1501 Cameron St,ALEXANDRIA,VA,USA,1,0,5.1E11,5.1E11,5100120,44,1501 CAMERON ST,ALEXANDRIA,22314,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,2,2,38,134,38,0,0,214,103,0,32,2,5,17,98,32,0,0,154,43,0,26,49.35,44.45,10,0,,368,58.15,41.85,4,7,55,232,70,0,0,0,58,1.09,1.9,14.95,63.04,19.02,0,0,0,15.76,20.26,0,1,0,48,3527372,73487,4541366,3527372,62110,0,377,421,423,400,417,422,,398,416,,386,370,344,377,365,,386,,,418.1875,363.4344,67.76,61.75,0,19.13,57.92,42.08,17.49,14964,14607,2386,2411,15.94493,0.1650579,79.74,3.238095,90.07092,5.908083,3.898938,7.45694,15.90492,0.0400152,90.38022,-10.64022,1.486381,1.751714,97.32459,-7.25367,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,-0.4257708,0.0700952,-0.2902572,_12,128
HOLLIN MEADOWS ELEM,FAIRFAX CO PBLC SCHS,_12,"2310 Nordok Place, Alexandria, VA 22306",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=2310+Nordok+Place%2C+Alexandria%2C+VA+22306,Principal: Mr. Jon Gates,(703) 718-8300,Fully Accredited,0,2,1,6,2,5,1,30,69,0,26,72,2,41,56,1,7,0,1345,2310 Nordok Place,ALEXANDRIA,VA,USA,0,0,5.101E11,5.101E11,5101260,499,2310 NORDOK PLACE,ALEXANDRIA,22306,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,0,20,98,95,116,0,14,343,46,14,113,0,17,92,74,98,2,14,297,25,5,104,74.6,73.6,4,1,,640,53.59,46.41,0,37,190,169,214,2,28,19,217,0,5.78,29.69,26.41,33.44,0.31,4.38,2.97,33.91,5.36,1.34,1,25,47.5,2538504,53442,3419381,2808635,108031,33.51,476,464,471,478,,,,465,,,414,403,439,448,,,,,,469.4207,418.3198,39,27.61,6.08,32.61,53.2,46.8,4.99,192302,191047,14596,15042,7.590145,0.0787346,93.3,2.3,98.65952,6.461468,4.31214,8.579088,15.90492,-8.314774,90.38022,2.919785,1.486381,0.8136188,97.32459,1.334923,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,-24.27735,-6.765056,-11.09958,_12,580
WHITMAN MIDDLE,FAIRFAX CO PBLC SCHS,_12,"2500 Parkers Ln, Alexandria, VA 22306",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=2500+Parkers+Ln%2C+Alexandria%2C+VA+22306,Principal: Ms. Jean Bell,(703) 660-2400,Fully Accredited,0,2,1,6,2,5,1,36,62,1,26,72,2,41,56,1,6,2,1365,2500 Parkers Ln,ALEXANDRIA,VA,USA,0,0,5.101E11,5.101E11,5101260,475,2500 PARKERS LN,ALEXANDRIA,22306,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,2,29,209,146,122,2,17,527,106,14,131,5,23,185,143,95,2,29,482,55,2,110,86.5,86.5,7,5,,1009,52.23,47.77,7,52,394,289,217,4,46,16,241,0.69,5.15,39.05,28.64,21.51,0.4,4.56,1.59,23.89,8.09,5.78,0,13,63,3995194,63416,5451867,4147643,236875,15.03,,,,,460,475,,,426,,,,,,377,414,447,,,454.3588,397.6287,49.22,28.89,4.96,21.98,52.92,47.08,13.32,192302,191047,14596,15042,7.590145,0.0787346,86.13,1.722222,100,6.916715,4.460145,11.66474,15.90492,-8.314774,90.38022,-4.250221,1.486381,0.235841,97.32459,2.675407,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,35.33963,-1.960965,-22.24541,_12,558
GEORGE MASON ELEM,ALEXANDRIA CITY PBLC SCHS,_12,"2601 Cameron Mills Rd, Alexandria, VA 22302",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=2601+Cameron+Mills+Rd%2C+Alexandria%2C+VA+22302,Principal: Kevin West,(703) 706-4470,Fully Accredited,0,2,1,12,1,5,1,18,83,0,26,72,1,41,56,1,5,0,538,2601 Cameron Mills Rd,ALEXANDRIA,VA,USA,0,0,5.1E11,5.1E11,5100120,41,2601 CAMERON MILLS RD,ALEXANDRIA,22302,,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,1,,,,2,5,68,23,152,0,0,250,49,0,56,5,5,65,20,140,0,0,235,13,0,38,40.6,35,7,1,,485,51.55,48.45,7,10,133,43,292,0,0,0,94,1.44,2.06,27.42,8.87,60.21,0,0,0,19.38,17.24,2.46,0,0,39,2784588,71400,3575403,2784588,64679,0,473,505,508,,,,,477,,,420,437,435,480,,,,,,489.7993,429.3447,31.14,5.93,0,61.65,51.06,48.94,5.72,14964,14607,2386,2411,15.94493,0.1650579,80.3,4.611111,86.20689,6.184149,3.703768,11.94581,15.90492,0.0400152,90.38022,-10.08022,1.486381,3.12473,97.32459,-11.1177,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,-0.403362,0.1250368,-0.4448772,_12,125
MOUNT VERNON ELEM,ALEXANDRIA CITY PBLC SCHS,_12,"2601 Commonwealth Ave, Alexandria, VA 22305",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=2601+Commonwealth+Ave%2C+Alexandria%2C+VA+22305,Principal: Peter Balas,(703) 706-4460,Fully Accredited,0,2,1,12,1,5,1,26,73,0,26,72,1,41,56,1,17,2,533,2601 Commonwealth Ave,ALEXANDRIA,VA,USA,0,0,5.1E11,5.1E11,5100120,50,2601 COMMONWEALTH AVE,ALEXANDRIA,22305,,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,0,5,215,23,119,0,0,362,79,5,179,0,2,179,35,119,0,0,335,52,2,137,70.2,63.7,18,6,,697,51.94,48.06,0,7,394,58,238,0,0,7,316,0,1,56.53,8.32,34.15,0,0,1,45.34,25.64,8.55,1,0,69,4765748,69069,6328062,4765748,69,0,461,448,454,,,,,444,,,419,395,419,,,,,,,451.7654,410.2727,1.96,8.13,0,32.96,52.73,47.27,4.07,14964,14607,2386,2411,15.94493,0.1650579,65.81,2.807692,90.74074,6.546785,4.251348,9.928775,15.90492,0.0400152,90.38022,-24.57022,1.486381,1.321311,97.32459,-6.583855,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,-0.9831828,0.0528726,-0.2634544,_12,132
BRYANT ALTERNATIVE HIGH,FAIRFAX CO PBLC SCHS,_12,"2709 Popkins Ln, Alexandria, VA 22306",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=2709+Popkins+Ln%2C+Alexandria%2C+VA+22306,Principal: Mr. Larry Jones,(703) 660-2001,Fully Accredited,10,2,1,6,2,5,1,20,73,7,26,72,2,41,56,1,4,0,1926,2709 Popkins Ln,ALEXANDRIA,VA,USA,0,0,5.101E11,5.101E11,5101260,497,2709 POPKINS LN,ALEXANDRIA,22306,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,,1,0,0,0,0,,,0,14,86,47,23,0,2,172,28,2,77,2,8,98,32,11,0,2,153,10,0,71,49,49,2,2,5,325,52.92,47.08,2,22,184,79,34,0,4,2,148,0.62,6.77,56.62,24.31,10.46,0,1.23,0.62,45.54,4.08,4.08,0,18,38,2554571,67226,4364400,3033187,259671,36.73,,,,,,,460,,,449,,,,,,,407,412,390,454.8367,400.2797,35.74,24.05,7.56,9.97,54.64,45.36,12.03,192302,191047,14596,15042,7.590145,0.0787346,91.84,3.65,100,5.783825,3.89182,6.632653,15.90492,-8.314774,90.38022,1.459778,1.486381,2.163619,97.32459,2.675407,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,-12.13772,-17.99,-22.24541,_12,579
TC WILLIAMS HIGH,ALEXANDRIA CITY PBLC SCHS,_12,"3330 King St, Alexandria, VA 22302",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=3330+King+St%2C+Alexandria%2C+VA+22302,Principal: Suzanne Maxey,(703) 824-6800,Fully Accredited,4,2,1,12,1,5,1,21,75,2,26,72,1,41,56,1,7,1,498,3330 King St,ALEXANDRIA,VA,USA,0,0,5.1E11,5.1E11,5100120,54,3330 KING ST,ALEXANDRIA,22302,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,,,,,1,1,26,1,5,89,440,575,335,2,0,1446,205,8,293,11,116,419,1673,341,2,0,2562,118,2,245,288.3,254.8,36,99,313,4008,36.08,63.92,16,205,859,2248,676,4,0,10,538,0.4,5.11,21.43,56.09,16.87,0.1,0,0.25,13.42,12.49,34.34,0,0,253,21737638,85920,26941479,21737638,460818,0,,,,,,,475,,,471,,,,,,,394,399,411,473.0067,402.5538,58.2,38.93,6.08,22.27,50.05,49.95,11.09,14964,14607,2386,2411,15.94493,0.1650579,53.17,3.571429,88.38016,8.296047,5.664001,13.90219,15.90492,0.0400152,90.38022,-37.21022,1.486381,2.085047,97.32459,-8.944435,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,-1.488975,0.0834336,-0.3579136,_12,134
HYBLA VALLEY ELEM,FAIRFAX CO PBLC SCHS,_12,"3415 Lockheed Blvd, Alexandria, VA 22306",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=3415+Lockheed+Blvd%2C+Alexandria%2C+VA+22306,Principal: Ms. Lauren Sheehy,(703) 718-7000,Accredited with Warning,2,2,1,6,2,5,1,34,63,2,26,72,2,41,56,1,14,1,1353,3415 Lockheed Blvd,ALEXANDRIA,VA,USA,0,0,5.101E11,5.101E11,5101260,503,3415 LOCKHEED BLVD,ALEXANDRIA,22306,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,2,26,290,74,5,0,5,402,55,8,275,2,23,338,71,11,0,5,450,28,2,290,92,91,7.4,5,,852,47.18,52.82,4,49,628,145,16,0,10,10,565,0.47,5.75,73.71,17.02,1.88,0,1.17,1.17,66.31,8.04,5.43,1,9,56.6,3632925,64186,4895475,4006640,128725,9.78,440,456,451,467,,,,418,,,394,417,408,443,,,,,,443.8474,405.8636,79.61,17.73,5.45,1.85,47.86,52.14,4.98,192302,191047,14596,15042,7.590145,0.0787346,86.53,1.852941,98.91304,6.747587,4.521789,9.26087,15.90492,-8.314774,90.38022,-3.85022,1.486381,0.36656,97.32459,1.588448,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,32.01371,-3.047863,-13.20758,_12,584
