NAME,ADDRESS,CONTACT,NUMBER,LEA,ACCREDIT,TITLE1_P,TITLE1_F,SCH_PERC_COREUQ_13,LEA_PERC_COREUQ_13,ST_PERC_COREUQ_13,SCH_PERC_PROV_13,SCH_PERC_PROVSPED_13,LEA_PERC_PROV_13,LEA_PERC_PROVSPED_13,ST_PERC_PROV_13,ST_PERC_PROVSPED_13,SCH_PERC_BACH_13,SCH_PERC_MAST_13,SCH_PERC_PHD_13,LEA_PERC_BACH_13,LEA_PERC_MAST_13,LEA_PERC_PHD_13,ST_PERC_BACH_13,ST_PERC_MAST_13,ST_PERC_PHD_13,SCH_3_READ_ADV_13,LEA_3_READ_ADV_13,ST_3_READ_ADV_13,SCH_3_READ_PROF_13,LEA_3_READ_PROF_13,ST_3_READ_PROF_13,SCH_3_READ_PASS_13,LEA_3_READ_PASS_13,ST_3_READ_PASS_13,SCH_3_READ_FAIL_13,LEA_3_READ_FAIL_13,ST_3_READ_FAIL_13,SCH_3_MATH_ADV_13,LEA_3_MATH_ADV_13,ST_3_MATH_ADV_13,SCH_3_MATH_PROF_13,LEA_3_MATH_PROF_13,ST_3_MATH_PROF_13,SCH_3_MATH_PASS_13,LEA_3_MATH_PASS_13,ST_3_MATH_PASS_13,SCH_3_MATH_FAIL_13,LEA_3_MATH_FAIL_13,ST_3_MATH_FAIL_13,SCH_4_READ_ADV_13,LEA_4_READ_ADV_13,ST_4_READ_ADV_13,SCH_4_READ_PROF_13,LEA_4_READ_PROF_13,ST_4_READ_PROF_13,SCH_4_READ_PASS_13,LEA_4_READ_PASS_13,ST_4_READ_PASS_13,SCH_4_READ_FAIL_13,LEA_4_READ_FAIL_13,ST_4_READ_FAIL_13,SCH_4_MATH_ADV_13,LEA_4_MATH_ADV_13,ST_4_MATH_ADV_13,SCH_4_MATH_PROF_13,LEA_4_MATH_PROF_13,ST_4_MATH_PROF_13,SCH_4_MATH_PASS_13,LEA_4_MATH_PASS_13,ST_4_MATH_PASS_13,SCH_4_MATH_FAIL_13,LEA_4_MATH_FAIL_13,ST_4_MATH_FAIL_13,SCH_5_READ_ADV_13,LEA_5_READ_ADV_13,ST_5_READ_ADV_13,SCH_5_READ_PROF_13,LEA_5_READ_PROF_13,ST_5_READ_PROF_13,SCH_5_READ_PASS_13,LEA_5_READ_PASS_13,ST_5_READ_PASS_13,SCH_5_READ_FAIL_13,LEA_5_READ_FAIL_13,ST_5_READ_FAIL_13,SCH_5_READ_ADV_13,LEA_5_READ_ADV_13,ST_5_READ_ADV_13,SCH_5_READ_PROF_13,LEA_5_READ_PROF_13,ST_5_READ_PROF_13,SCH_5_READ_PASS_13,LEA_5_READ_PASS_13,ST_5_READ_PASS_13,SCH_5_READ_FAIL_13,LEA_5_READ_FAIL_13,ST_5_READ_FAIL_13,SCH_5_MATH_ADV_13,LEA_5_MATH_ADV_13,ST_5_MATH_ADV_13,SCH_5_MATH_PROF_13,LEA_5_MATH_PROF_13,ST_5_MATH_PROF_13,SCH_5_MATH_PASS_13,LEA_5_MATH_PASS_13,ST_5_MATH_PASS_13,SCH_5_MATH_FAIL_13,LEA_5_MATH_FAIL_13,ST_5_MATH_FAIL_13,SCH_8_READ_ADV_13,LEA_8_READ_ADV_13,ST_8_READ_ADV_13,SCH_8_READ_PROF_13,LEA_8_READ_PROF_13,ST_8_READ_PROF_13,SCH_8_READ_PASS_13,LEA_8_READ_PASS_13,ST_8_READ_PASS_13,SCH_8_READ_FAIL_13,LEA_8_READ_FAIL_13,ST_8_READ_FAIL_13,SCH_8_MATH_ADV_13,LEA_8_MATH_ADV_13,ST_8_MATH_ADV_13,SCH_8_MATH_PROF_13,LEA_8_MATH_PROF_13,ST_8_MATH_PROF_13,SCH_8_MATH_PASS_13,LEA_8_MATH_PASS_13,ST_8_MATH_PASS_13,SCH_8_MATH_FAIL_13,LEA_8_MATH_FAIL_13,ST_8_MATH_FAIL_13,SCH_HS_READ_ADV_13,LEA_HS_READ_ADV_13,ST_HS_READ_ADV_13,SCH_HS_READ_PROF_13,LEA_HS_READ_PROF_13,ST_HS_READ_PROF_13,SCH_HS_READ_PASS_13,LEA_HS_READ_PASS_13,ST_HS_READ_PASS_13,SCH_HS_READ_FAIL_13,LEA_HS_READ_FAIL_13,ST_HS_READ_FAIL_13,SCH_HS_MATH_ADV_13,LEA_HS_MATH_ADV_13,ST_HS_MATH_ADV_13,SCH_HS_MATH_PROF_13,LEA_HS_MATH_PROF_13,ST_HS_MATH_PROF_13,SCH_HS_MATH_PASS_13,LEA_HS_MATH_PASS_13,ST_HS_MATH_PASS_13,SCH_HS_MATH_FAIL_13,LEA_HS_MATH_FAIL_13,ST_HS_MATH_FAIL_13,SCH_HS_ALG1_ADV_13,LEA_HS_ALG1_ADV_13,ST_HS_ALG1_ADV_13,SCH_HS_ALG1_PROF_13,LEA_HS_ALG1_PROF_13,ST_HS_ALG1_PROF_13,SCH_HS_ALG1_PASS_13,LEA_HS_ALG1_PASS_13,ST_HS_ALG1_PASS_13,SCH_HS_ALG1_FAIL_13,LEA_HS_ALG1_FAIL_13,ST_HS_ALG1_FAIL_13,SCH_HS_GEOM_ADV_13,LEA_HS_GEOM_ADV_13,ST_HS_GEOM_ADV_13,SCH_HS_GEOM_PROF_13,LEA_HS_GEOM_PROF_13,ST_HS_GEOM_PROF_13,SCH_HS_GEOM_PASS_13,LEA_HS_GEOM_PASS_13,ST_HS_GEOM_PASS_13,SCH_HS_GEOM_FAIL_13,LEA_HS_GEOM_FAIL_13,ST_HS_GEOM_FAIL_13,SCH_HS_ALG2_ADV_13,LEA_HS_ALG2_ADV_13,ST_HS_ALG2_ADV_13,SCH_HS_ALG2_PROF_13,LEA_HS_ALG2_PROF_13,ST_HS_ALG2_PROF_13,SCH_HS_ALG2_PASS_13,LEA_HS_ALG2_PASS_13,ST_HS_ALG2_PASS_13,SCH_HS_ALG2_FAIL_13,LEA_HS_ALG2_FAIL_13,ST_HS_ALG2_FAIL_13,SCH_6_READ_ADV_13,LEA_6_READ_ADV_13,ST_6_READ_ADV_13,SCH_6_READ_PROF_13,LEA_6_READ_PROF_13,ST_6_READ_PROF_13,SCH_6_READ_PASS_13,LEA_6_READ_PASS_13,ST_6_READ_PASS_13,SCH_6_READ_FAIL_13,LEA_6_READ_FAIL_13,ST_6_READ_FAIL_13,SCH_6_MATH_ADV_13,LEA_6_MATH_ADV_13,ST_6_MATH_ADV_13,SCH_6_MATH_PROF_13,LEA_6_MATH_PROF_13,ST_6_MATH_PROF_13,SCH_6_MATH_PASS_13,LEA_6_MATH_PASS_13,ST_6_MATH_PASS_13,SCH_6_MATH_FAIL_13,LEA_6_MATH_FAIL_13,ST_6_MATH_FAIL_13,SCH_7_READ_ADV_13,LEA_7_READ_ADV_13,ST_7_READ_ADV_13,SCH_7_READ_PROF_13,LEA_7_READ_PROF_13,ST_7_READ_PROF_13,SCH_7_READ_PASS_13,LEA_7_READ_PASS_13,ST_7_READ_PASS_13,SCH_7_READ_FAIL_13,LEA_7_READ_FAIL_13,ST_7_READ_FAIL_13,SCH_7_MATH_ADV_13,LEA_7_MATH_ADV_13,ST_7_MATH_ADV_13,SCH_7_MATH_PROF_13,LEA_7_MATH_PROF_13,ST_7_MATH_PROF_13,SCH_7_MATH_PASS_13,LEA_7_MATH_PASS_13,ST_7_MATH_PASS_13,SCH_7_MATH_FAIL_13,LEA_7_MATH_FAIL_13,ST_7_MATH_FAIL_13,
Great Bridge High,"301 West Hanbury Rd, Chesapeake, VA 23322",Principal: Mr. Jeffrey Johnson,(757) 482-5191,Chesapeake City Public Schools,Fully Accredited ,Title I Priority: No,Title I Focus: No,0,0,1,1,0,1,1,5,1,33,62,2,34,62,1,42,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<,8,11,<,65,59,<,72,70,<,28,30,,,,,,,,,,,,,14,13,10,78,79,80,92,92,90,8,8,10,<,62,54,<,4,15,<,65,69,<,35,31,0,7,8,87,80,71,87,87,79,13,13,21,6,12,12,80,76,65,87,88,77,13,12,23,26,22,20,66,66,62,93,88,82,7,12,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
Greenbrier Primary,"1551 Eden Way South, Chesapeake, VA 23320",Principal: Mrs. Joan B. Raybourn,(757) 436-3428,Chesapeake City Public Schools,Fully Accredited ,Title I Priority: No,Title I Focus: No,0,0,1,,,1,1,5,1,23,74,0,34,62,1,42,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
Norfolk Highlands Primary,"1115 Myrtle Ave, Chesapeake, VA 23325",Principal: Mrs. Shawnia C. Smiley,(757) 578-7092,Chesapeake City Public Schools,Accredited with Warning ,Title I Priority: No,Title I Focus: Yes,0,0,1,,,1,1,5,1,40,57,0,34,62,1,42,56,1,11,14,16,40,55,53,51,69,69,49,31,31,5,12,16,51,58,51,56,70,67,44,30,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
Rena B. Wright Primary,"600 Park Ave, Chesapeake, VA 23324",Principal: Mrs. Brenda Hobbs,(757) 494-7585,Chesapeake City Public Schools,Accredited with Warning ,Title I Priority: No,Title I Focus: No,0,0,1,,,1,1,5,1,40,57,0,34,62,1,42,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
Deep Creek Elementary,"2809 Forehand Dr, Chesapeake, VA 23323",Principal: Dr. D. Jean Jones,(757) 558-5333,Chesapeake City Public Schools,Fully Accredited ,Title I Priority: No,Title I Focus: No,0,0,1,,,1,1,5,1,27,69,4,34,62,1,42,56,1,11,14,16,54,55,53,65,69,69,35,31,31,11,12,16,65,58,51,76,70,67,24,30,33,24,18,18,49,55,52,73,73,70,27,27,30,33,26,26,57,56,54,90,83,80,10,17,20,21,21,21,52,51,53,73,73,73,27,27,27,26,21,23,48,51,48,73,73,71,27,27,29,19,25,24,52,52,49,71,76,73,29,24,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
Hickory Middle,"1997 Hawk Blvd, Chesapeake, VA 23322",Principal: Dr. Deborah T. Hutchens,(757) 421-0468,Chesapeake City Public Schools,Fully Accredited ,Title I Priority: No,Title I Focus: No,0,0,1,1,2,1,1,5,1,40,58,1,34,62,1,42,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,8,11,69,65,59,80,72,70,20,28,30,19,11,9,66,65,58,86,76,67,14,24,33,,,,,,,,,,,,,,,,,,,,,,,,,19,7,8,79,80,71,98,87,79,2,13,21,52,12,12,48,76,65,100,88,77,0,12,23,,,,,,,,,,,,,18,12,15,71,61,58,89,73,73,11,27,27,6,5,13,80,68,62,86,73,76,14,27,24,24,17,17,65,61,58,89,77,76,11,23,24,13,8,14,76,64,51,89,73,65,11,27,35,19
Hickory Elementary,"109 Benefit Road, Chesapeake, VA 23322",Principal: Mrs. Kimberly C. Pinello,(757) 421-7080,Chesapeake City Public Schools,Fully Accredited ,Title I Priority: No,Title I Focus: No,0,0,1,0,3,1,1,5,1,34,66,0,34,62,1,42,56,1,18,14,16,61,55,53,79,69,69,21,31,31,22,12,16,65,58,51,88,70,67,13,30,33,15,18,18,64,55,52,79,73,70,21,27,30,30,26,26,58,56,54,88,83,80,13,17,20,16,21,21,52,51,53,68,73,73,32,27,27,23,21,23,59,51,48,83,73,71,17,27,29,33,25,24,52,52,49,86,76,73,14,24,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
Crestwood Middle,"1420 Great Bridge Blvd, Chesapeake, VA 23320",Principal: Mr. Michael R. Ward,(757) 494-7560,Chesapeake City Public Schools,Fully Accredited ,Title I Priority: No,Title I Focus: No,0,0,1,2,0,1,1,5,1,31,63,0,34,62,1,42,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,11,69,65,59,75,72,70,25,28,30,6,11,9,77,65,58,83,76,67,17,24,33,,,,,,,,,,,,,,,,,,,,,,,,,13,7,8,87,80,71,100,87,79,0,13,21,<,12,12,<,76,65,<,88,77,<,12,23,,,,,,,,,,,,,13,12,15,60,61,58,73,73,73,27,27,27,2,5,13,65,68,62,67,73,76,33,27,24,14,17,17,63,61,58,77,77,76,23,23,24,3,8,14,71,64,51,74,73,65,26,27,35,21
Great Bridge Middle,"441 Battlefield Blvd S, Chesapeake, VA 23322",Principal: Mr. Craig K. Mills,(757) 482-5128,Chesapeake City Public Schools,Fully Accredited ,Title I Priority: No,Title I Focus: No,0,0,1,,,1,1,5,1,32,67,0,34,62,1,42,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,8,11,71,65,59,80,72,70,20,28,30,16,11,9,66,65,58,81,76,67,19,24,33,,,,,,,,,,,,,,,,,,,,,,,,,17,7,8,83,80,71,100,87,79,0,13,21,41,12,12,59,76,65,100,88,77,0,12,23,,,,,,,,,,,,,20,12,15,57,61,58,78,73,73,22,27,27,3,5,13,61,68,62,64,73,76,37,27,24,23,17,17,64,61,58,86,77,76,14,23,24,13,8,14,64,64,51,78,73,65,22,27,35,22
Southwestern Elementary,"4410 Airline Blvd, Chesapeake, VA 23321",Principal: Mrs. Sonya L. Beasley,(757) 465-6310,Chesapeake City Public Schools,Accredited with Warning ,Title I Priority: No,Title I Focus: No,0,0,1,,,1,1,5,1,38,60,2,34,62,1,42,56,1,12,14,16,57,55,53,69,69,69,31,31,31,7,12,16,56,58,51,63,70,67,37,30,33,8,18,18,55,55,52,63,73,70,37,27,30,17,26,26,51,56,54,67,83,80,33,17,20,7,21,21,49,51,53,56,73,73,44,27,27,2,21,23,48,51,48,50,73,71,50,27,29,8,25,24,45,52,49,53,76,73,47,24,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23
Deep Creek Middle,"1955 Deal Dr, Chesapeake, VA 23323",Principal: Dr. Muriel P. Barefield,(757) 558-5321,Chesapeake City Public Schools,Accredited with Warning ,Title I Priority: No,Title I Focus: No,0,0,1,0,4,1,1,5,1,27,69,4,34,62,1,42,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,11,61,65,59,63,72,70,37,28,30,5,11,9,65,65,58,71,76,67,29,24,33,,,,,,,,,,,,,,,,,,,,,,,,,3,7,8,91,80,71,94,87,79,6,13,21,,,,,,,,,,,,,,,,,,,,,,,,,3,12,15,58,61,58,62,73,73,38,27,27,1,5,13,62,68,62,63,73,76,37,27,24,14,17,17,58,61,58,72,77,76,28,23,24,6,8,14,61,64,51,67,73,65,33,27,35,24
Strawbridge Elementary,"2553 Strawbridge Rd, Virginia Beach, VA 23456",Principal: Jacqueline Y. Sargent,(757) 427-5562,Virginia Beach City Public Schools,Fully Accredited ,Title I Priority: No,Title I Focus: No,0,0,1,,,2,1,5,1,38,62,0,45,52,2,42,56,1,24,16,16,66,59,53,91,75,69,9,25,31,29,19,16,61,56,51,90,75,67,10,25,33,30,21,18,52,54,52,82,74,70,18,26,30,41,29,26,46,55,54,87,84,80,13,16,20,24,17,21,65,62,53,89,79,73,11,21,27,32,23,23,52,48,48,84,71,71,16,29,29,43,30,24,47,50,49,90,80,73,10,20,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
Wenonah Elementary,"125 N Bayard Ave, Waynesboro, VA 22980",Principal: Rebecca  Jarvis,(540) 946-4660,Waynesboro City Public Schools,Accredited with Warning ,Title I Priority: No,Title I Focus: Yes,2,0,1,,,1,0,5,1,44,52,0,53,46,0,42,56,1,0,12,16,38,53,53,38,65,69,62,35,31,8,14,16,42,51,51,50,65,67,50,35,33,3,14,18,41,49,52,44,64,70,56,36,30,17,24,26,37,48,54,54,71,80,46,29,20,0,16,21,46,53,53,46,69,73,54,31,27,0,25,23,37,43,48,37,68,71,63,32,29,7,26,24,43,49,49,50,75,73,50,25,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
Waynesboro High,"1200 Main St, Waynesboro, VA 22980",Principal: Mr. Tim Teachey,(540) 946-4616,Waynesboro City Public Schools,Accredited with Warning ,Title I Priority: No,Title I Focus: No,1,0,1,1,0,1,0,5,1,49,51,0,53,46,0,42,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<,4,11,<,57,59,<,62,70,<,38,30,,,,,,,,,,,,,6,6,10,83,83,80,89,89,90,11,11,10,,,,,,,,,,,,,0,9,8,58,58,71,58,67,79,42,33,21,1,6,12,60,60,65,61,65,77,39,35,23,10,10,20,49,49,62,58,58,82,42,42,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
Westwood Hills Elementary,"548 Rosser Ave, Waynesboro, VA 22980",Principal: Mrs. Renae L. Deffenbaugh,(540) 946-4670,Waynesboro City Public Schools,Fully Accredited ,Title I Priority: No,Title I Focus: No,0,0,1,,,1,0,5,1,54,46,0,53,46,0,42,56,1,19,12,16,62,53,53,82,65,69,18,35,31,22,14,16,63,51,51,86,65,67,14,35,33,24,14,18,55,49,52,79,64,70,21,36,30,39,24,26,54,48,54,93,71,80,7,29,20,25,16,21,58,53,53,82,69,73,18,31,27,46,25,23,36,43,48,82,68,71,18,32,29,41,26,24,41,49,49,82,75,73,18,25,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31
Kate Collins Middle,"1625 Ivy St, Waynesboro, VA 22980",Principal: Janet Buchheit,(540) 946-4635,Waynesboro City Public Schools,Accredited with Warning ,Title I Priority: No,Title I Focus: No,0,0,1,,,1,0,5,1,56,44,0,53,46,0,42,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,11,58,57,59,62,62,70,38,38,30,7,7,9,67,66,58,75,74,67,25,26,33,,,,,,,,,,,,,,,,,,,,,,,,,39,9,8,60,58,71,98,67,79,2,33,21,44,6,12,56,60,65,100,65,77,0,35,23,,,,,,,,,,,,,12,11,15,51,51,58,63,63,73,37,37,27,1,1,13,57,56,62,58,57,76,42,43,24,17,17,17,50,50,58,67,67,76,33,33,24,2,2,14,40,40,51,42,42,65,58,58,35,32
Berkeley Glenn Elementary,"1020 Jefferson Ave, Waynesboro, VA 22980",Principal: Mrs. Leola Burks,(540) 946-4680,Waynesboro City Public Schools,Fully Accredited ,Title I Priority: No,Title I Focus: No,0,0,1,,,1,0,5,1,54,46,0,53,46,0,42,56,1,11,12,16,52,53,53,63,65,69,37,35,31,11,14,16,51,51,51,62,65,67,38,35,33,15,14,18,57,49,52,72,64,70,28,36,30,25,24,26,50,48,54,75,71,80,25,29,20,17,16,21,51,53,53,68,69,73,32,31,27,27,25,23,52,43,48,79,68,71,21,32,29,28,26,24,55,49,49,83,75,73,17,25,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33
Matthew Whaley Elementary,"301 Scotland St, Williamsburg, VA 23185",Principal: Robin Ford,(757) 229-1931,Williamsburg-James City County Public Schools,Fully Accredited ,Title I Priority: No,Title I Focus: No,0,1,1,2,0,4,1,5,1,39,59,0,39,59,1,42,56,1,14,20,16,43,54,53,58,74,69,42,26,31,17,19,16,52,56,51,69,75,67,31,25,33,22,22,18,57,55,52,79,77,70,21,23,30,34,34,26,48,51,54,82,85,80,18,15,20,35,31,21,45,45,53,80,76,73,20,24,27,27,26,23,51,50,48,78,75,71,22,25,29,19,26,24,54,54,49,73,80,73,27,20,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,20,13,78,64,62,100,84,76,0,16,24,,,,,,,,,,,,,,,,,,,,,,,,,34
Clara Byrd Baker Elementary,"3131 Ironbound Rd, Williamsburg, VA 23185",Principal: Phyllis Dorsey,(757) 221-0949,Williamsburg-James City County Public Schools,Fully Accredited ,Title I Priority: No,Title I Focus: No,0,1,1,,,4,1,5,1,34,66,0,39,59,1,42,56,1,20,20,16,57,54,53,77,74,69,23,26,31,37,19,16,47,56,51,85,75,67,15,25,33,26,22,18,47,55,52,73,77,70,27,23,30,24,34,26,58,51,54,82,85,80,18,15,20,27,31,21,38,45,53,65,76,73,35,24,27,37,26,23,33,50,48,71,75,71,29,25,29,22,26,24,49,54,49,71,80,73,29,20,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,20,13,60,64,62,100,84,76,0,16,24,,,,,,,,,,,,,,,,,,,,,,,,,36
Rawls Byrd Elementary,"4615 Opportunity Way, Williamsburg, VA 23188",Principal: Karen Swann,(757) 229-7597,Williamsburg-James City County Public Schools,Fully Accredited ,Title I Priority: No,Title I Focus: No,0,1,1,2,0,4,1,5,1,36,64,0,39,59,1,42,56,1,24,20,16,47,54,53,71,74,69,29,26,31,9,19,16,60,56,51,69,75,67,31,25,33,21,22,18,59,55,52,80,77,70,20,23,30,37,34,26,47,51,54,85,85,80,15,15,20,28,31,21,48,45,53,76,76,73,24,24,27,14,26,23,55,50,48,68,75,71,32,25,29,20,26,24,67,54,49,87,80,73,13,20,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,20,13,50,64,62,100,84,76,0,16,24,,,,,,,,,,,,,,,,,,,,,,,,,37
Berkeley Middle,"1118 Ironbound Rd, Williamsburg, VA 23185",Principal: Michelle Banks,(757) 229-8051,Williamsburg-James City County Public Schools,Fully Accredited ,Title I Priority: No,Title I Focus: No,0,1,1,1,1,4,1,5,1,41,55,3,39,59,1,42,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,13,11,63,62,59,73,75,70,27,25,30,3,3,9,65,65,58,68,68,67,32,32,33,,,,,,,,,,,,,,,,,,,,,,,,,19,7,8,74,76,71,93,83,79,7,17,21,37,12,12,61,73,65,97,85,77,3,15,23,,,,,,,,,,,,,14,19,15,59,58,58,74,77,73,26,23,27,14,20,13,60,64,62,74,84,76,26,16,24,19,21,17,58,62,58,77,83,76,23,17,24,15,20,14,54,55,51,70,75,65,30,25,35,38
Norge Elementary,"7311 Richmond Rd, Williamsburg, VA 23188",Principal: Kimberly Pickles,(757) 564-3372,Williamsburg-James City County Public Schools,Fully Accredited ,Title I Priority: No,Title I Focus: No,0,1,1,2,2,4,1,5,1,32,65,4,39,59,1,42,56,1,20,20,16,53,54,53,73,74,69,27,26,31,19,19,16,53,56,51,72,75,67,28,25,33,15,22,18,51,55,52,65,77,70,35,23,30,27,34,26,53,51,54,80,85,80,20,15,20,31,31,21,42,45,53,73,76,73,27,24,27,25,26,23,50,50,48,75,75,71,25,25,29,29,26,24,54,54,49,83,80,73,17,20,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,20,13,45,64,62,100,84,76,0,16,24,,,,,,,,,,,,,,,,,,,,,,,,,39
D.J. Montague Elementary,"5380 Centerville Rd, Williamsburg, VA 23188",Principal: Cathy Vazquez,(757) 258-3022,Williamsburg-James City County Public Schools,Fully Accredited ,Title I Priority: No,Title I Focus: No,0,1,1,,,4,1,5,1,31,69,0,39,59,1,42,56,1,13,20,16,52,54,53,65,74,69,35,26,31,9,19,16,57,56,51,67,75,67,33,25,33,28,22,18,51,55,52,79,77,70,21,23,30,38,34,26,52,51,54,90,85,80,10,15,20,19,31,21,49,45,53,68,76,73,32,24,27,9,26,23,56,50,48,65,75,71,35,25,29,9,26,24,63,54,49,72,80,73,28,20,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,20,13,73,64,62,100,84,76,0,16,24,,,,,,,,,,,,,,,,,,,,,,,,,40
