standardId,surveyYear,surveyCountry,surveyTitle,respondentGender,respondentBirthYear,qg_40,qg_41,qg_42,qg_43_ag_310,qg_43_ag_311,qg_43_ag_312,qg_43_ag_313,qg_43_ag_314,qg_43_ag_315,qg_43_ag_316,qg_45,qg_46,qg_47,qg_48,qg_49,qg_69,qg_70,qg_71,qg_72,qg_73,qg_74,qg_75,qg_76,qg_77,qg_78,qg_79,qg_80,qg_81,qg_84,qg_85
24735,2014,US,TRIP Snap Poll May 2014,m,35-44,,,,,,,,,,,,,,,,No,No,No,No,No,Yes,I strongly support it,Good,Good,Kept about the same,Kept about the same,Congress,Congress,Good,No
12493,2014,US,TRIP Snap Poll May 2014,f,35-44,,,,,,,,,,,,,,,,Yes,"Yes, within the next month",No,No,No,No,I strongly oppose it,Don't know,Bad,Kept about the same,Kept about the same,Congress,Congress,Don't know,Yes
10990,2014,US,TRIP Snap Poll May 2014,m,65 and up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191,2014,US,TRIP Snap Poll May 2014,m,,,,,,,,,,,,,,,,,No,Don't know,No,No,No,Yes,I somewhat support it,Good,Good,Kept about the same,Decreased,President/Executive Branch,President/Executive Branch,Good,No
25093,2014,US,TRIP Snap Poll May 2014,m,65 and up,,,,,,,,,,,,,,,,No,No,Yes,No,No,Yes,I strongly support it,Good,Good,Kept about the same,Kept about the same,President/Executive Branch,President/Executive Branch,Good,Yes
12155,2014,US,TRIP Snap Poll May 2014,m,,,,,,,,,,,,,,,,,Yes,"Yes, within the next month",Yes,Yes,No,Yes,I strongly oppose it,Good,Bad,Stopped altogether,Stopped altogether,President/Executive Branch,President/Executive Branch,Good,No
25743,2014,US,TRIP Snap Poll May 2014,m,35-44,,,,,,,,,,,,,,,,No,No,Don't know,Don't know,,Don't know,I neither support nor oppose it,Don't know,Good,Don't know,Decreased,,,Don't know,Don't know
20312,2014,US,TRIP Snap Poll May 2014,m,,,,,,,,,,,,,,,,,No,No,No,No,No,No,I strongly oppose it,Bad,Bad,Don't know,Decreased,President/Executive Branch,President/Executive Branch,Bad,No
22139,2014,US,TRIP Snap Poll May 2014,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26005,2014,US,TRIP Snap Poll May 2014,m,55-64,,,,,,,,,,,,,,,,No,No,No,No,No,Yes,I somewhat support it,Good,Good,Decreased,Decreased,President/Executive Branch,President/Executive Branch,Good,No
25718,2014,US,TRIP Snap Poll May 2014,m,,,,,,,,,,,,,,,,,No,No,Yes,No,No,Yes,I somewhat support it,Good,Good,Kept about the same,Kept about the same,President/Executive Branch,President/Executive Branch,Good,No
25208,2014,US,TRIP Snap Poll May 2014,m,45-54,,,,,,,,,,,,,,,,No,No,No,No,No,Yes,I somewhat support it,Good,Good,Stopped altogether,Stopped altogether,President/Executive Branch,President/Executive Branch,Good,No
25215,2014,US,TRIP Snap Poll May 2014,m,,,,,,,,,,,,,,,,,No,No,No,No,No,Yes,I somewhat oppose it,Bad,Good,Increased,Increased,President/Executive Branch,President/Executive Branch,Bad,No
23340,2014,US,TRIP Snap Poll May 2014,m,35-44,,,,,,,,,,,,,,,,No,No,Don't know,No,No,Yes,I strongly support it,Good,Good,Kept about the same,Kept about the same,President/Executive Branch,President/Executive Branch,Good,Yes
24995,2014,US,TRIP Snap Poll May 2014,m,,,,,,,,,,,,,,,,,No,No,Yes,No,No,Yes,I strongly support it,Good,Good,Kept about the same,Stopped altogether,Congress,Congress,Good,Don't know
20708,2014,US,TRIP Snap Poll May 2014,f,,,,,,,,,,,,,,,,,No,"Yes, within the next decade",Yes,No,No,Yes,Don't know,Good,Good,Kept about the same,Kept about the same,President/Executive Branch,President/Executive Branch,Don't know,No
21544,2014,US,TRIP Snap Poll May 2014,m,,,,,,,,,,,,,,,,,No,"Yes, within the next decade",No,No,No,No,Don't know,,,,Don't know,President/Executive Branch,President/Executive Branch,,No
25486,2014,US,TRIP Snap Poll May 2014,m,,,,,,,,,,,,,,,,,No,No,No,No,No,Yes,I neither support nor oppose it,Good,Good,Kept about the same,Stopped altogether,President/Executive Branch,President/Executive Branch,Don't know,No
20738,2014,US,TRIP Snap Poll May 2014,m,,,,,,,,,,,,,,,,,No,No,No,No,No,Yes,I neither support nor oppose it,Good,Good,Kept about the same,Stopped altogether,President/Executive Branch,President/Executive Branch,Don't know,No
24237,2014,US,TRIP Snap Poll May 2014,f,35-44,,,,,,,,,,,,,,,,No,No,No,No,No,No,I somewhat support it,Good,Don't know,Kept about the same,Stopped altogether,President/Executive Branch,Congress,Good,No
21117,2014,US,TRIP Snap Poll May 2014,f,,,,,,,,,,,,,,,,,No,No,No,No,No,Yes,I somewhat oppose it,Good,Bad,Kept about the same,Decreased,President/Executive Branch,Congress,Bad,Yes
22372,2014,US,TRIP Snap Poll May 2014,f,,,,,,,,,,,,,,,,,No,No,No,No,No,No,I strongly support it,Good,Good,Kept about the same,Decreased,President/Executive Branch,President/Executive Branch,Good,No
25311,2014,US,TRIP Snap Poll May 2014,m,,,,,,,,,,,,,,,,,No,"Yes, within the next decade",No,No,No,Yes,I somewhat support it,Good,Good,Kept about the same,Kept about the same,President/Executive Branch,President/Executive Branch,Good,No
25691,2014,US,TRIP Snap Poll May 2014,m,65 and up,,,,,,,,,,,,,,,,No,"Yes, within the next month",No,Yes,Yes,Yes,I neither support nor oppose it,Good,Good,Don't know,Decreased,President/Executive Branch,President/Executive Branch,Bad,No
25883,2014,US,TRIP Snap Poll May 2014,f,,,,,,,,,,,,,,,,,Yes,"Yes, within the next month",Yes,Yes,Yes,No,I strongly support it,Good,Good,Kept about the same,Decreased,Congress,President/Executive Branch,Good,No
21907,2014,US,TRIP Snap Poll May 2014,f,,,,,,,,,,,,,,,,,Yes,"Yes, within the next month",Yes,Yes,Yes,Yes,I somewhat support it,Good,Good,Stopped altogether,Stopped altogether,President/Executive Branch,Congress,Good,No
26034,2014,US,TRIP Snap Poll May 2014,m,,,,,,,,,,,,,,,,,No,"Yes, within the next month",No,No,No,Yes,I somewhat support it,Good,Bad,Kept about the same,Kept about the same,President/Executive Branch,Congress,Good,Don't know
24909,2014,US,TRIP Snap Poll May 2014,m,65 and up,,,,,,,,,,,,,,,,Don't know,Don't know,No,Don't know,Don't know,Yes,I somewhat support it,Good,Good,Kept about the same,Kept about the same,Congress,Congress,Good,No
11620,2014,US,TRIP Snap Poll May 2014,m,45-54,,,,,,,,,,,,,,,,No,"Yes, within the next decade",No,No,No,Don't know,I somewhat oppose it,Good,Bad,Decreased,Stopped altogether,President/Executive Branch,President/Executive Branch,Bad,No
11752,2014,US,TRIP Snap Poll May 2014,f,35-44,,,,,,,,,,,,,,,,Yes,No,No,No,No,Yes,I neither support nor oppose it,Good,Good,Increased,Kept about the same,President/Executive Branch,Congress,Don't know,No
24885,2014,US,TRIP Snap Poll May 2014,m,35-44,,,,,,,,,,,,,,,,No,No,No,No,No,Yes,I strongly support it,Good,Good,Kept about the same,Decreased,Congress,Congress,Good,No
24942,2014,US,TRIP Snap Poll May 2014,m,45-54,,,,,,,,,,,,,,,,No,No,No,No,No,No,I strongly support it,Good,Good,Kept about the same,Stopped altogether,President/Executive Branch,President/Executive Branch,Good,No
22926,2014,US,TRIP Snap Poll May 2014,m,55-64,,,,,,,,,,,,,,,,Yes,No,Yes,No,No,Yes,I somewhat support it,Don't know,Good,Kept about the same,Decreased,President/Executive Branch,Congress,Don't know,No
11202,2014,US,TRIP Snap Poll May 2014,f,65 and up,,,,,,,,,,,,,,,,Don't know,No,No,No,No,Yes,I strongly support it,Good,Good,Don't know,Decreased,President/Executive Branch,President/Executive Branch,Good,Don't know
10444,2014,US,TRIP Snap Poll May 2014,m,35-44,,,,,,,,,,,,,,,,No,No,No,No,No,Don't know,I neither support nor oppose it,Good,Bad,Kept about the same,Kept about the same,President/Executive Branch,President/Executive Branch,Bad,No
25576,2014,US,TRIP Snap Poll May 2014,m,55-64,,,,,,,,,,,,,,,,No,Don't know,Yes,No,No,Yes,I somewhat oppose it,Good,Good,Don't know,Decreased,President/Executive Branch,President/Executive Branch,Don't know,Yes
23966,2014,US,TRIP Snap Poll May 2014,m,45-54,,,,,,,,,,,,,,,,No,"Yes, within the next decade",No,No,No,Yes,I strongly support it,Good,Good,Kept about the same,Kept about the same,President/Executive Branch,President/Executive Branch,Good,No
20872,2014,US,TRIP Snap Poll May 2014,m,,,,,,,,,,,,,,,,,No,No,No,No,No,Yes,I neither support nor oppose it,Don't know,Bad,Kept about the same,Decreased,President/Executive Branch,President/Executive Branch,Bad,Don't know
22481,2014,US,TRIP Snap Poll May 2014,f,,,,,,,,,,,,,,,,,Don't know,"Yes, within the next decade",No,No,No,Yes,Don't know,Don't know,Bad,Kept about the same,Decreased,Congress,Congress,Don't know,Yes
20748,2014,US,TRIP Snap Poll May 2014,f,,,,,,,,,,,,,,,,,Yes,"Yes, within the next month",Don't know,Don't know,Don't know,Yes,I somewhat support it,Good,Good,Decreased,Decreased,Congress,Congress,Good,Yes
25049,2014,US,TRIP Snap Poll May 2014,m,65 and up,,,,,,,,,,,,,,,,No,No,Yes,No,No,Yes,I strongly oppose it,Good,Good,Kept about the same,Stopped altogether,Congress,Congress,Bad,Yes
21384,2014,US,TRIP Snap Poll May 2014,m,,,,,,,,,,,,,,,,,Don't know,No,Don't know,No,No,Yes,I somewhat oppose it,Bad,Don't know,Kept about the same,Decreased,,,Bad,No
20245,2014,US,TRIP Snap Poll May 2014,m,,,,,,,,,,,,,,,,,No,No,Don't know,No,No,Yes,Don't know,Don't know,Don't know,Don't know,Don't know,President/Executive Branch,President/Executive Branch,Don't know,No
22216,2014,US,TRIP Snap Poll May 2014,m,,,,,,,,,,,,,,,,,No,No,Yes,No,No,No,Don't know,Good,Good,Kept about the same,Decreased,President/Executive Branch,President/Executive Branch,Don't know,No
26108,2014,US,TRIP Snap Poll May 2014,f,,,,,,,,,,,,,,,,,Yes,Don't know,Don't know,Yes,Yes,Don't know,I neither support nor oppose it,Bad,Bad,Don't know,Don't know,President/Executive Branch,Congress,Don't know,Yes
25901,2014,US,TRIP Snap Poll May 2014,m,65 and up,,,,,,,,,,,,,,,,Yes,Don't know,Yes,No,No,,I strongly support it,Good,Good,Don't know,Decreased,President/Executive Branch,Congress,Good,No
25283,2014,US,TRIP Snap Poll May 2014,m,65 and up,,,,,,,,,,,,,,,,Don't know,Don't know,No,Don't know,Don't know,Yes,I somewhat oppose it,Good,Good,Kept about the same,Kept about the same,Congress,Congress,Don't know,No
25255,2014,US,TRIP Snap Poll May 2014,f,,,,,,,,,,,,,,,,,No,No,No,No,No,No,I somewhat support it,Good,Bad,Kept about the same,Decreased,Congress,President/Executive Branch,Good,Yes
20713,2014,US,TRIP Snap Poll May 2014,m,,,,,,,,,,,,,,,,,No,"Yes, within the next month",No,No,No,Yes,I somewhat oppose it,Don't know,Don't know,Kept about the same,Stopped altogether,President/Executive Branch,President/Executive Branch,Good,No
25821,2014,US,TRIP Snap Poll May 2014,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25092,2014,US,TRIP Snap Poll May 2014,m,45-54,,,,,,,,,,,,,,,,No,"Yes, within the next decade",Don't know,No,No,Yes,I strongly support it,Good,Good,Kept about the same,Kept about the same,President/Executive Branch,President/Executive Branch,Good,Don't know
25292,2014,US,TRIP Snap Poll May 2014,m,,,,,,,,,,,,,,,,,Yes,No,Yes,No,No,Yes,,,,Kept about the same,Decreased,President/Executive Branch,President/Executive Branch,,No
23688,2014,US,TRIP Snap Poll May 2014,m,35-44,,,,,,,,,,,,,,,,Yes,"Yes, within the next month",Yes,No,Yes,Yes,I neither support nor oppose it,Good,Bad,Kept about the same,Decreased,President/Executive Branch,Congress,Good,No
25047,2014,US,TRIP Snap Poll May 2014,m,45-54,,,,,,,,,,,,,,,,Don't know,No,Don't know,No,No,Yes,I somewhat support it,Good,Good,Kept about the same,Kept about the same,President/Executive Branch,Congress,Good,No
10484,2014,US,TRIP Snap Poll May 2014,m,35-44,,,,,,,,,,,,,,,,No,No,No,No,No,Yes,I strongly support it,Good,Good,Kept about the same,Kept about the same,President/Executive Branch,Congress,Good,Yes
25228,2014,US,TRIP Snap Poll May 2014,m,35-44,,,,,,,,,,,,,,,,No,"Yes, within the next decade",Yes,No,No,Yes,I somewhat support it,Good,Good,Kept about the same,Kept about the same,President/Executive Branch,Congress,Don't know,No
10572,2014,US,TRIP Snap Poll May 2014,m,45-54,,,,,,,,,,,,,,,,No,No,No,No,No,Yes,I somewhat support it,Good,Good,Decreased,Decreased,President/Executive Branch,President/Executive Branch,Good,No
25479,2014,US,TRIP Snap Poll May 2014,m,,,,,,,,,,,,,,,,,No,No,No,No,No,No,Don't know,Good,Good,Increased,Kept about the same,President/Executive Branch,President/Executive Branch,Don't know,No
23516,2014,US,TRIP Snap Poll May 2014,m,65 and up,,,,,,,,,,,,,,,,Don't know,"Yes, within the next month",Yes,Yes,Yes,Yes,I strongly support it,Good,Good,Kept about the same,Kept about the same,President/Executive Branch,Congress,Don't know,No
20376,2014,US,TRIP Snap Poll May 2014,m,,,,,,,,,,,,,,,,,Yes,"Yes, within the next decade",No,No,No,Yes,I somewhat support it,Good,Good,Kept about the same,Decreased,Congress,President/Executive Branch,Good,No
25385,2014,US,TRIP Snap Poll May 2014,f,,,,,,,,,,,,,,,,,Yes,"Yes, within the next decade",No,No,No,Yes,I somewhat support it,Good,Good,Kept about the same,Kept about the same,Congress,Congress,Good,Yes
11354,2014,US,TRIP Snap Poll May 2014,f,45-54,,,,,,,,,,,,,,,,No,"Yes, within the next decade",No,No,No,Yes,I somewhat support it,Good,Don't know,Don't know,Decreased,President/Executive Branch,Congress,Don't know,Don't know
23659,2014,US,TRIP Snap Poll May 2014,m,55-64,,,,,,,,,,,,,,,,Yes,"Yes, within the next month",Yes,Yes,Yes,Yes,I strongly support it,Good,Don't know,Kept about the same,Kept about the same,President/Executive Branch,Congress,Good,Yes
20004,2014,US,TRIP Snap Poll May 2014,m,,,,,,,,,,,,,,,,,Yes,"Yes, within the next decade",Yes,No,No,Yes,I somewhat support it,Bad,Bad,Decreased,Decreased,President/Executive Branch,Congress,Good,Yes
10406,2014,US,TRIP Snap Poll May 2014,m,35-44,,,,,,,,,,,,,,,,Don't know,"Yes, within the next decade",Yes,Don't know,Don't know,Yes,I somewhat support it,Good,Don't know,Kept about the same,Kept about the same,President/Executive Branch,Congress,Good,Don't know
24778,2014,US,TRIP Snap Poll May 2014,f,35-44,,,,,,,,,,,,,,,,Yes,"Yes, within the next month",Don't know,No,No,Yes,I strongly support it,Good,Good,Kept about the same,Kept about the same,President/Executive Branch,President/Executive Branch,Good,No
23925,2014,US,TRIP Snap Poll May 2014,m,65 and up,,,,,,,,,,,,,,,,No,No,Yes,No,No,Yes,I somewhat support it,Good,Good,Kept about the same,Decreased,President/Executive Branch,President/Executive Branch,Good,No
25102,2014,US,TRIP Snap Poll May 2014,m,65 and up,,,,,,,,,,,,,,,,No,No,Yes,No,No,Yes,I somewhat support it,Good,Good,Kept about the same,Decreased,President/Executive Branch,President/Executive Branch,Good,No
20574,2014,US,TRIP Snap Poll May 2014,m,,,,,,,,,,,,,,,,,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,I strongly support it,Good,Don't know,Kept about the same,Don't know,President/Executive Branch,President/Executive Branch,Good,No
23633,2014,US,TRIP Snap Poll May 2014,f,55-64,,,,,,,,,,,,,,,,No,No,No,No,No,Yes,I somewhat oppose it,Good,Bad,Decreased,Decreased,President/Executive Branch,President/Executive Branch,Bad,Don't know
25542,2014,US,TRIP Snap Poll May 2014,f,45-54,,,,,,,,,,,,,,,,No,"Yes, within the next month",Yes,Don't know,Yes,Yes,I strongly support it,Good,Good,Kept about the same,Decreased,President/Executive Branch,Congress,Good,Yes
12352,2014,US,TRIP Snap Poll May 2014,m,,,,,,,,,,,,,,,,,Yes,"Yes, within the next decade",Yes,Yes,Yes,Yes,I somewhat support it,Good,Don't know,Kept about the same,Kept about the same,President/Executive Branch,,Good,No
25393,2014,US,TRIP Snap Poll May 2014,m,35-44,,,,,,,,,,,,,,,,Yes,No,No,No,No,Yes,I strongly oppose it,Bad,Bad,Kept about the same,Stopped altogether,President/Executive Branch,President/Executive Branch,Good,No
25661,2014,US,TRIP Snap Poll May 2014,m,55-64,,,,,,,,,,,,,,,,No,"Yes, within the next decade",Yes,No,No,Yes,I strongly support it,Good,Good,Kept about the same,Decreased,President/Executive Branch,President/Executive Branch,Good,Yes
24044,2014,US,TRIP Snap Poll May 2014,f,35-44,,,,,,,,,,,,,,,,Don't know,Don't know,Don't know,No,No,Yes,I somewhat support it,Good,Good,Decreased,Stopped altogether,President/Executive Branch,Congress,Good,Don't know
25461,2014,US,TRIP Snap Poll May 2014,m,35-44,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,I strongly oppose it,Bad,Bad,Kept about the same,Stopped altogether,President/Executive Branch,Congress,Bad,No
24276,2014,US,TRIP Snap Poll May 2014,m,,,,,,,,,,,,,,,,,No,"Yes, within the next decade",Yes,No,No,Yes,I strongly support it,Good,Good,Kept about the same,Kept about the same,Congress,Congress,Good,No
25824,2014,US,TRIP Snap Poll May 2014,m,35-44,,,,,,,,,,,,,,,,No,Don't know,Don't know,No,No,Don't know,I strongly support it,Good,Good,Kept about the same,Kept about the same,President/Executive Branch,President/Executive Branch,Don't know,Yes
25055,2014,US,TRIP Snap Poll May 2014,m,35-44,,,,,,,,,,,,,,,,No,No,No,No,No,No,I somewhat support it,Good,Bad,Don't know,Kept about the same,President/Executive Branch,Congress,Good,Yes
25584,2014,US,TRIP Snap Poll May 2014,m,55-64,,,,,,,,,,,,,,,,Yes,"Yes, within the next month",Yes,No,No,Yes,I strongly support it,Good,Good,Kept about the same,Kept about the same,President/Executive Branch,Congress,Good,No
21407,2014,US,TRIP Snap Poll May 2014,m,55-64,,,,,,,,,,,,,,,,Yes,"Yes, within the next month",Yes,No,No,Yes,I strongly support it,Good,Good,Kept about the same,Kept about the same,President/Executive Branch,Congress,Good,No
25752,2014,US,TRIP Snap Poll May 2014,m,35-44,,,,,,,,,,,,,,,,Don't know,Don't know,Don't know,No,No,Yes,I strongly support it,Good,Good,Decreased,Kept about the same,President/Executive Branch,Congress,Good,No
25885,2014,US,TRIP Snap Poll May 2014,m,,,,,,,,,,,,,,,,,No,"Yes, within the next decade",Yes,No,No,Yes,I somewhat support it,Good,Good,Kept about the same,Kept about the same,President/Executive Branch,President/Executive Branch,Good,No
20313,2014,US,TRIP Snap Poll May 2014,f,,,,,,,,,,,,,,,,,No,No,No,No,No,Yes,I somewhat support it,Good,Good,Don't know,Don't know,Congress,Congress,Good,Yes
22376,2014,US,TRIP Snap Poll May 2014,m,,,,,,,,,,,,,,,,,No,"Yes, within the next decade",Yes,No,No,Yes,I somewhat support it,Good,Bad,Kept about the same,Stopped altogether,President/Executive Branch,Congress,Good,Don't know
20069,2014,US,TRIP Snap Poll May 2014,f,,,,,,,,,,,,,,,,,Yes,"Yes, within the next decade",No,No,No,Yes,I somewhat oppose it,Bad,Bad,Kept about the same,Kept about the same,Congress,Congress,Bad,No
25560,2014,US,TRIP Snap Poll May 2014,m,,,,,,,,,,,,,,,,,No,"Yes, within the next month",Yes,No,No,Yes,I somewhat support it,Good,Good,Kept about the same,Stopped altogether,President/Executive Branch,President/Executive Branch,Good,No
25184,2014,US,TRIP Snap Poll May 2014,m,45-54,,,,,,,,,,,,,,,,No,"Yes, within the next decade",No,No,No,No,I somewhat support it,Good,Good,Decreased,Kept about the same,Congress,President/Executive Branch,Good,No
20684,2014,US,TRIP Snap Poll May 2014,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23174,2014,US,TRIP Snap Poll May 2014,m,65 and up,,,,,,,,,,,,,,,,No,No,Yes,No,No,Yes,I somewhat support it,Good,Good,Kept about the same,Decreased,President/Executive Branch,President/Executive Branch,Good,No
12409,2014,US,TRIP Snap Poll May 2014,m,35-44,,,,,,,,,,,,,,,,No,No,No,No,No,Yes,Don't know,Good,Bad,Kept about the same,Kept about the same,Congress,Congress,Don't know,No
12133,2014,US,TRIP Snap Poll May 2014,m,35-44,,,,,,,,,,,,,,,,No,No,No,No,No,Yes,Don't know,Good,Good,Kept about the same,Decreased,President/Executive Branch,Congress,Don't know,No
24986,2014,US,TRIP Snap Poll May 2014,f,65 and up,,,,,,,,,,,,,,,,No,No,No,No,No,Yes,I strongly support it,Good,Good,Kept about the same,Kept about the same,President/Executive Branch,President/Executive Branch,Good,No
25210,2014,US,TRIP Snap Poll May 2014,f,45-54,,,,,,,,,,,,,,,,Yes,"Yes, within the next month",No,No,No,Yes,Don't know,Good,Good,Don't know,Decreased,President/Executive Branch,President/Executive Branch,Don't know,Don't know
24074,2014,US,TRIP Snap Poll May 2014,m,65 and up,,,,,,,,,,,,,,,,No,"Yes, within the next decade",Yes,No,No,Yes,I strongly support it,Good,Good,Don't know,Kept about the same,President/Executive Branch,President/Executive Branch,Good,Don't know
21947,2014,US,TRIP Snap Poll May 2014,m,,,,,,,,,,,,,,,,,No,No,Yes,No,No,Yes,I strongly support it,Good,Good,Kept about the same,Increased,Congress,Congress,Good,No
25727,2014,US,TRIP Snap Poll May 2014,f,,,,,,,,,,,,,,,,,No,No,No,No,No,No,I somewhat oppose it,Bad,Bad,Kept about the same,Decreased,Congress,Congress,Bad,No
11681,2014,US,TRIP Snap Poll May 2014,m,35-44,,,,,,,,,,,,,,,,No,"Yes, within the next month",No,Yes,Yes,No,I somewhat oppose it,Good,Bad,Increased,Kept about the same,President/Executive Branch,President/Executive Branch,Good,No
23582,2014,US,TRIP Snap Poll May 2014,m,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,I somewhat support it,Good,Good,Don't know,Decreased,President/Executive Branch,President/Executive Branch,Good,Don't know
11433,2014,US,TRIP Snap Poll May 2014,m,35-44,,,,,,,,,,,,,,,,No,No,No,No,No,Yes,I strongly support it,Good,Good,Kept about the same,Kept about the same,Congress,Congress,Good,No
20272,2014,US,TRIP Snap Poll May 2014,m,,,,,,,,,,,,,,,,,Yes,"Yes, within the next month",Yes,Yes,Yes,Yes,I somewhat support it,Good,Good,Kept about the same,Decreased,President/Executive Branch,Congress,Good,Don't know
24397,2014,US,TRIP Snap Poll May 2014,m,55-64,,,,,,,,,,,,,,,,Don't know,No,Yes,No,No,Yes,I somewhat support it,Good,Good,Kept about the same,Decreased,President/Executive Branch,President/Executive Branch,Good,Yes
24736,2014,US,TRIP Snap Poll May 2014,m,35-44,,,,,,,,,,,,,,,,No,"Yes, within the next month",Yes,No,No,Yes,I somewhat support it,Good,Good,Kept about the same,Decreased,President/Executive Branch,President/Executive Branch,Good,No
25364,2014,US,TRIP Snap Poll May 2014,m,45-54,,,,,,,,,,,,,,,,No,No,Yes,No,No,Yes,I somewhat support it,Don't know,Don't know,Decreased,Decreased,Congress,Congress,Good,No
25137,2014,US,TRIP Snap Poll May 2014,m,55-64,,,,,,,,,,,,,,,,No,No,No,No,No,Yes,I somewhat oppose it,Good,Bad,Decreased,Stopped altogether,Congress,Congress,Bad,No
20282,2014,US,TRIP Snap Poll May 2014,f,,,,,,,,,,,,,,,,,No,No,No,No,No,Yes,Don't know,Good,Good,Decreased,Kept about the same,Congress,Congress,Don't know,No
21786,2014,US,TRIP Snap Poll May 2014,m,45-54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25929,2014,US,TRIP Snap Poll May 2014,m,,,,,,,,,,,,,,,,,No,Don't know,No,No,No,Yes,I somewhat support it,Good,Good,Decreased,Don't know,President/Executive Branch,Congress,Good,No
20856,2014,US,TRIP Snap Poll May 2014,m,,,,,,,,,,,,,,,,,Yes,"Yes, within the next month",Yes,Yes,Yes,No,I strongly support it,Good,Good,Increased,Increased,Congress,Congress,Good,No
25580,2014,US,TRIP Snap Poll May 2014,m,,,,,,,,,,,,,,,,,No,No,No,No,No,Yes,I strongly support it,Good,Good,Kept about the same,Stopped altogether,President/Executive Branch,President/Executive Branch,Good,No
20262,2014,US,TRIP Snap Poll May 2014,m,,,,,,,,,,,,,,,,,No,No,No,No,No,Yes,I strongly support it,Good,Good,Kept about the same,Stopped altogether,President/Executive Branch,President/Executive Branch,Good,No
25659,2014,US,TRIP Snap Poll May 2014,f,65 and up,,,,,,,,,,,,,,,,Yes,"Yes, within the next month",Yes,Yes,Yes,Yes,I strongly support it,Bad,Don't know,Kept about the same,Kept about the same,President/Executive Branch,President/Executive Branch,Good,No
25650,2014,US,TRIP Snap Poll May 2014,m,35-44,,,,,,,,,,,,,,,,No,"Yes, within the next decade",Yes,No,No,Yes,I somewhat support it,Good,Good,Kept about the same,Kept about the same,President/Executive Branch,President/Executive Branch,Good,No
22434,2014,US,TRIP Snap Poll May 2014,m,,,,,,,,,,,,,,,,,No,No,Don't know,No,No,Yes,Don't know,Good,Bad,Kept about the same,Decreased,President/Executive Branch,Congress,Don't know,No
25561,2014,US,TRIP Snap Poll May 2014,m,55-64,,,,,,,,,,,,,,,,No,No,No,No,No,Yes,I somewhat support it,Good,Good,Kept about the same,Kept about the same,Congress,Congress,Good,No
26127,2014,US,TRIP Snap Poll May 2014,m,45-54,,,,,,,,,,,,,,,,No,No,No,No,No,No,I strongly oppose it,Good,Good,Don't know,Decreased,President/Executive Branch,President/Executive Branch,Bad,No
25948,2014,US,TRIP Snap Poll May 2014,f,45-54,,,,,,,,,,,,,,,,Don't know,"Yes, within the next month",No,No,Yes,Don't know,I somewhat support it,Good,Good,Don't know,Decreased,President/Executive Branch,Congress,Good,Don't know
10419,2014,US,TRIP Snap Poll May 2014,f,35-44,,,,,,,,,,,,,,,,No,"Yes, within the next month",No,No,No,Yes,I somewhat oppose it,Bad,Good,Kept about the same,Kept about the same,President/Executive Branch,Congress,Bad,No
22244,2014,US,TRIP Snap Poll May 2014,m,,,,,,,,,,,,,,,,,No,No,Don't know,No,No,Yes,I neither support nor oppose it,Good,Good,Stopped altogether,Stopped altogether,President/Executive Branch,Congress,Don't know,No
22955,2014,US,TRIP Snap Poll May 2014,m,,,,,,,,,,,,,,,,,No,No,No,No,No,Yes,I neither support nor oppose it,Good,Good,Kept about the same,Kept about the same,Congress,Congress,Don't know,No
24871,2014,US,TRIP Snap Poll May 2014,m,65 and up,,,,,,,,,,,,,,,,No,No,No,No,No,Yes,I somewhat oppose it,Bad,Good,,Kept about the same,President/Executive Branch,President/Executive Branch,Bad,No
12044,2014,US,TRIP Snap Poll May 2014,f,45-54,,,,,,,,,,,,,,,,Yes,Don't know,No,No,No,Don't know,I neither support nor oppose it,Good,Good,Kept about the same,Kept about the same,President/Executive Branch,Congress,Don't know,No
25319,2014,US,TRIP Snap Poll May 2014,m,65 and up,,,,,,,,,,,,,,,,Don't know,"Yes, within the next month",No,No,No,Yes,I strongly support it,Good,Good,Kept about the same,Kept about the same,President/Executive Branch,President/Executive Branch,Good,No
25238,2014,US,TRIP Snap Poll May 2014,m,55-64,,,,,,,,,,,,,,,,No,No,Yes,No,No,Yes,Don't know,Good,Good,Kept about the same,Kept about the same,President/Executive Branch,President/Executive Branch,Don't know,No
25185,2014,US,TRIP Snap Poll May 2014,m,65 and up,,,,,,,,,,,,,,,,No,No,No,No,No,No,I somewhat support it,Good,Good,Kept about the same,Stopped altogether,President/Executive Branch,Congress,Good,No
24948,2014,US,TRIP Snap Poll May 2014,m,,,,,,,,,,,,,,,,,No,No,No,No,No,Yes,I somewhat support it,Good,Good,Decreased,Decreased,President/Executive Branch,Congress,Good,Yes
25555,2014,US,TRIP Snap Poll May 2014,f,35-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
