District,Government,Value,Revenue Type,year,Vote,Revenue Source
Moroto District,District Government,,,2014/15 Approved Budget,Vote: 538,121470 Development Grant
Moroto District,District Government,,,2015/16 Proposed Budget,Vote: 538,121470 Development Grant
Moroto District,District Government,,,2014/15 Approved Budget,Vote: 538,Works and Transport
Moroto District,District Government,,,2015/16 Proposed Budget,Vote: 538,Works and Transport
Moroto District,District Government,,,2014/15 Approved Budget,Vote: 538,121470 Development Grant
Moroto District,District Government,,,2015/16 Proposed Budget,Vote: 538,121470 Development Grant
Moroto District,District Government,,,2014/15 Approved Budget,Vote: 538,Education
Moroto District,District Government,,,2015/16 Proposed Budget,Vote: 538,Education
Moroto District,District Government,,,2014/15 Approved Budget,Vote: 538,121466 Sector Conditional Grant (Wage)
Moroto District,District Government,,,2015/16 Proposed Budget,Vote: 538,121466 Sector Conditional Grant (Wage)
Moroto District,District Government,,,2014/15 Approved Budget,Vote: 538,121467 Sector Conditional Grant (Non-Wage)
Moroto District,District Government,,,2015/16 Proposed Budget,Vote: 538,121467 Sector Conditional Grant (Non-Wage)
Moroto District,District Government,,,2014/15 Approved Budget,Vote: 538,121470 Development Grant
Moroto District,District Government,,,2015/16 Proposed Budget,Vote: 538,121470 Development Grant
Moroto District,District Government,,,2014/15 Approved Budget,Vote: 538,Health
Moroto District,District Government,,,2015/16 Proposed Budget,Vote: 538,Health
Moroto District,District Government,,,2014/15 Approved Budget,Vote: 538,121466 Sector Conditional Grant (Wage)
Moroto District,District Government,,,2015/16 Proposed Budget,Vote: 538,121466 Sector Conditional Grant (Wage)
Moroto District,District Government,,,2014/15 Approved Budget,Vote: 538,121467 Sector Conditional Grant (Non-Wage)
Moroto District,District Government,,,2015/16 Proposed Budget,Vote: 538,121467 Sector Conditional Grant (Non-Wage)
Moroto District,District Government,,,2014/15 Approved Budget,Vote: 538,121470 Development Grant
Moroto District,District Government,,,2015/16 Proposed Budget,Vote: 538,121470 Development Grant
Moroto District,District Government,,,2014/15 Approved Budget,Vote: 538,Water and Environment
Moroto District,District Government,,,2015/16 Proposed Budget,Vote: 538,Water and Environment
Moroto District,District Government,,,2014/15 Approved Budget,Vote: 538,121467 Sector Conditional Grant (Non-Wage)
Moroto District,District Government,,,2015/16 Proposed Budget,Vote: 538,121467 Sector Conditional Grant (Non-Wage)
Moroto District,District Government,,,2014/15 Approved Budget,Vote: 538,121470 Development Grant
Moroto District,District Government,,,2015/16 Proposed Budget,Vote: 538,121470 Development Grant
Moroto District,District Government,,,2014/15 Approved Budget,Vote: 538,Social Development
Moroto District,District Government,,,2015/16 Proposed Budget,Vote: 538,Social Development
Moroto District,District Government,,,2014/15 Approved Budget,Vote: 538,121467 Sector Conditional Grant (Non-Wage)
Moroto District,District Government,,,2015/16 Proposed Budget,Vote: 538,121467 Sector Conditional Grant (Non-Wage)
Moroto District,District Government,,,2014/15 Approved Budget,Vote: 538,Support Services
Moroto District,District Government,,,2015/16 Proposed Budget,Vote: 538,Support Services
Moroto District,District Government,,,2014/15 Approved Budget,Vote: 538,121469 Support Services Conditional Grant (Non-Wage)
Moroto District,District Government,,,2015/16 Proposed Budget,Vote: 538,121469 Support Services Conditional Grant (Non-Wage)
Moroto District,District Government,,,2014/15 Approved Budget,Vote: 538,District Discretionary
Moroto District,District Government,,,2015/16 Proposed Budget,Vote: 538,District Discretionary
Moroto District,District Government,,,2014/15 Approved Budget,Vote: 538,121401 District Unconditional Grant (Non-Wage)
Moroto District,District Government,,,2015/16 Proposed Budget,Vote: 538,121401 District Unconditional Grant (Non-Wage)
Moroto District,District Government,,,2014/15 Approved Budget,Vote: 538,121426 District Discretionary Development Grant
Moroto District,District Government,,,2015/16 Proposed Budget,Vote: 538,121426 District Discretionary Development Grant
Moroto District,District Government,,,2014/15 Approved Budget,Vote: 538,121451 District Unconditional Grant (Wage)
Moroto District,District Government,,,2015/16 Proposed Budget,Vote: 538,121451 District Unconditional Grant (Wage)
Moroto District,District Government,,,2014/15 Approved Budget,Vote: 538,District Equalisation
Moroto District,District Government,,,2015/16 Proposed Budget,Vote: 538,District Equalisation
Moroto District,District Government,,,2014/15 Approved Budget,Vote: 538,121403 District Equalisation
Moroto District,District Government,,,2015/16 Proposed Budget,Vote: 538,121403 District Equalisation
Moroto District,District Government,,,2014/15 Approved Budget,Vote: 538,Urban Equalisation
Moroto District,District Government,,,2015/16 Proposed Budget,Vote: 538,Urban Equalisation
Moroto District,District Government,,,2014/15 Approved Budget,Vote: 538,121463 Urban Equalisation
Moroto District,District Government,,,2015/16 Proposed Budget,Vote: 538,121463 Urban Equalisation
Moroto Municipal Council,District Government,"10,000",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 762,Liquor licences
Moroto Municipal Council,District Government,"10,000",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 762,Liquor licences
Moroto Municipal Council,District Government,"4,000",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 762,Other licences
Moroto Municipal Council,District Government,"4,000",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 762,Other licences
Moroto Municipal Council,District Government,"6,000",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 762,Other Fees and Charges
Moroto Municipal Council,District Government,"6,000",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 762,Other Fees and Charges
Moroto Municipal Council,District Government,"4,000",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 762,Occupational Permits
Moroto Municipal Council,District Government,"4,000",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 762,Occupational Permits
Moroto Municipal Council,District Government,"11,384",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 762,Miscellaneous
Moroto Municipal Council,District Government,"11,384",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 762,Miscellaneous
Moroto Municipal Council,District Government,"26,103",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 762,Market/Gate Charges
Moroto Municipal Council,District Government,"26,103",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 762,Market/Gate Charges
Moroto Municipal Council,District Government,"39,400",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 762,Park Fees
Moroto Municipal Council,District Government,"39,400",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 762,Park Fees
Moroto Municipal Council,District Government,"13,676",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 762,Local Hotel Tax
Moroto Municipal Council,District Government,"13,676",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 762,Local Hotel Tax
Moroto Municipal Council,District Government,"2,500",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 762,Inspection Fees
Moroto Municipal Council,District Government,"2,500",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 762,Inspection Fees
Moroto Municipal Council,District Government,"40,000",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 762,Land Fees
Moroto Municipal Council,District Government,"40,000",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 762,Land Fees
Moroto Municipal Council,District Government,"27,776",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 762,House rent
Moroto Municipal Council,District Government,"27,776",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 762,House rent
Moroto Municipal Council,District Government,"5,000",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 762,Advertisements/Billboards
Moroto Municipal Council,District Government,"5,000",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 762,Advertisements/Billboards
Moroto Municipal Council,District Government,"2,500",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 762,Bussiness Registration
Moroto Municipal Council,District Government,"2,500",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 762,Bussiness Registration
Moroto Municipal Council,District Government,"5,000",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 762,Business licences
Moroto Municipal Council,District Government,"5,000",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 762,Business licences
Moroto Municipal Council,District Government,"30,000",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 762,Agency Fees
Moroto Municipal Council,District Government,"30,000",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 762,Agency Fees
Moroto Municipal Council,District Government,"15,000",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 762,Local Service Tax
Moroto Municipal Council,District Government,"15,000",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 762,Local Service Tax
Moroto Municipal Council,District Government,"100,152",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 762,Rent & Rates from private entities
Moroto Municipal Council,District Government,"100,152",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 762,Rent & Rates from private entities
Moroto Municipal Council,District Government,"8,000",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 762,Voluntary Transfers(Recurent)
Moroto Municipal Council,District Government,"8,000",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 762,Voluntary Transfers(Recurent)
Moroto Municipal Council,District Government,"5,000",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 762,Sale of (Produced) Government Properties/assets
Moroto Municipal Council,District Government,"5,000",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 762,Sale of (Produced) Government Properties/assets
Moroto Municipal Council,District Government,"12,000",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 762,Slaughter fees
Moroto Municipal Council,District Government,"12,000",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 762,Slaughter fees
Moroto Municipal Council,District Government,"168,124",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 762,Utilities(Water)
Moroto Municipal Council,District Government,"168,124",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 762,Utilities(Water)
Moroto Municipal Council,District Government,"22,795",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 762,Unspent balances - Locally Raised Revenues
Moroto Municipal Council,District Government,,1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 762,Unspent balances - Locally Raised Revenues
Moroto Municipal Council,District Government,650,1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 762,"Registration (e.g. Births, Deaths, Marriages, etc.) Fees"
Moroto Municipal Council,District Government,650,1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 762,"Registration (e.g. Births, Deaths, Marriages, etc.) Fees"
Moroto Municipal Council,District Government,"17,958",2a. Discretionary Government Transfers,2014/15 Approved Budget,Vote: 762,Urban Equalisation Grant 
Moroto Municipal Council,District Government,"17,958",2a. Discretionary Government Transfers,2015/16 Proposed Budget,Vote: 762,Urban Equalisation Grant 
Moroto Municipal Council,District Government,"252,991",2a. Discretionary Government Transfers,2014/15 Approved Budget,Vote: 762,Transfer of Urban Unconditional Grant - Wage
Moroto Municipal Council,District Government,"252,991",2a. Discretionary Government Transfers,2015/16 Proposed Budget,Vote: 762,Transfer of Urban Unconditional Grant - Wage
Moroto Municipal Council,District Government,"78,666",2a. Discretionary Government Transfers,2014/15 Approved Budget,Vote: 762,Urban Unconditional Grant - Non Wage
Moroto Municipal Council,District Government,"78,666",2a. Discretionary Government Transfers,2015/16 Proposed Budget,Vote: 762,Urban Unconditional Grant - Non Wage
Moroto Municipal Council,District Government,"7,391",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 762,Conditional Grant to Public Libraries
Moroto Municipal Council,District Government,"7,391",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 762,Conditional Grant to Public Libraries
Moroto Municipal Council,District Government,"309,894",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 762,Conditional Grant to Primary Salaries
Moroto Municipal Council,District Government,"309,894",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 762,Conditional Grant to Primary Salaries
Moroto Municipal Council,District Government,"23,489",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 762,Conditional Grant to Primary Education
Moroto Municipal Council,District Government,"23,489",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 762,Conditional Grant to Primary Education
Moroto Municipal Council,District Government,"308,724",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 762,Conditional Grant to PHC Salaries
Moroto Municipal Council,District Government,"308,724",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 762,Conditional Grant to PHC Salaries
Moroto Municipal Council,District Government,"25,937",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 762,Conditional Grant to PHC- Non wage
Moroto Municipal Council,District Government,"25,937",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 762,Conditional Grant to PHC- Non wage
Moroto Municipal Council,District Government,"193,619",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 762,Conditional Grant to PHC - development
Moroto Municipal Council,District Government,"193,619",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 762,Conditional Grant to PHC - development
Moroto Municipal Council,District Government,"15,405",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 762,Conditional Grant to PAF monitoring
Moroto Municipal Council,District Government,"15,405",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 762,Conditional Grant to PAF monitoring
Moroto Municipal Council,District Government,"1,302",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 762,Conditional Grant to Functional Adult Lit
Moroto Municipal Council,District Government,"1,302",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 762,Conditional Grant to Functional Adult Lit
Moroto Municipal Council,District Government,"195,941",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 762,Conditional Grant to Secondary Education
Moroto Municipal Council,District Government,"195,941",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 762,Conditional Grant to Secondary Education
Moroto Municipal Council,District Government,330,2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 762,Conditional Grant to Community Devt Assistants Non Wage
Moroto Municipal Council,District Government,330,2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 762,Conditional Grant to Community Devt Assistants Non Wage
Moroto Municipal Council,District Government,"39,347",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 762,Conditional transfer for Rural Water 
Moroto Municipal Council,District Government,"39,347",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 762,Conditional transfer for Rural Water 
Moroto Municipal Council,District Government,"10,913",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 762,Conditional Grant to Agric. Ext Salaries
Moroto Municipal Council,District Government,"10,913",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 762,Conditional Grant to Agric. Ext Salaries
Moroto Municipal Council,District Government,"12,431",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 762,Conditional Grant to District Natural Res. - Wetlands (Non Wage)
Moroto Municipal Council,District Government,"12,431",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 762,Conditional Grant to District Natural Res. - Wetlands (Non Wage)
Moroto Municipal Council,District Government,"31,478",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 762,Roads Rehabilitation Grant
Moroto Municipal Council,District Government,"31,478",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 762,Roads Rehabilitation Grant
Moroto Municipal Council,District Government,"1,018,671",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 762,Uganda Support to Municipal Infrastructure Development (USMID)
Moroto Municipal Council,District Government,"1,018,671",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 762,Uganda Support to Municipal Infrastructure Development (USMID)
Moroto Municipal Council,District Government,"664,467",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 762,Conditional Grant to Tertiary Salaries
Moroto Municipal Council,District Government,"664,467",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 762,Conditional Grant to Tertiary Salaries
Moroto Municipal Council,District Government,"6,401",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 762,Conditional transfers to School Inspection Grant
Moroto Municipal Council,District Government,"6,401",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 762,Conditional transfers to School Inspection Grant
Moroto Municipal Council,District Government,"206,622",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 762,Conditional Grant to Secondary Salaries
Moroto Municipal Council,District Government,"206,622",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 762,Conditional Grant to Secondary Salaries
Moroto Municipal Council,District Government,"31,478",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 762,Conditional transfers to Production and Marketing
Moroto Municipal Council,District Government,"31,478",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 762,Conditional transfers to Production and Marketing
Moroto Municipal Council,District Government,"32,040",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 762,Conditional transfers to Councillors allowances and Ex- Gratia for LLGs
Moroto Municipal Council,District Government,"32,040",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 762,Conditional transfers to Councillors allowances and Ex- Gratia for LLGs
Moroto Municipal Council,District Government,"1,187",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 762,Conditional Grant to Women Youth and Disability Grant
Moroto Municipal Council,District Government,"1,187",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 762,Conditional Grant to Women Youth and Disability Grant
Moroto Municipal Council,District Government,"2,479",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 762,Conditional transfers to Special Grant for PWDs
Moroto Municipal Council,District Government,"2,479",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 762,Conditional transfers to Special Grant for PWDs
Moroto Municipal Council,District Government,"196,128",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 762,Conditional Grant to SFG
Moroto Municipal Council,District Government,"196,128",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 762,Conditional Grant to SFG
Moroto Municipal Council,District Government,"100,000",2c. Other Government Transfers,2014/15 Approved Budget,Vote: 762,Youth Livelihood Programme
Moroto Municipal Council,District Government,"100,000",2c. Other Government Transfers,2015/16 Proposed Budget,Vote: 762,Youth Livelihood Programme
Moroto Municipal Council,District Government,"39,928",2c. Other Government Transfers,2014/15 Approved Budget,Vote: 762,Unspent balances - Other Government Transfers
Moroto Municipal Council,District Government,,2c. Other Government Transfers,2015/16 Proposed Budget,Vote: 762,Unspent balances - Other Government Transfers
Moroto Municipal Council,District Government,"736,773",2c. Other Government Transfers,2014/15 Approved Budget,Vote: 762,Unspent balances - Conditional Grants
Moroto Municipal Council,District Government,,2c. Other Government Transfers,2015/16 Proposed Budget,Vote: 762,Unspent balances - Conditional Grants
Moroto Municipal Council,District Government,"649,660",2c. Other Government Transfers,2014/15 Approved Budget,Vote: 762,Urban roads' maintenance-Uganda Road Fund
Moroto Municipal Council,District Government,"649,660",2c. Other Government Transfers,2015/16 Proposed Budget,Vote: 762,Urban roads' maintenance-Uganda Road Fund
Moroto Municipal Council,District Government,"53,084",3. Local Development Grant,2014/15 Approved Budget,Vote: 762,LGMSD (Former LGDP)
Moroto Municipal Council,District Government,"53,084",3. Local Development Grant,2015/16 Proposed Budget,Vote: 762,LGMSD (Former LGDP)
Moyo District,District Government,"40,000",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 539,Sale of (Produced) Government Properties/assets
Moyo District,District Government,"40,000",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 539,Sale of (Produced) Government Properties/assets
Moyo District,District Government,"12,290",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 539,Other licences
Moyo District,District Government,"12,290",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 539,Other licences
Moyo District,District Government,"5,120",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 539,Occupational Permits
Moyo District,District Government,"5,120",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 539,Occupational Permits
Moyo District,District Government,"216,724",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 539,Miscellaneous
Moyo District,District Government,"134,252",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 539,Miscellaneous
Moyo District,District Government,"90,976",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 539,Market/Gate Charges
Moyo District,District Government,"90,976",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 539,Market/Gate Charges
Moyo District,District Government,"26,281",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 539,Local Service Tax
Moyo District,District Government,"26,281",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 539,Local Service Tax
Moyo District,District Government,"45,606",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 539,Park Fees
Moyo District,District Government,"45,606",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 539,Park Fees
Moyo District,District Government,"4,639",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 539,Public Health Licences
Moyo District,District Government,"4,639",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 539,Public Health Licences
Moyo District,District Government,"6,050",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 539,"Registration (e.g. Births, Deaths, Marriages, etc.) Fees"
Moyo District,District Government,"6,050",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 539,"Registration (e.g. Births, Deaths, Marriages, etc.) Fees"
Moyo District,District Government,"8,460",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 539,Registration of Businesses
Moyo District,District Government,"8,460",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 539,Registration of Businesses
Moyo District,District Government,"63,000",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 539,Rent & Rates from other Gov't Units
Moyo District,District Government,"63,000",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 539,Rent & Rates from other Gov't Units
Moyo District,District Government,"120,617",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 539,Other Fees and Charges
Moyo District,District Government,"74,718",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 539,Other Fees and Charges
Moyo District,District Government,"6,000",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 539,Local Hotel Tax
Moyo District,District Government,"6,000",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 539,Local Hotel Tax
Moyo District,District Government,"1,710",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 539,Educational/Instruction related levies
Moyo District,District Government,"1,710",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 539,Educational/Instruction related levies
Moyo District,District Government,"4,655",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 539,Liquor licences
Moyo District,District Government,"4,655",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 539,Liquor licences
Moyo District,District Government,"26,830",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 539,Land Fees
Moyo District,District Government,"26,830",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 539,Land Fees
Moyo District,District Government,"12,080",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 539,Inspection Fees
Moyo District,District Government,"12,080",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 539,Inspection Fees
Moyo District,District Government,"1,000",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 539,Advertisements/Billboards
Moyo District,District Government,"1,000",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 539,Advertisements/Billboards
Moyo District,District Government,"40,486",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 539,Business licences
Moyo District,District Government,"40,486",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 539,Business licences
Moyo District,District Government,"7,205",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 539,Application Fees
Moyo District,District Government,"7,205",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 539,Application Fees
Moyo District,District Government,"61,554",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 539,Unspent balances - Locally Raised Revenues
Moyo District,District Government,0,1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 539,Unspent balances - Locally Raised Revenues
Moyo District,District Government,"15,850",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 539,Animal & Crop Husbandry related levies
Moyo District,District Government,"15,850",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 539,Animal & Crop Husbandry related levies
Moyo District,District Government,"68,056",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 539,Agency Fees
Moyo District,District Government,,1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 539,Agency Fees
Moyo District,District Government,0,1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 539,Rent & Rates from private entities
Moyo District,District Government,,1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 539,Rent & Rates from private entities
Moyo District,District Government,"616,677",2a. Discretionary Government Transfers,2014/15 Approved Budget,Vote: 539,District Unconditional Grant - Non Wage
Moyo District,District Government,"616,677",2a. Discretionary Government Transfers,2015/16 Proposed Budget,Vote: 539,District Unconditional Grant - Non Wage
Moyo District,District Government,"144,244",2a. Discretionary Government Transfers,2014/15 Approved Budget,Vote: 539,District Equalisation Grant
Moyo District,District Government,"144,244",2a. Discretionary Government Transfers,2015/16 Proposed Budget,Vote: 539,District Equalisation Grant
Moyo District,District Government,"1,287,337",2a. Discretionary Government Transfers,2014/15 Approved Budget,Vote: 539,Transfer of District Unconditional Grant - Wage
Moyo District,District Government,"1,287,337",2a. Discretionary Government Transfers,2015/16 Proposed Budget,Vote: 539,Transfer of District Unconditional Grant - Wage
Moyo District,District Government,"96,383",2a. Discretionary Government Transfers,2014/15 Approved Budget,Vote: 539,Urban Unconditional Grant - Non Wage
Moyo District,District Government,"96,383",2a. Discretionary Government Transfers,2015/16 Proposed Budget,Vote: 539,Urban Unconditional Grant - Non Wage
Moyo District,District Government,"132,155",2a. Discretionary Government Transfers,2014/15 Approved Budget,Vote: 539,Transfer of Urban Unconditional Grant - Wage
Moyo District,District Government,"132,155",2a. Discretionary Government Transfers,2015/16 Proposed Budget,Vote: 539,Transfer of Urban Unconditional Grant - Wage
Moyo District,District Government,"792,485",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 539,Conditional transfer for Rural Water 
Moyo District,District Government,"792,485",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 539,Conditional transfer for Rural Water 
Moyo District,District Government,"525,805",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 539,Conditional Grant to Tertiary Salaries
Moyo District,District Government,"525,805",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 539,Conditional Grant to Tertiary Salaries
Moyo District,District Government,"480,186",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 539,Conditional Grant to SFG
Moyo District,District Government,"480,186",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 539,Conditional Grant to SFG
Moyo District,District Government,"756,527",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 539,Conditional Grant to Secondary Salaries
Moyo District,District Government,"756,527",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 539,Conditional Grant to Secondary Salaries
Moyo District,District Government,"509,064",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 539,Conditional Grant to Secondary Education
Moyo District,District Government,"509,064",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 539,Conditional Grant to Secondary Education
Moyo District,District Government,"4,293,505",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 539,Conditional Grant to Primary Salaries
Moyo District,District Government,"4,293,505",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 539,Conditional Grant to Primary Salaries
Moyo District,District Government,"321,277",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 539,Conditional Grant to Primary Education
Moyo District,District Government,"321,277",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 539,Conditional Grant to Primary Education
Moyo District,District Government,"2,756,296",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 539,Conditional Grant to PHC Salaries
