Budget Type,District,Government,Budget,Economic Function,year,Vote,ofWhich,Budget Function,Programme
Recurrent Budget Estimates,HOIMA Municipal Council,Central Government,"15,000",321408  Conditional Grant to Agric. Ext Salaries,2015/16 Draft Estimates,Vote:771,,Wage,Programme  04 Production
Recurrent Budget Estimates,HOIMA Municipal Council,Central Government,"54,426",321413  Conditional Grant to PHC- Non wage,2015/16 Draft Estimates,Vote:771,,Non Wage,Programme  05 Health
Recurrent Budget Estimates,HOIMA Municipal Council,Central Government,"287,563",321407  Conditional Grant to PHC Salaries,2015/16 Draft Estimates,Vote:771,,Wage,Programme  05 Health
Recurrent Budget Estimates,HOIMA Municipal Council,Central Government,"26,393",321447  Conditional transfers to School Inspection Grant,2015/16 Draft Estimates,Vote:771,,Non Wage,Programme  06 Education
Recurrent Budget Estimates,HOIMA Municipal Council,Central Government,"12,488",o/w DEO Operational Costs,2015/16 Draft Estimates,Vote:771,321447  Conditional transfers to School Inspection Grant,Non Wage,Programme  06 Education
Recurrent Budget Estimates,HOIMA Municipal Council,Central Government,"1,234,983",321419  Conditional Grant to Secondary Education,2015/16 Draft Estimates,Vote:771,,Non Wage,Programme  06 Education
Recurrent Budget Estimates,HOIMA Municipal Council,Central Government,"136,759",321411  Conditional Grant to Primary Education,2015/16 Draft Estimates,Vote:771,,Non Wage,Programme  06 Education
Recurrent Budget Estimates,HOIMA Municipal Council,Central Government,"1,197,078",321406  Conditional Grant to Secondary Salaries,2015/16 Draft Estimates,Vote:771,,Wage,Programme  06 Education
Recurrent Budget Estimates,HOIMA Municipal Council,Central Government,"1,907,834",321405  Conditional Grant to Primary Salaries,2015/16 Draft Estimates,Vote:771,,Wage,Programme  06 Education
Recurrent Budget Estimates,HOIMA Municipal Council,Central Government,"433,335",321404  Conditional Grant to Tertiary Salaries,2015/16 Draft Estimates,Vote:771,,Wage,Programme  06 Education
Recurrent Budget Estimates,HOIMA Municipal Council,Central Government,"8,883",321446  Conditional transfers to Special Grant for PWDs,2015/16 Draft Estimates,Vote:771,,Non Wage,Programme  09 Community Based Services
Recurrent Budget Estimates,HOIMA Municipal Council,Central Government,"4,255",321437  Conditional Grant to Women Youth and Disability Grant,2015/16 Draft Estimates,Vote:771,,Non Wage,Programme  09 Community Based Services
Recurrent Budget Estimates,HOIMA Municipal Council,Central Government,851,o/w Disability,2015/16 Draft Estimates,Vote:771,321437  Conditional Grant to Women Youth and Disability Grant,Non Wage,Programme  09 Community Based Services
Recurrent Budget Estimates,HOIMA Municipal Council,Central Government,"1,702",o/w Women,2015/16 Draft Estimates,Vote:771,321437  Conditional Grant to Women Youth and Disability Grant,Non Wage,Programme  09 Community Based Services
Recurrent Budget Estimates,HOIMA Municipal Council,Central Government,"1,702",o/w Youth,2015/16 Draft Estimates,Vote:771,321437  Conditional Grant to Women Youth and Disability Grant,Non Wage,Programme  09 Community Based Services
Recurrent Budget Estimates,HOIMA Municipal Council,Central Government,"1,182",321434  Conditional Grant to Community Devt Assistants Non Wage,2015/16 Draft Estimates,Vote:771,,Non Wage,Programme  09 Community Based Services
Recurrent Budget Estimates,HOIMA Municipal Council,Central Government,"19,016",321430  Conditional Grant to Public Libraries,2015/16 Draft Estimates,Vote:771,,Non Wage,Programme  09 Community Based Services
Recurrent Budget Estimates,HOIMA Municipal Council,Central Government,"4,664",321420  Conditional Grant to Functional Adult Lit,2015/16 Draft Estimates,Vote:771,,Non Wage,Programme  09 Community Based Services
Development Budget Estimates,HOIMA Municipal Council,Central Government,"243,708",321426  LGMSD (Former LGDP),2015/16 Draft Estimates,Vote:771,,Dev't,Project  0115 LGDP FUND
Development Budget Estimates,HOIMA Municipal Council,Central Government,"4,366",321431  Conditional Grant to PHC - development,2015/16 Draft Estimates,Vote:771,,Dev't,Project  0422 PRIMARY HEALTH CARE
Development Budget Estimates,HOIMA Municipal Council,Central Government,"206,737",321433  Conditional Grant to SFG,2015/16 Draft Estimates,Vote:771,,Dev't,Project  0423 SCHOOL CONSTRUCTION PROGRAMME
Development Budget Estimates,HOIMA Municipal Council,Central Government,"5,639,139",321465  Conditional transfer to Municipal Infrastructure Development,2015/16 Draft Estimates,Vote:771,,Dev't,Project  1255 UGANDA SUPPORT TO MUNICIPAL INFRASTRUCTURE DEVELOPMENT
Recurrent Budget Estimates,MUKONO Municipal Council,Central Government,"497,668",321450  Transfer of Urban Unconditional Grant - Wage,2015/16 Draft Estimates,Vote:772,,Wage,Programme  01 Administration
Recurrent Budget Estimates,MUKONO Municipal Council,Central Government,"452,435",321402  Urban Unconditional Grant - Non Wage,2015/16 Draft Estimates,Vote:772,,Non Wage,Programme  01 Administration
Recurrent Budget Estimates,MUKONO Municipal Council,Central Government,"30,000",221016  IFMS Recurrent Costs,2015/16 Draft Estimates,Vote:772,,Non Wage,Programme  01 Administration
Recurrent Budget Estimates,MUKONO Municipal Council,Central Government,"18,862",321427  Conditional Grant to PAF monitoring,2015/16 Draft Estimates,Vote:772,,Non Wage,"Programme  02 Finance, Planning and Internal Audit"
Recurrent Budget Estimates,MUKONO Municipal Council,Central Government,"13,076",o/w Normal PAF Monitoring & Accountability,2015/16 Draft Estimates,Vote:772,321427  Conditional Grant to PAF monitoring,Non Wage,"Programme  02 Finance, Planning and Internal Audit"
Recurrent Budget Estimates,MUKONO Municipal Council,Central Government,"5,786",o/w Printing of Payslips,2015/16 Draft Estimates,Vote:772,321427  Conditional Grant to PAF monitoring,Non Wage,"Programme  02 Finance, Planning and Internal Audit"
Recurrent Budget Estimates,MUKONO Municipal Council,Central Government,"227,963",321445  Conditional transfers to Councillors allowances and Ex- Gratia for LLGs,2015/16 Draft Estimates,Vote:772,,Non Wage,Programme  03 Statutory Bodies
Recurrent Budget Estimates,MUKONO Municipal Council,Central Government,"34,070",321444  Conditional transfers to Salary and Gratuity for LG elected Political Leaders,2015/16 Draft Estimates,Vote:772,,Wage,Programme  03 Statutory Bodies
Recurrent Budget Estimates,MUKONO Municipal Council,Central Government,"5,212","321422  Conditional transfers to Contracts Committee/DSC/PAC/Land Boards, etc.",2015/16 Draft Estimates,Vote:772,,Non Wage,Programme  03 Statutory Bodies
Recurrent Budget Estimates,MUKONO Municipal Council,Central Government,"5,212",o/w Contracts Committee,2015/16 Draft Estimates,Vote:772,"321422  Conditional transfers to Contracts Committee/DSC/PAC/Land Boards, etc.",Non Wage,Programme  03 Statutory Bodies
Recurrent Budget Estimates,MUKONO Municipal Council,Central Government,"50,102",321408  Conditional Grant to Agric. Ext Salaries,2015/16 Draft Estimates,Vote:772,,Wage,Programme  04 Production
Recurrent Budget Estimates,MUKONO Municipal Council,Central Government,"84,495",321413  Conditional Grant to PHC- Non wage,2015/16 Draft Estimates,Vote:772,,Non Wage,Programme  05 Health
Recurrent Budget Estimates,MUKONO Municipal Council,Central Government,"678,918",321407  Conditional Grant to PHC Salaries,2015/16 Draft Estimates,Vote:772,,Wage,Programme  05 Health
Recurrent Budget Estimates,MUKONO Municipal Council,Central Government,"27,575",321447  Conditional transfers to School Inspection Grant,2015/16 Draft Estimates,Vote:772,,Non Wage,Programme  06 Education
Recurrent Budget Estimates,MUKONO Municipal Council,Central Government,"13,016",o/w DEO Operational Costs,2015/16 Draft Estimates,Vote:772,321447  Conditional transfers to School Inspection Grant,Non Wage,Programme  06 Education
Recurrent Budget Estimates,MUKONO Municipal Council,Central Government,"534,912",321419  Conditional Grant to Secondary Education,2015/16 Draft Estimates,Vote:772,,Non Wage,Programme  06 Education
Recurrent Budget Estimates,MUKONO Municipal Council,Central Government,"190,268",321411  Conditional Grant to Primary Education,2015/16 Draft Estimates,Vote:772,,Non Wage,Programme  06 Education
Recurrent Budget Estimates,MUKONO Municipal Council,Central Government,"1,778,763",321406  Conditional Grant to Secondary Salaries,2015/16 Draft Estimates,Vote:772,,Wage,Programme  06 Education
Recurrent Budget Estimates,MUKONO Municipal Council,Central Government,"2,860,761",321405  Conditional Grant to Primary Salaries,2015/16 Draft Estimates,Vote:772,,Wage,Programme  06 Education
Recurrent Budget Estimates,MUKONO Municipal Council,Central Government,"8,070",321446  Conditional transfers to Special Grant for PWDs,2015/16 Draft Estimates,Vote:772,,Non Wage,Programme  09 Community Based Services
Recurrent Budget Estimates,MUKONO Municipal Council,Central Government,"3,865",321437  Conditional Grant to Women Youth and Disability Grant,2015/16 Draft Estimates,Vote:772,,Non Wage,Programme  09 Community Based Services
Recurrent Budget Estimates,MUKONO Municipal Council,Central Government,773,o/w Disability,2015/16 Draft Estimates,Vote:772,321437  Conditional Grant to Women Youth and Disability Grant,Non Wage,Programme  09 Community Based Services
Recurrent Budget Estimates,MUKONO Municipal Council,Central Government,"1,546",o/w Women,2015/16 Draft Estimates,Vote:772,321437  Conditional Grant to Women Youth and Disability Grant,Non Wage,Programme  09 Community Based Services
Recurrent Budget Estimates,MUKONO Municipal Council,Central Government,"1,546",o/w Youth,2015/16 Draft Estimates,Vote:772,321437  Conditional Grant to Women Youth and Disability Grant,Non Wage,Programme  09 Community Based Services
Recurrent Budget Estimates,MUKONO Municipal Council,Central Government,"1,073",321434  Conditional Grant to Community Devt Assistants Non Wage,2015/16 Draft Estimates,Vote:772,,Non Wage,Programme  09 Community Based Services
Recurrent Budget Estimates,MUKONO Municipal Council,Central Government,"4,238",321420  Conditional Grant to Functional Adult Lit,2015/16 Draft Estimates,Vote:772,,Non Wage,Programme  09 Community Based Services
Development Budget Estimates,MUKONO Municipal Council,Central Government,"300,874",321426  LGMSD (Former LGDP),2015/16 Draft Estimates,Vote:772,,Dev't,Project  0115 LGDP FUND
Development Budget Estimates,MUKONO Municipal Council,Central Government,"5,029",321431  Conditional Grant to PHC - development,2015/16 Draft Estimates,Vote:772,,Dev't,Project  0422 PRIMARY HEALTH CARE
Development Budget Estimates,MUKONO Municipal Council,Central Government,"273,188",321433  Conditional Grant to SFG,2015/16 Draft Estimates,Vote:772,,Dev't,Project  0423 SCHOOL CONSTRUCTION PROGRAMME
Recurrent Budget Estimates,IGANGA Municipal Council,Central Government,"437,968",321450  Transfer of Urban Unconditional Grant - Wage,2015/16 Draft Estimates,Vote:773,,Wage,Programme  01 Administration
Recurrent Budget Estimates,IGANGA Municipal Council,Central Government,"190,515",321402  Urban Unconditional Grant - Non Wage,2015/16 Draft Estimates,Vote:773,,Non Wage,Programme  01 Administration
Recurrent Budget Estimates,IGANGA Municipal Council,Central Government,"11,295",321427  Conditional Grant to PAF monitoring,2015/16 Draft Estimates,Vote:773,,Non Wage,"Programme  02 Finance, Planning and Internal Audit"
Recurrent Budget Estimates,IGANGA Municipal Council,Central Government,"9,366",o/w Normal PAF Monitoring & Accountability,2015/16 Draft Estimates,Vote:773,321427  Conditional Grant to PAF monitoring,Non Wage,"Programme  02 Finance, Planning and Internal Audit"
Recurrent Budget Estimates,IGANGA Municipal Council,Central Government,"1,929",o/w Printing of Payslips,2015/16 Draft Estimates,Vote:773,321427  Conditional Grant to PAF monitoring,Non Wage,"Programme  02 Finance, Planning and Internal Audit"
Recurrent Budget Estimates,IGANGA Municipal Council,Central Government,"147,370",321445  Conditional transfers to Councillors allowances and Ex- Gratia for LLGs,2015/16 Draft Estimates,Vote:773,,Non Wage,Programme  03 Statutory Bodies
Recurrent Budget Estimates,IGANGA Municipal Council,Central Government,"34,070",321444  Conditional transfers to Salary and Gratuity for LG elected Political Leaders,2015/16 Draft Estimates,Vote:773,,Wage,Programme  03 Statutory Bodies
Recurrent Budget Estimates,IGANGA Municipal Council,Central Government,"5,212","321422  Conditional transfers to Contracts Committee/DSC/PAC/Land Boards, etc.",2015/16 Draft Estimates,Vote:773,,Non Wage,Programme  03 Statutory Bodies
Recurrent Budget Estimates,IGANGA Municipal Council,Central Government,"5,212",o/w Contracts Committee,2015/16 Draft Estimates,Vote:773,"321422  Conditional transfers to Contracts Committee/DSC/PAC/Land Boards, etc.",Non Wage,Programme  03 Statutory Bodies
Recurrent Budget Estimates,IGANGA Municipal Council,Central Government,"15,000",321408  Conditional Grant to Agric. Ext Salaries,2015/16 Draft Estimates,Vote:773,,Wage,Programme  04 Production
Recurrent Budget Estimates,IGANGA Municipal Council,Central Government,"33,263",321413  Conditional Grant to PHC- Non wage,2015/16 Draft Estimates,Vote:773,,Non Wage,Programme  05 Health
Recurrent Budget Estimates,IGANGA Municipal Council,Central Government,"208,853",321407  Conditional Grant to PHC Salaries,2015/16 Draft Estimates,Vote:773,,Wage,Programme  05 Health
Recurrent Budget Estimates,IGANGA Municipal Council,Central Government,"18,291",321447  Conditional transfers to School Inspection Grant,2015/16 Draft Estimates,Vote:773,,Non Wage,Programme  06 Education
Recurrent Budget Estimates,IGANGA Municipal Council,Central Government,"8,871",o/w DEO Operational Costs,2015/16 Draft Estimates,Vote:773,321447  Conditional transfers to School Inspection Grant,Non Wage,Programme  06 Education
Recurrent Budget Estimates,IGANGA Municipal Council,Central Government,"1,029,540",321419  Conditional Grant to Secondary Education,2015/16 Draft Estimates,Vote:773,,Non Wage,Programme  06 Education
Recurrent Budget Estimates,IGANGA Municipal Council,Central Government,"54,931",321411  Conditional Grant to Primary Education,2015/16 Draft Estimates,Vote:773,,Non Wage,Programme  06 Education
Recurrent Budget Estimates,IGANGA Municipal Council,Central Government,"444,133",321406  Conditional Grant to Secondary Salaries,2015/16 Draft Estimates,Vote:773,,Wage,Programme  06 Education
Recurrent Budget Estimates,IGANGA Municipal Council,Central Government,"1,109,369",321405  Conditional Grant to Primary Salaries,2015/16 Draft Estimates,Vote:773,,Wage,Programme  06 Education
Recurrent Budget Estimates,IGANGA Municipal Council,Central Government,"4,730",321446  Conditional transfers to Special Grant for PWDs,2015/16 Draft Estimates,Vote:773,,Non Wage,Programme  09 Community Based Services
Recurrent Budget Estimates,IGANGA Municipal Council,Central Government,"2,266",321437  Conditional Grant to Women Youth and Disability Grant,2015/16 Draft Estimates,Vote:773,,Non Wage,Programme  09 Community Based Services
Recurrent Budget Estimates,IGANGA Municipal Council,Central Government,453,o/w Disability,2015/16 Draft Estimates,Vote:773,321437  Conditional Grant to Women Youth and Disability Grant,Non Wage,Programme  09 Community Based Services
Recurrent Budget Estimates,IGANGA Municipal Council,Central Government,906,o/w Women,2015/16 Draft Estimates,Vote:773,321437  Conditional Grant to Women Youth and Disability Grant,Non Wage,Programme  09 Community Based Services
Recurrent Budget Estimates,IGANGA Municipal Council,Central Government,906,o/w Youth,2015/16 Draft Estimates,Vote:773,321437  Conditional Grant to Women Youth and Disability Grant,Non Wage,Programme  09 Community Based Services
Recurrent Budget Estimates,IGANGA Municipal Council,Central Government,629,321434  Conditional Grant to Community Devt Assistants Non Wage,2015/16 Draft Estimates,Vote:773,,Non Wage,Programme  09 Community Based Services
Recurrent Budget Estimates,IGANGA Municipal Council,Central Government,"2,484",321420  Conditional Grant to Functional Adult Lit,2015/16 Draft Estimates,Vote:773,,Non Wage,Programme  09 Community Based Services
Development Budget Estimates,IGANGA Municipal Council,Central Government,"141,411",321426  LGMSD (Former LGDP),2015/16 Draft Estimates,Vote:773,,Dev't,Project  0115 LGDP FUND
Development Budget Estimates,IGANGA Municipal Council,Central Government,"7,876",321431  Conditional Grant to PHC - development,2015/16 Draft Estimates,Vote:773,,Dev't,Project  0422 PRIMARY HEALTH CARE
Development Budget Estimates,IGANGA Municipal Council,Central Government,"273,188",321433  Conditional Grant to SFG,2015/16 Draft Estimates,Vote:773,,Dev't,Project  0423 SCHOOL CONSTRUCTION PROGRAMME
Recurrent Budget Estimates,MASINDI Municipal Council,Central Government,"376,776",321450  Transfer of Urban Unconditional Grant - Wage,2015/16 Draft Estimates,Vote:774,,Wage,Programme  01 Administration
Recurrent Budget Estimates,MASINDI Municipal Council,Central Government,"290,799",321402  Urban Unconditional Grant - Non Wage,2015/16 Draft Estimates,Vote:774,,Non Wage,Programme  01 Administration
Recurrent Budget Estimates,MASINDI Municipal Council,Central Government,"20,966",321427  Conditional Grant to PAF monitoring,2015/16 Draft Estimates,Vote:774,,Non Wage,"Programme  02 Finance, Planning and Internal Audit"
Recurrent Budget Estimates,MASINDI Municipal Council,Central Government,"10,628",o/w Normal PAF Monitoring & Accountability,2015/16 Draft Estimates,Vote:774,321427  Conditional Grant to PAF monitoring,Non Wage,"Programme  02 Finance, Planning and Internal Audit"
Recurrent Budget Estimates,MASINDI Municipal Council,Central Government,"5,896",o/w PRDP allocation,2015/16 Draft Estimates,Vote:774,321427  Conditional Grant to PAF monitoring,Non Wage,"Programme  02 Finance, Planning and Internal Audit"
Recurrent Budget Estimates,MASINDI Municipal Council,Central Government,"4,441",o/w Printing of Payslips,2015/16 Draft Estimates,Vote:774,321427  Conditional Grant to PAF monitoring,Non Wage,"Programme  02 Finance, Planning and Internal Audit"
Recurrent Budget Estimates,MASINDI Municipal Council,Central Government,"68,352",321445  Conditional transfers to Councillors allowances and Ex- Gratia for LLGs,2015/16 Draft Estimates,Vote:774,,Non Wage,Programme  03 Statutory Bodies
Recurrent Budget Estimates,MASINDI Municipal Council,Central Government,"43,805",321444  Conditional transfers to Salary and Gratuity for LG elected Political Leaders,2015/16 Draft Estimates,Vote:774,,Wage,Programme  03 Statutory Bodies
Recurrent Budget Estimates,MASINDI Municipal Council,Central Government,"5,212","321422  Conditional transfers to Contracts Committee/DSC/PAC/Land Boards, etc.",2015/16 Draft Estimates,Vote:774,,Non Wage,Programme  03 Statutory Bodies
Recurrent Budget Estimates,MASINDI Municipal Council,Central Government,"5,212",o/w Contracts Committee,2015/16 Draft Estimates,Vote:774,"321422  Conditional transfers to Contracts Committee/DSC/PAC/Land Boards, etc.",Non Wage,Programme  03 Statutory Bodies
Recurrent Budget Estimates,MASINDI Municipal Council,Central Government,"28,074",321408  Conditional Grant to Agric. Ext Salaries,2015/16 Draft Estimates,Vote:774,,Wage,Programme  04 Production
Recurrent Budget Estimates,MASINDI Municipal Council,Central Government,"52,128",321413  Conditional Grant to PHC- Non wage,2015/16 Draft Estimates,Vote:774,,Non Wage,Programme  05 Health
Recurrent Budget Estimates,MASINDI Municipal Council,Central Government,"367,120",321407  Conditional Grant to PHC Salaries,2015/16 Draft Estimates,Vote:774,,Wage,Programme  05 Health
Recurrent Budget Estimates,MASINDI Municipal Council,Central Government,"21,329",321447  Conditional transfers to School Inspection Grant,2015/16 Draft Estimates,Vote:774,,Non Wage,Programme  06 Education
Recurrent Budget Estimates,MASINDI Municipal Council,Central Government,"10,228",o/w DEO Operational Costs,2015/16 Draft Estimates,Vote:774,321447  Conditional transfers to School Inspection Grant,Non Wage,Programme  06 Education
Recurrent Budget Estimates,MASINDI Municipal Council,Central Government,"886,644",321419  Conditional Grant to Secondary Education,2015/16 Draft Estimates,Vote:774,,Non Wage,Programme  06 Education
Recurrent Budget Estimates,MASINDI Municipal Council,Central Government,"146,228",321411  Conditional Grant to Primary Education,2015/16 Draft Estimates,Vote:774,,Non Wage,Programme  06 Education
Recurrent Budget Estimates,MASINDI Municipal Council,Central Government,"1,041,776",321406  Conditional Grant to Secondary Salaries,2015/16 Draft Estimates,Vote:774,,Wage,Programme  06 Education
Recurrent Budget Estimates,MASINDI Municipal Council,Central Government,"2,078,928",321405  Conditional Grant to Primary Salaries,2015/16 Draft Estimates,Vote:774,,Wage,Programme  06 Education
Recurrent Budget Estimates,MASINDI Municipal Council,Central Government,"161,536",321404  Conditional Grant to Tertiary Salaries,2015/16 Draft Estimates,Vote:774,,Wage,Programme  06 Education
Recurrent Budget Estimates,MASINDI Municipal Council,Central Government,"11,804",321436  Conditional Grant to District Natural Res. - Wetlands (Non Wage),2015/16 Draft Estimates,Vote:774,,Non Wage,Programme  08 Natural Resources
Recurrent Budget Estimates,MASINDI Municipal Council,Central Government,"8,646",321446  Conditional transfers to Special Grant for PWDs,2015/16 Draft Estimates,Vote:774,,Non Wage,Programme  09 Community Based Services
Recurrent Budget Estimates,MASINDI Municipal Council,Central Government,"4,141",321437  Conditional Grant to Women Youth and Disability Grant,2015/16 Draft Estimates,Vote:774,,Non Wage,Programme  09 Community Based Services
Recurrent Budget Estimates,MASINDI Municipal Council,Central Government,828,o/w Disability,2015/16 Draft Estimates,Vote:774,321437  Conditional Grant to Women Youth and Disability Grant,Non Wage,Programme  09 Community Based Services
Recurrent Budget Estimates,MASINDI Municipal Council,Central Government,"1,657",o/w Women,2015/16 Draft Estimates,Vote:774,321437  Conditional Grant to Women Youth and Disability Grant,Non Wage,Programme  09 Community Based Services
Recurrent Budget Estimates,MASINDI Municipal Council,Central Government,"1,657",o/w Youth,2015/16 Draft Estimates,Vote:774,321437  Conditional Grant to Women Youth and Disability Grant,Non Wage,Programme  09 Community Based Services
Recurrent Budget Estimates,MASINDI Municipal Council,Central Government,"1,150",321434  Conditional Grant to Community Devt Assistants Non Wage,2015/16 Draft Estimates,Vote:774,,Non Wage,Programme  09 Community Based Services
Recurrent Budget Estimates,MASINDI Municipal Council,Central Government,"12,000",321430  Conditional Grant to Public Libraries,2015/16 Draft Estimates,Vote:774,,Non Wage,Programme  09 Community Based Services
Recurrent Budget Estimates,MASINDI Municipal Council,Central Government,"4,540",321420  Conditional Grant to Functional Adult Lit,2015/16 Draft Estimates,Vote:774,,Non Wage,Programme  09 Community Based Services
Development Budget Estimates,MASINDI Municipal Council,Central Government,"349,978",321426  LGMSD (Former LGDP),2015/16 Draft Estimates,Vote:774,,Dev't,Project  0115 LGDP FUND
Development Budget Estimates,MASINDI Municipal Council,Central Government,"102,505",321431  Conditional Grant to PHC - development,2015/16 Draft Estimates,Vote:774,,Dev't,Project  0422 PRIMARY HEALTH CARE
Development Budget Estimates,MASINDI Municipal Council,Central Government,"586,109",321433  Conditional Grant to SFG,2015/16 Draft Estimates,Vote:774,,Dev't,Project  0423 SCHOOL CONSTRUCTION PROGRAMME
Development Budget Estimates,MASINDI Municipal Council,Central Government,"78,694",321412  Roads Rehabilitation Grant,2015/16 Draft Estimates,Vote:774,,Dev't,Project  1168 ROAD REHABILITATION GRANT
Recurrent Budget Estimates,NTUNGAMO Municipal Council,Central Government,"357,058",321450  Transfer of Urban Unconditional Grant - Wage,2015/16 Draft Estimates,Vote:775,,Wage,Programme  01 Administration
Recurrent Budget Estimates,NTUNGAMO Municipal Council,Central Government,"691,809",321402  Urban Unconditional Grant - Non Wage,2015/16 Draft Estimates,Vote:775,,Non Wage,Programme  01 Administration
Recurrent Budget Estimates,NTUNGAMO Municipal Council,Central Government,"600,000","o/w Funding for Sanitation Improvement in Schools, Storm Water Management and Street Lig",2015/16 Draft Estimates,Vote:775,321402  Urban Unconditional Grant - Non Wage,Non Wage,Programme  01 Administration
Recurrent Budget Estimates,NTUNGAMO Municipal Council,Central Government,"6,032",321427  Conditional Grant to PAF monitoring,2015/16 Draft Estimates,Vote:775,,Non Wage,"Programme  02 Finance, Planning and Internal Audit"
Recurrent Budget Estimates,NTUNGAMO Municipal Council,Central Government,"4,979",o/w Normal PAF Monitoring & Accountability,2015/16 Draft Estimates,Vote:775,321427  Conditional Grant to PAF monitoring,Non Wage,"Programme  02 Finance, Planning and Internal Audit"
Recurrent Budget Estimates,NTUNGAMO Municipal Council,Central Government,"1,053",o/w Printing of Payslips,2015/16 Draft Estimates,Vote:775,321427  Conditional Grant to PAF monitoring,Non Wage,"Programme  02 Finance, Planning and Internal Audit"
Recurrent Budget Estimates,NTUNGAMO Municipal Council,Central Government,"74,776",321445  Conditional transfers to Councillors allowances and Ex- Gratia for LLGs,2015/16 Draft Estimates,Vote:775,,Non Wage,Programme  03 Statutory Bodies
Recurrent Budget Estimates,NTUNGAMO Municipal Council,Central Government,"22,714",321444  Conditional transfers to Salary and Gratuity for LG elected Political Leaders,2015/16 Draft Estimates,Vote:775,,Wage,Programme  03 Statutory Bodies
Recurrent Budget Estimates,NTUNGAMO Municipal Council,Central Government,"5,212","321422  Conditional transfers to Contracts Committee/DSC/PAC/Land Boards, etc.",2015/16 Draft Estimates,Vote:775,,Non Wage,Programme  03 Statutory Bodies
Recurrent Budget Estimates,NTUNGAMO Municipal Council,Central Government,"5,212",o/w Contracts Committee,2015/16 Draft Estimates,Vote:775,"321422  Conditional transfers to Contracts Committee/DSC/PAC/Land Boards, etc.",Non Wage,Programme  03 Statutory Bodies
Recurrent Budget Estimates,NTUNGAMO Municipal Council,Central Government,"20,665",321408  Conditional Grant to Agric. Ext Salaries,2015/16 Draft Estimates,Vote:775,,Wage,Programme  04 Production
Recurrent Budget Estimates,NTUNGAMO Municipal Council,Central Government,"29,823",321413  Conditional Grant to PHC- Non wage,2015/16 Draft Estimates,Vote:775,,Non Wage,Programme  05 Health
Recurrent Budget Estimates,NTUNGAMO Municipal Council,Central Government,"265,402",321407  Conditional Grant to PHC Salaries,2015/16 Draft Estimates,Vote:775,,Wage,Programme  05 Health
Recurrent Budget Estimates,NTUNGAMO Municipal Council,Central Government,"11,707",321447  Conditional transfers to School Inspection Grant,2015/16 Draft Estimates,Vote:775,,Non Wage,Programme  06 Education
Recurrent Budget Estimates,NTUNGAMO Municipal Council,Central Government,"5,932",o/w DEO Operational Costs,2015/16 Draft Estimates,Vote:775,321447  Conditional transfers to School Inspection Grant,Non Wage,Programme  06 Education
Recurrent Budget Estimates,NTUNGAMO Municipal Council,Central Government,"186,492",321419  Conditional Grant to Secondary Education,2015/16 Draft Estimates,Vote:775,,Non Wage,Programme  06 Education
Recurrent Budget Estimates,NTUNGAMO Municipal Council,Central Government,"30,395",321411  Conditional Grant to Primary Education,2015/16 Draft Estimates,Vote:775,,Non Wage,Programme  06 Education
Recurrent Budget Estimates,NTUNGAMO Municipal Council,Central Government,"215,971",321406  Conditional Grant to Secondary Salaries,2015/16 Draft Estimates,Vote:775,,Wage,Programme  06 Education
Recurrent Budget Estimates,NTUNGAMO Municipal Council,Central Government,"437,576",321405  Conditional Grant to Primary Salaries,2015/16 Draft Estimates,Vote:775,,Wage,Programme  06 Education
Recurrent Budget Estimates,NTUNGAMO Municipal Council,Central Government,"3,633",321446  Conditional transfers to Special Grant for PWDs,2015/16 Draft Estimates,Vote:775,,Non Wage,Programme  09 Community Based Services
Recurrent Budget Estimates,NTUNGAMO Municipal Council,Central Government,"1,740",321437  Conditional Grant to Women Youth and Disability Grant,2015/16 Draft Estimates,Vote:775,,Non Wage,Programme  09 Community Based Services
Recurrent Budget Estimates,NTUNGAMO Municipal Council,Central Government,348,o/w Disability,2015/16 Draft Estimates,Vote:775,321437  Conditional Grant to Women Youth and Disability Grant,Non Wage,Programme  09 Community Based Services
Recurrent Budget Estimates,NTUNGAMO Municipal Council,Central Government,696,o/w Women,2015/16 Draft Estimates,Vote:775,321437  Conditional Grant to Women Youth and Disability Grant,Non Wage,Programme  09 Community Based Services
Recurrent Budget Estimates,NTUNGAMO Municipal Council,Central Government,696,o/w Youth,2015/16 Draft Estimates,Vote:775,321437  Conditional Grant to Women Youth and Disability Grant,Non Wage,Programme  09 Community Based Services
Recurrent Budget Estimates,NTUNGAMO Municipal Council,Central Government,483,321434  Conditional Grant to Community Devt Assistants Non Wage,2015/16 Draft Estimates,Vote:775,,Non Wage,Programme  09 Community Based Services
Recurrent Budget Estimates,NTUNGAMO Municipal Council,Central Government,"1,908",321420  Conditional Grant to Functional Adult Lit,2015/16 Draft Estimates,Vote:775,,Non Wage,Programme  09 Community Based Services
Development Budget Estimates,NTUNGAMO Municipal Council,Central Government,"56,545",321426  LGMSD (Former LGDP),2015/16 Draft Estimates,Vote:775,,Dev't,Project  0115 LGDP FUND
Development Budget Estimates,NTUNGAMO Municipal Council,Central Government,"8,241",321431  Conditional Grant to PHC - development,2015/16 Draft Estimates,Vote:775,,Dev't,Project  0422 PRIMARY HEALTH CARE
