"","x"
"2460","Pelayanan Advokasi untuk Keadilan dan Perdamaian Indonesia"
"2461","Yayasan Ananda Marga Indonesia"
"2462","Aceh’s People Forum"
"2463","LPDS - Dr. Soetomo Press Institute"
"2464","MIR - MUXO Impact Relief"
"2465","QED Limited, LLC"
"2466","Noor Al Hussein Foundation"
"2467","Bilkent Holding"
"2468","Center for Culture and Development"
"2469","Ngazi Moja Foundation"
"2470","Diocese of Meru"
"2471","African Development and Emergency Organisation"
"2472","MERCY - USA FOR AID AND DEVELOPMENT"
"2473","CitiHope International"
"2474","COPE - The Cooperative Orthotic and Prosthetic Enterprise"
"2475","Clowns without Borders"
"2476","Helping Hands"
"2477","Liberia WASH Consortium"
"2478","International Centre for Migration Policy Development"
"2479","Secours Islamique France"
"2480","Taiwan Tzu-chi Foundation Malaysia"
"2481","ISS - Institute for Security Studies"
"2482","Universidad de Chile"
"2483","Center for Research on the Epidemiology of Disasters"
"2484","Gyro AS"
"2485","International Action Network on Small Arms"
"2486","World Organisation Against Torture"
"2487","Institute for Human Rights and Business"
"2488","Business & Human Rights Resource Centre"
"2489","CRC - NGO Group for the Convention on the Rights of the Child"
"2490","Studentenes og Akademikernes Internasjonale Hjelpefond"
"2491","Foley Hoag LLP"
"2492","Institute for War and Peace Reporting"
"2493","Dag Hammarskjold Scholarship Fund for Journalists"
"2494","Karda Systems"
"2495","Land O'Lakes"
"2496","United Nations Voluntary Trust Fund on Contemporary Forms of Slavery"
"2497","UN Peacebuilding Fund"
"2498","Senter for Krisepsykologi"
"2499","Africa Centre for Holistic Management"
"2500","Interstate Products, Inc"
"2501","Amnesty International Norge"
"2502","Heilsarmee"
"2503","SKUPAJ"
"2504","The Fund for Peace"
"2505","Bahamas Red Cross Society"
"2506","Information Technology Outreach Services, U of Georgia"
"2507","Igarapé"
"2508","Samisk Høgskole"
"2509","Media21"
"2510","Corporación Gestión Ecuador"
"2511","WEF - World Editors Forum"
"2512","Saferworld"
"2513","International Rehabilitation Council of Tortured Victims"
"2514","Instituto Sou da Paz"
"2515","Oslosenteret for fred og menneskerettigheter"
"2516","UPR Info"
"2517","Non-Aligned Movement Institute for the Empowerment of Women"
"2518","International Coalition to Ban Uranium Weapons"
"2519","Centre for Civil and Political Rights"
"2520","The Harvard Program on Humanitarian Policy and Conflict Research"
"2521","Peace Building Fund"
"2522","Ibon Foundation"
"2523","CONCORD"
"2524","Global Initiative to End All Corporal Punishment of Children"
"2525","United Nations Office of Legal Affairs"
"2526","Coalition for the International Criminal Court"
"2527","Rescue South Africa"
"2528","Solidar"
"2529","Global Forum on Migration and Development"
"2530","Red Cross Society of the Republic of Moldova"
"2531","Center for Citizenship Education"
"2532","Red Cross of Montenegro"
"2533","Fondation Orient Occident "
"2534","Instituto de Directores de Mocambique"
"2535","APOPO vzw (Anti-Persoonsmijnen Ontmijnende Product Onttwikkeling)"
"2536","Family Charitable Organisation"
"2537","OXFAM Australia"
"2538","Burnet Institute"
"2539","Metta Foundation"
"2540","Cchin HR Organization"
"2541","Qatar Charity"
"2542","Afrique Verte Niger"
"2543","Sant''Egidio"
"2544","SWISSAID"
"2545","International Peace and Cooperation Center (IPCC)"
"2546","MA'AN Development Center"
"2547","STC SW"
"2548","Community Bridge Initiative"
"2549","Islamic Relief Pakistan"
"2550","PAIMAN Alumni Trust"
"2551","Response International"
"2552","Rural Development Project"
"2553","Society for Sustainable Development"
"2554","Strengthening Participatory Organization"
"2555","Taraqee Foundation"
"2556","Pema Medical Charity"
"2557","Al-Khidmat Foundation"
"2558","Consortium of British Humanitarian Agencies"
"2559","Pakistan Association  in Dubai"
"2560","Sungi Development Foundation"
"2561","Children's Global Network, Pakistan (Guarantee) Limited"
"2562","AAGAHI"
"2563","National Rural Support Programme"
"2564","Arab Physicians Federation"
"2565","Health And Nutrition Development Society"
"2566","Aid for Refugees and Orphans"
"2567","Global Medic"
"2568","Bright Future Organization"
"2569","InfoAsAid"
"2570","IFRC Disaster Relief Emergency Fund"
"2571","Heritage Foundation"
"2572","National Commission for Human Development"
"2573","LandsAid e.V."
"2574","Indus Resource Centre"
"2575","Association for Humanity Development"
"2576","Stiftung des deutschen Instituts für Katastrophenmedizin"
"2577","Solidarité Syndicale - Luxembourg"
"2578","ACF - Canada"
"2579","Mobilink Foundation"
"2580","Eid Charity"
"2581","Mercy Relief"
"2582","Fazilia Trust Pakistan"
"2583","National Integrated Development Agency"
"2584","Helping Hand for Relief and Development"
"2585","Tehreek"
"2586","Thardeep Rural Development Programme"
"2587","Pattan Development Organization"
"2588","Rural Development Initiative Pakistan"
"2589","Kher Khegara Tanzeem"
"2590","Foundation for Rural Development"
"2591","Cavish Development Foundation"
"2592","Balochistan Environmental and Educational Journey"
"2593","Awaz Foundation Pakistan Center for Development Services"
"2594","Wereld-missiehulp"
"2595","Centrum voor Afrikaanse Cultuur"
"2596","Red Cross of Serbia"
"2597","Aragti Relief and Development Organization"
"2598","Techno Plan"
"2599","Hiran Water Supply and Community Development Organisation"
"2600","Humanitarian Africa Relief Development Organization"
"2601","Gender Education Empowerment and Leadership Organization"
"2602","Wardi Relief and Development Initiatives"
"2603","Aamin Voluntary Relief Organization"
"2604","Somali Organic Agriculture Development Organization"
"2605","Somali Young Doctors Association"
"2606","Nomadic Assistance for Peace and Development"
"2607","United Nations Political Office for Somalia"
"2608","Access Aid and Development"
"2609","LSQC"
"2610","NGO Security Programme"
"2611","Peace Corps Organization"
"2612","Nuba Mountains International Association for Development"
"2613","Marie Stopes International"
"2614","Great Family Organization"
"2615","Social Solidarity Organisation"
"2616","Nuba Mountain Relief, Rehabilitation and Development Organization"
"2617","Sudanese Women's General Union"
"2618","Nomads Development and Environmental Conservation"
"2619","Local Action Organization"
"2620","Global Hope Network International"
"2621","El Ruhama Organization for Development and Humanitarian Aid"
"2622","Charitable Society for Social Welfare"
"2623","Arab Agronomist Association"
"2624","Nile Hope"
"2625","Mission am Nill"
"2626","Hakima"
"2627","CARE International Switzerland in Sudan"
"2628","EMERGENCY - Life Support for Civilian War Victims ONG Onlus"
"2629","International Islamic Relief Organization"
"2630","RDN"
"2631","Philani Maswati Organization"
"2632","Center for Humanitarian Services"
"2633","Global H20"
"2634","Red Crescent Society of Uzbekistan"
"2635","Fundación para las Relaciones Internacionales y el Diálogo Exterior"
"2636","DIA - Social Justice in Development"
"2637","IDDEALES"
"2638","ZACF"
"2639","Fact Mutare"
"2640","Southern Alliance for Indigenous Resources"
"2641","Environment Africa"
"2642","Association of Evangelicals in Africa"
"2643","Organisation of Rural Associations for Progress"
"2644","Dinah Falala & Phoebe Sandi Foundation"
"2645","Mildmay"
"2646","Action for Community Transformation Organization - Afghanistan"
"2647","Danish Committee for Aid to Afghan Refugees"
"2648","Landmine Survivors Initiatives"
"2649","Burundikids e.V."
"2650","ACT Alliance / Life With Dignity"
"2651","Sports and Cooperation Network"
"2652","Echelle appui au développement"
"2653","Vitalité Plus"
"2654","Consejo Comunitario Mayor de la Asociación Campesina Integral del Atrato"
"2655","Corporación Desarollo y Paz del Magdalena Medio"
"2656","MSD-DK"
"2657","Sad Africa"
"2658","Hope in Action"
"2659","Action d'Espoir"
"2660","Première Urgence - Aide Médicale Internationale"
"2661","Centre de Recherche et d'Appui aux Initiatives de Développement Intégré"
"2662","Red Cross of the Democratic Republic of the Congo"
"2663","Medicos del Mundo Argentina"
"2664","WorldFish"
"2665","Spanish Association for Humanitarian Medicine"
"2666","The Survivor Network Foundation and People with Disability"
"2667","Partnership for Pastoralists Development Association"
"2668","Pastoralist Consultants International"
"2669","National Relief Committee"
"2670","Association Develop Horn"
"2671","Pastoralist Development Organization"
"2672","Wabi Shelbelle Development"
"2673","Alliance for International Medical Action"
"2674","Médecins du Monde Belgium"
"2675","Experts Comptables Associés"
"2676","Merove-Pierre Et Associes"
"2677","Community Health and AIDS Mitigation Project"
"2678","Santé pour le Développement et la Stabilité d’Haïti"
"2679","Supply Chain Management System"
"2680","Leadership, Management and Sustainability Program"
"2681","PROMARK"
"2682","Unité de Recherche et d'Action Médico Légale"
"2683","ACT Alliance / YAKKUM Emergency Unit"
"2684","Dejarup"
"2685","NU"
"2686","Initiative for Development and Empowerment Axis"
"2687","Satunama"
"2688","Inprosula"
"2689","Caritas Lebanon Migrants Center"
"2690","Heartland Alliance International"
"2691","Questscope"
"2692","RESTART"
"2693","Un Ponte Per "
"2694","Japan Society"
"2695","Operation Blessing International"
"2696","Second Harvest Japan"
"2697","Give2Asia"
"2698","Japan America Society of Southern California"
"2699","GlobalGiving"
"2700","Humane Society of the United States"
"2701","The Jewish Federation of Metropolitan Chicago"
"2702","Japanese Society of Georgia"
"2703","Central Community Chest of Japan"
"2704","ACT Alliance / National Council of Churches of Kenya"
"2705","Eastern Community Development and Humanitarian Organization"
"2706","Kenya Community Sports Foundation"
"2707","Vetworks Eastern Africa"
"2708","Northern Aid"
"2709","University of Neuchâtel"
"2710","Salesian Missions"
"2711","STC-NOR"
"2712","Les Sarments de Lavaux"
"2713","KAFA"
"2714","Arab Medical Association"
"2715","Joint Mine Action Coordination Team"
"2716","Norsk Ressursbank for demokrati og menneskerettigheter"
"2717","The Living History Forum"
"2718","United Nations Office for Disarmament Affairs"
"2719","Foundation for the Peoples of the South Pacific International"
"2720","Arab Fund for Human Rights"
"2721","Kurdish Human Rights Project"
"2722","Global Public Policy Institute"
"2723","Inter Press Service"
"2724","Ludwig Boltzmann Institute of Human Rights"
"2725","Ensemble Contre la Peine de Mort"
"2726","The Association for Women's Rights in Development"
"2727","Sametinget"
"2728","SHIFT"
"2729","Juridisk rådgivning for kvinner"
"2730","Den Norske Kirke"
"2731","Global Forum for Media Development"
"2732","International Humanitarian Fact-Finding Commission"
"2733","Global Centre for the Responsibility to Protect"
"2734","Nærings- og Handelsdepartementet"
"2735","Health and Human Rights Info"
"2736","Centre for Research on the Epidemiology of Disasters"
"2737","World Islamic Economic Forum Foundation"
"2738","United Nations Register of Damage"
"2739","France Cooperation Internationale"
"2740","International Potato Center"
"2741","Foundation for the Future"
"2742","ZIF - Center for International Peace Operations"
"2743","MAB Consulting"
"2744","Media Frontiers"
"2745","Global Editors Network"
"2746","Organisation Marocaine Des Droits de l'homme"
"2747","Mingalar Myanmar"
"2748","Myanmar NGO Contingency Plan Steering Committee"
"2749","Karuna Myanmar Social Services"
"2750","Karuna Taungngu"
"2751","Association Francois-Xavier Bagnoud"
"2752","Karuna Hpaan"
"2753","Health Poverty Action"
"2754","St. John Eye Hospital"
"2755","Patient Friendly Society"
"2756","Independent Commission for Human Rights"
"2757","Society for Human and Institutional Development"
"2758","Society for Skills, Trainings & Development"
"2759","Integrated Health Services"
"2760","Khushal Awareness and Development Organization"
"2761","Participatory Educational Awareness and Community Empowerment"
"2762","Sindh Radiant Organisation"
"2763","Shifa Foundation"
"2764","Sewa Development Trust Sindh"
"2765","Support Agency for Rural & Human Association's Development"
"2766","Pak Rural Development Program"
"2767","Beaconhouse"
"2768","Shining Light Community Development Organization"
"2769","Peace and Development Organization"
"2770","Hope Worldwide"
"2771","Community Appraisal Programme"
"2772","Association for Gender Awareness and Human Empowerment"
"2773","Aman Organization"
"2774","Pakistan Humanitarian Forum (consortium)"
"2775","Women Welfare Organization Poonch"
"2776","Young Welfare Society"
"2777","Pakistan Village Development Program"
"2778","United Rural Development Organization"
"2779","Tribal Reforms and Development Organization"
"2780","Society for Community Development"
"2781","Society for the Advancement, Community, health, Education and Training"
"2782","Society for Awareness and Change"
"2783","Participatory Rural Development Society"
"2784","Participatory Integrated Development Society"
"2785","Organization for Social Development Initiatives"
"2786","Shah Sachal Sami Foundation"
"2787","Sath Development Organization"
"2788","Sahkar Dost Welfare Association"
"2789","National Integrated & DevelopmeDewant Association (NIDA-Pakistan)"
"2790","Kohsar Welfare and Educational Society"
"2791","Roshni Development Organization"
"2792","Innovative Development Organization"
"2793","Diamer Poverty Alleviation Programme"
"2794","Balochistan Rural Development Society"
"2795","Devcon"
"2796","Association of Development Awareness and Motivation"
"2797","Initiative for Change"
"2798","Hayat Foundation"
"2799","Polish Humanitarian Organisation"
"2800","Ärzte ohne Grenzen e.V."
"2801","Aweil Window of Opportunities and Development Agency"
"2802","Sudan Integrated Mine Action Service"
"2803","Sudanese Development Relief Agency"
"2804","The Health Support Organization"
"2805","Society for Conservation and Protection of Environment"
"2806","Upper Nile Initiative and Development Organization"
"2807","Upper Nile Kalaazar Eradication Association"
"2808","The Family Centre"
"2809","Baptist Aotearoa NZ Aid"
"2810","Safa Marwa Relief and Development Organization"
"2811","Zamzam Foundation"
"2812","Raf-Thani Foundation"
"2813","Las Qorey Concern"
"2814","Somali Relief and Development Society"
"2815","Hijra"
"2816","Agency for Peace and Development"
"2817","Rasawad Welfare Association"
"2818","IIDA Women's Development Organization"
"2819","Mulrany International"
"2820","Horsed Relief and Development Organization"
"2821","Solidarity Group of Jubbaland"
"2822","Community Activity for Development and Relief Organization"
"2823","Peace Action Society Organisation for Somalia"
"2824","Somaction"
"2825","Family Empowerment and Relief Organisation"
"2826","Southern Aid"
"2827","Somali Youth for Peace and Development"
"2828","Direct Aid"
"2829","AYUUB Organization"
"2830","Himilo Organization for Development"
"2831","Active Development Aid"
"2832","Society Development Initiative Organization"
"2833","Action for Relief and Development"
"2834","Somali Community Development Foundation"
"2835","SomaliAid"
"2836","Gift of the Givers Foundation (Pietermaritzburg, RSA)"
"2837","Salama Medical Agency"
"2838","Gargaaar Relief and Development Organization"
"2839","Centarl Regions Livestock Professional Association"
"2840","Riverine Relief Program"
"2841","Skills Active Forward"
"2842","Action Against Disasters Somalia"
"2843","Somali Aid Foundations"
"2844","Agricultural Development Organisation"
"2845","AGROCARE Community Development Association"
"2846","Somali Transformation Group"
"2847","SWISSO - Kalmo"
"2848","Access Development and Relief Organization"
"2849","Bulay Development Organization"
"2850","Somaliland community development Organization"
"2851","Shilale Rehabilitation and Ecological Concern"
"2852","Horn of Africa Organization for Protection of Environment and Improvement of Livelihoods"
"2853","KAALO Relief and Development Organisation"
"2854","Namibia CARES Movement"
"2855","Antares Foundation"
"2856","Marshall Legacy Institute"
"2857","Mercy Corps Scotland"
"2858","Almassar Charity Organization for Nomads"
"2859","Hidaya Rehabilitation Corporation for Special Need"
"2860","ACT Alliance / Sudan Council of Churches"
"2861","Mubadiroon Organisation"
"2862","Health Alliance International"
"2863","Sudanese Development Call Organization"
"2864","JASMAR Human Security Organization"
"2865","Al-Amal Charity Organization for the Disabled"
"2866","FPDO"
"2867","Kuwaiti Patients Helping Fund"
"2868","Suwannimit Foundation"
"2869","Asian Network for Free Election"
"2870","Peoples Democracy Platform"
"2871","International NGO Safety Organisation"
"2872","National Space Agency of Ukraine"
"2873","Vanuatu Red Cross Society"
"2874","Oslo Coalition on Freedom of Religion or Belief"
"2875","Association for Empowerment of Persons with Disabilities"
"2876","Clinton Health Access Initiative"
"2877","Buco Cotonou"
"2878","Cooperazione Internazionale Sud Sud"
"2879","Verein f. hum. Hilfe Vaduz"
"2880","Yemen Women Union"
"2881","Humanitarian Forum"
"2882","Vision Hope International"
"2883","Promoting Recovery in Zimbabwe"
"2884","Counselling Services Unit"
"2885","Norwegian Afghanistan Committee"
"2886","Khuram and Sarbagh Rehabilitation Organization"
"2887","Afghan Global Development Organization"
"2888","AiN - Afghanistankomiteen i Norge"
"2889","Association pour la Solidarité, le Développement et l'Intégration Sociale"
"2890","Plan USA"
"2891","Christian Solidarity International"
"2892","Zukunft f. Kinder"
"2893","Action on Armed Violence"
"2894","Cambodian Mine Action Centre"
"2895","FICASE"
"2896","Community Humanitarian Emergency Board"
"2897","China Foundation for Poverty Alleviation"
"2898","WORLD LUTERAN FEDERATION - COLOMBIA"
"2899","Sheikh Thani bin Abdullah Foundation for Humanitarian Services"
"2900","Coof Havanna"
"2901","TERREMOTO HAITI"
"2902","Association d'aide à la femme et de la communication"
"2903","Armée du Salut Kalemie"
"2904","CRRDC-TD"
"2905","Caritas Dev Kalemie"
"2906","Caritas Congo"
"2907","Caritas Kananga"
"2908","RHA"
"2909","SFCG/RDC"
"2910","CAMPS/CELPA"
"2911","Solidarité Féminine pour la Paix et le Développement Intégral"
"2912","Vie Sacree"
"2913","Groupe d’Action pour la Promotion de la Femme"
"2914","Actions pour la Protection et l’Encadrement de l’Enfant"
"2915","Handicap International USA"
"2916","Economic Research Forum"
"2917","Fiji Institution of Engineers"
"2918","Natures Way"
"2919","Rotary Fiji"
"2920","ACT Alliance / Act for Peace"
"2921","Forum for African Women Educationalist Gambia Chapter"
"2922","Action pour un Monde Uni"
"2923","Handicap International Luxembourg"
"2924","Soul of Haiti"
"2925","Yayasan HOPE Indonesia"
"2926","Yayasan Dian Desa"
"2927","Humanitarian Forum Indonesia"
"2928","Majulah Indonesia Tanah Airku"
"2929","Perkumpulan Paluma Nusantara"
"2930","Trans-Nzoia Socio-Economic Network"
"2931","PIDAD"
"2932","Neighbors Initiative Alliance"
"2933","World University Service - Canada"
"2934","United Nations Entity for Gender Equality and the Empowerment of Women"
"2935","Health Limited"
"2936","Insan Association"
"2937","Open Society Foundations"
"2938","Heinrich Böll Foundation"
"2939","Arab Network for Tolerance"
"2940","ONG Actions"
"2941","Institutt for Journalistikk"
"2942","Planete Urgence"
"2943","Fondation Luxembourgeoise Raoul Follereau"
"2944","Charities Aid Foundation"
"2945","Specially Designated Contributions (OCHA)"
"2946","Ad Council"
"2947","The SEEP Network"
"2948","Research Council of Norway"
"2949","European Grassroots Antiracist Movement"
"2950","Meteorologisk Institutt"
"2951","Desert Locust Control Organization for Eastern Africa"
"2952","Open Society Institute Assistance Foundation"
"2953","Oxford Research Group"
"2954","Merrill Lynch "
"2955","Purpose Foundation"
"2956","Euro-Mediterranean Foundation of Support to Human Rights Defenders"
"2957","UNDP Administered Trust Fund"
"2958","Global Earthquake Model Foundation"
"2959","UN Women's Guild"
"2960","Democratic Control of Armed Forces"
"2961","Control Arms"
"2962","World Association of Newspapers and News Publishers"
"2963","World Coalition Against the Death Penalty"
"2964","Huairou Commission"
"2965","Hope International Development Agency"
"2966","Coalition of Dutch NGOs"
"2967","Radanar Ayar Association"
"2968","UNICEF National Committees"
"2969","B'Tselem - the Israeli Information Center for Human Rights in the Occupied Territories"
"2970","Vento di Terra"
"2971","Hôpital Saint-Joseph"
"2972","Fundacion APY"
"2973","Union of Health Work Committees"
"2974","Save and Serve"
"2975","Center of Excellence for Rural Development"
"2976","Palau Red Cross Society"
"2977","Coopération Humanitaire Luxembourg"
"2978","Balay Mindanaw Foundation, Inc."
"2979","Philippine Business for Social Progress"
"2980","Community and Family Services International"
"2981","Citizens' Disaster Response Center, Inc"
"2982","Universal Intervention and Development Organization"
"2983","Lacha Community and Economic Development"
"2984","Support for Peace and Education Development Program"
"2985","Christian Mission for Development"
"2986","Mani Tese"
"2987","South Sudan Development Agency"
"2988","Bakpiny Community Development Agency"
"2989","Non Violent Peace Force "
"2990","African Development Solutions"
"2991","Gruppo per le Relazioni Transculturali"
"2992","Somali Humanitarian Aid and Development Organization"
"2993","Golweyne Relief and Rehabilitation"
"2994","Somalia Relive Centre"
"2995","Juba Shine"
"2996","Wamo Relief and Rehabilitation Services"
"2997","Gol-yome Rehabilitation and Development Organization"
"2998","Action for Youth & Environmental Development"
"2999","Jubaland Development Organization"
"3000","Global One 2015"
"3001","Sudan Medical Care"
"3002","Alsalam Organization for Rehabilitation and Development"
"3003","Sustainable Action Group"
"3004","Azza Women Association"
"3005","Daaralsalam Development Association"
"3006","ZAWD - Organization for Humanitarian and Development"
"3007","Talawiet Organization for Development"
"3008","Sibro Organization for Development"
"3009","Office of the Humanitarian Coordinator"
"3010","Gynécologie sans frontières"
"3011","Association for the Advancement of Democratic Rights-Legal Aid"
"3012","Jordan Health Aid Society"
"3013","Harikar"
"3014","Brotherhood Association humanity of Human Rights"
"3015","Les Amis du Liban"
"3016","Mission Enfance"
"3017","Electriciens sans frontières"
"3018","Haut Comité de Secours libanais"
"3019","Union des Organisations Syrienne de Secours Médicaux"
"3020","Greek Orthodox Patriarchate of Antioch and all of the East"
"3021","Madrasati Initiative"
"3022","IHH-Humanitarian Relief Foundation, Turkey"
"3023","Physicians Across Continents"
"3024","Aga Khan Foundation Tajikistan"
"3025","Associazione Amici dell’Oasis Togo"
"3026","Neighborhood Disaster Volunteers"
"3027","Sustainable Heath Development Centre"
"3028","Progressio"
"3029","Soul for Development"
"3030","The Humanitarian Forum Yemen"
"3031","Yemen Family Care Association"
"3032","Society for Humanitarian Solidarity"
"3033","Omega Plus"
"3034","Mavambo Orphan Care"
"3035","FE Y ALEGRIA"
"3036","Caritas Czech Republic"
"3037","Clear Path International"
"3038","Demining Agency for Afghanistan"
"3039","Afghan NGO Security Office"
"3040","New Consultancy and Relief Organization"
"3041","Human Resources Development Agency"
"3042","Social and Humanitarian Assistance Organization"
"3043","Afghan Social and Agricultural Affairs Rehabilitation Organization"
"3044","Mine Detection Centre"
"3045","Rural Capacities Development Committee"
"3046","ASCHIANA"
"3047","Basic Education and Employable Skill Training"
"3048","Watan’s Social Technical Services Association"
"3049","Solidarity Organization for Rehabilitation of Afghanistan"
"3050","Shahrukhi Rehabilitation Project"
"3051","Alpistan"
"3052","Shanti Volunteer Association"
"3053","HELP e.V."
"3054","Japan Asian Association and Asian Friendship Society"
"3055","Children without Borders"
"3056","Rebatisseurs de la muraille des oeuvres de Dieu"
"3057","Union Nationale des Associations Diocesaines de Secours et Developpement"
"3058","DIAKONISCHES WERK DER EKD"
"3059","Diakonie Katastrophenhilfe"
"3060","Stitching War Child"
"3061","Centre de Promotion Socio-Sanitaire"
"3062","Comité d’Appui à l’Auto Promotion"
"3063","Actions et Interventions pour le Développement et l'Encadrement Social"
"3064","CLOVEK V TÍSNI, O.P.S."
"3065","Croix Rouge Katanga"
"3066","Center for Emergency Aid and Rehabilitation, Inc."
"3067","Women And Health Alliance"
"3068","Access to Quality Education Program"
"3069","HelpAge International UK"
"3070","Òganizasyon Fanm tou Nèf Balan"
"3071","Caritas Haiti"
"3072","Terre des Hommes - Germany"
"3073","ACT Alliance / Church World Service - Indonesia"
"3074","Arab Reporters for Investigative Journalism"
"3075","Merti Integrated Development Programme"
"3076","Horn-Aid Kenya"
"3077","Rural Agency for Community Development and Assistance"
"3078","HIAS RefugeeTrust"
"3079","Woman Kind Kenya"
"3080","Partnership Center for Development and Democracy"
"3081","Samir Kassir Foundation"
"3082","Lebanon Support"
"3083","Libya Red Crescent"
"3084","Bel Avenir"
"3085","Cooperative for Assistance and Relief Everywhere"
"3086","TASSAGHT"
"3087","Groupement des Artisans ruraux d’INTADENE-GARI"
"3088","Sante Sud"
"3089","Santé Mali Rhône Alpes"
"3090","PROMAN"
"3091","Fondation Raoul Follereau"
"3092","Afrique Verte Mali"
"3093","Action de Dévelopement Durable en Afrique"
"3094","Groupe de Recherche et de Réalisations pour le Développement Rural"
"3095","MISOLA"
"3096","Santé Diabète"
"3097","Plan Mali"
"3098","Association pour le Progrès et la Défense des Droits des Femmes"
"3099","Medicos do Mundo"
"3100","Center for International Studies and Cooperation"
"3101","Stiftelsen barn og krig, Children and War"
"3102","Thomson Foundation"
"3103","Joint IDP Profiling Service"
"3104","UN Agencies and Red Cross (details not yet provided)"
"3105","Initiativ for Etisk Handel"
"3106","Article 36"
"3107","International Commission against the Death Penalty - ICDP"
"3108","Joint Standards Initiative"
"3109","Voluntary Organisations in Cooperation in Emergencies"
"3110","Terre des Hommes - Lausanne"
"3111","Conflict Dynamics International"
"3112","Missionsärztliches Institut Würzburg"
"3113","Humanitarian Policy and Conflict Research"
"3114","OXFAM"
"3115","CWS Japan"
"3116","Institute of Cultural Affairs Japan"
"3117","National Primary Health Care Development Agency"
"3118","AISHA Association for Woman and Child Protection"
"3119","Christian Peacemaker Teams"
"3120","We Effect"
"3121","Palestinian Center of Organic Agriculture"
"3122","Badil Resource Center for Palestinian Residency and Refugee Rights"
"3123","Palestinian Association for Development and Reconstruction"
"3124","Palestinian Al Nakheel Association for Progress and Development"
"3125","Center for the Defence of the Individual"
"3126","Association of International Development Agencies"
"3127","NGO Safety Program"
"3128","Sindh Agriculture and Forestry Workers Cooperation Organization"
"3129","Peoples Empowerment and Consulting Enterprise"
"3130","Tameer-e-Khalaq Foundation"
"3131","Association for Humanitarian Development"
"3132","Citizen's Commission for Human Development"
"3133","Baluchistan Boys Scouts Association"
"3134","Sangtani Women Rural Development Organization"
"3135","Azat Foundation"
"3136","Community Research and Development Organization"
"3137","Education, Health, Social Awareness and Rehabilitation Foundation"
"3138","PREPARED"
"3139","Rural Empowerment and Institutional Development"
"3140","Health and Environment Development Society "
"3141","Badin Development Organization"
"3142","Islamic Help"
"3143","Friends Foundation"
"3144","Help In Need"
"3145","Lead Against Marginality and Poverty"
"3146","MOJAZ Foundation"
"3147","Labena Organization for Women Development Aid Capacity Building"
"3148","International Planned Parenthood Federation"
"3149","Société Kolping"
"3150","Family Planning Organization of the Philippines"
"3151","World Vision South Sudan"
"3152","Hold the Child Organisation"
"3153","Universal Network for Knowledge and Empowerment Agency"
"3154","Kissito Healthcare International"
"3155","Nonviolent Peaceforce"
"3156","Street Children Aid"
"3157","Magna Deti v nudzi [Magna Children at Risk]"
"3158","Community Aid for Development"
"3159","Farmer's Life Development Agency"
"3160","Global Communities"
"3161","Standard Action Liaison Focus"
"3162","Nuer Peace Council"
"3163","Mother and Children Development Aid"
"3164","Alaska Sudan Medical Project"
"3165","Rural Water and Sanitation Support Agency"
"3166","Hands Off Cain"
"3167","Development Frontiers International"
"3168","Dialog Forening"
"3169","Sage Organisation"
"3170","Somali Relief and Development Action"
"3171","Rainwater Association of Somalia"
"3172","Gedo Women Development Organization"
"3173","DEH Relief and Development Organization"
"3174","African Network for the Prevention and Protection Against Child Abuse and Neglect in Somalia"
"3175","Aadamiga USA"
"3176","IFTIIN Education and Development Association"
"3177","Formal Education Network for Private Schools"
"3178","Serve Pastoralist International"
"3179","Himilo Relief and Development Association"
"3180","Humanitarian Initiative Just Relief Aid Organizaiton"
"3181","El Barde Primary Helath Care Organization"
"3182","Somali Community Concern"
"3183","Access Relief and Development"
"3184","Tadamun Social Society"
"3185","Young Africans Development Action"
"3186","Iimaan Relief and Development Organization"
"3187","Institut Menzingen"
"3188","Delvon Assistance for Social Harmony (DASH)"
"3189","United Peace Organization"
"3190","Alshroog Organization for Social and Culture Development"
"3191","Kabakabiya Smallhoders Charitable Society"
"3192","Business and Professional Women Organization"
"3193","Humanitarian Aid and Development Organization"
"3194","Tawsol Al Amal Charity Organization"
"3195","Anhar for Peace, Development and Humanitarian Work Organization"
"3196","Department of Ecumenical Relations and Development"
"3197","Canadian Catholic Organization for Development and Peace"
"3198","Fundacion Promocion Social de la Cultura"
"3199","Development and Regeneration Association"
"3200","Jmaaiat Al ayadi Albaidaa - Lebanon"
"3201","Social, Humanitarian, Economical Intervention for Local Developmen"
"3202","Lamset Shifa"
"3203","AMURT/Ananda Marga Universal Relief Team (USA)"
"3204","Royal Health Awareness Society"
"3205","Developmental Action Without Border (Nabaa)"
"3206","Oeuvre d'Orient"
"3207","Life for Syria"
"3208","Assessment Capacities Project"
"3209","Iqra Cultural Center"
"3210","Maarouf Saad Social and Cultural Foundation"
"3211","National Institution of Social Care & Vocational Training"
"3212","Social Humanitarian Economical Intervention for Local Development"
"3213","Darya Organization for Developing Woman and Community"
"3214","American Lebanese Language Center"
"3215","Islamic Commission of Care"
"3216","The Society of the Revival of Islamic Heritage"
"3217","ETANA Press"
"3218","Pour une Syrie libre"
"3219","Arab Women Association"
"3220","Bashaer"
"3221","Czech Evang. Diacony"
"3222","World Rehabilitation Fund"
"3223","Charity Palestinian NGO"
"3224","Child Care Society"
"3225","Kanz Humanitarian organization"
